lemma,frequency,gloss_source,gloss,hdbscan_cluster,hdbscan_label,ward_12,ward_12_label,ward_25,ward_25_label,ward_50,ward_50_label,ward_100,ward_100_label,ward_150,ward_150_label,ward_200,ward_200_label,ward_250,ward_250_label
κτερεΐζω,1,lsj,bury with due honours,1,"funeral, burial, bury, rites",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",98,"slay, sacrifice, slain, dead",147,"dead, mortal, funeral, burial",196,"funeral, burial, rites, bury",243,"funeral, burial, rites, bury"
ἀνοπαῖα,1,lsj,"unseen, unnoticed; up into the air; eagle; up by the hoie in the roof, up the smoke-vent",-1,(outlier),6,"leap, away, come, send",11,"leap, rouse, tremble, throw",22,"fall, lift, high, drop",42,"fall, lift, high, drop",63,"lift, high, raise, lofty",80,"high, lift, raise, standing",97,"high, aloft, lofty, air"
ὑπερωιόθεν,1,lsj (relaxed match),from an upper room,-1,(outlier),6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",49,"hither, wherefore, place, spot",71,"hither, wherefore, place, spot",93,"wherefore, spot, place, plain",113,"wherefore, spot, place, plain"
ἐπικλείω2,1,lsj (homograph 2),extol; praise the more; relate; recount that,115,"pray, vow, boast, command behest",11,"glad, delight, good, care",22,"glad, delight, care, rejoice",43,"glad, delight, care, awe",86,"glad, delight, heart, rejoice",126,"glad, delight, rejoice, awe",166,"awe, rejoice, reverence, exult",208,"awe, rejoice, reverence, honour"
ἀμφιπέλομαι,1,lsj,"hover, float around; encompass",-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",39,"fear, hide, shield, cower",77,"hide, shield, shelter, covered",115,"shield, shelter, hide, refuge",153,"shield, shelter, hide, refuge",192,"shield, shelter, hide, covered"
βοητύς,1,agwn,"loud and persistent outcry from many people: ""he ignored the clamor of the crowd""",-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",73,"laugh, mock, shudder, swell",108,"laugh, mock, shudder, story",144,"mock, story, tell, braggart",182,"tell, story, tale, braggart"
γραῖα,1,lsj,old woman; old; raisins; the Graiae,-1,(outlier),7,"born, son, old, ruler",14,"born, old, wife, marriage",28,"born, old, age, young",55,"old, age, youthful, childish",80,"old, age, youthful, childish",105,"old, age, youthful, childish",129,"old, long, ago, yesterday"
πυκιμηδής,1,lsj,"of close; cautious mind, shrewd",-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",146,"lycia, shrewd, thrace, angry",185,"lycia, shrewd, thrace, hearted"
ἀνακρεμάννυμι,1,lsj,hang up on; crucify; suspend; being hung up,184,"hang, lean, fix, plant",6,"leap, away, come, send",10,"away, cut, shut, break",21,"shut, bind, hold, fasten",40,"shut, bind, ward, hold",60,"shut, ward, hold, restrain",76,"shut, hang, press, thrust",92,"shut, hang, press, thrust"
ἐπερύω,1,lsj,pull to; having dragged; to the top; draw,11,"draw, drag, drew, away",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",4,"draw, dart, javelin, archer",8,"draw, drew, drag, pull",9,"draw, drew, drag, pull",13,"draw, drew, drag, pull",16,"draw, drew, drag, pull"
κυφός,1,lsj,"bent forwards, stooping, hunchbacked; curvature; shrimps; Palaemon squilla",-1,(outlier),2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",17,"stretch, curved, bend, spread",24,"curved, bend, twisted, bent",32,"curved, bend, bent, twisted",40,"curved, bend, bent, twisted"
ἀπορριγέω,1,lsj,shrink shivering from; shrink from doing,-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",39,"fear, hide, shield, cower",76,"fear, cower, alarm, shrink",113,"fear, shrink, alarm, cower",151,"fear, shrink, alarm, cower",190,"fear, shrink, alarm, cower"
ἑδνόω,1,lsj,"promise for wedding-presents, betroth; dower; marry; woo",87,"wife, marriage, wedding, marry",7,"born, son, old, ruler",14,"born, old, wife, marriage",27,"wife, marriage, bride, brother",54,"wife, marriage, bride, brother",79,"wife, marriage, brother, bride",104,"wife, marriage, brother, bride",128,"wife, marriage, brother, bride"
διόλλυμι,1,lsj,"destroy utterly, bring to naught; ruin; perish utterly, come to naught; blot out of oneʼs mind, forget",143,"destroy, utterly, perish, waste",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",49,"slay, destroy, sacrifice, slain",97,"destroy, perish, utterly, waste",145,"destroy, utterly, perish, waste",193,"destroy, utterly, perish, waste",240,"destroy, utterly, perish, waste"
πρόβασις,1,lsj,"property in cattle, abundance of cattle; advance; progression; growth",120,"cattle, sheep, goat, shepherd",1,"draw, chariot, hair, swift",1,"swift, goat, wild, bird",1,"swift, goat, bird, wild",1,"herd, goat, cattle, wild",1,"herd, goat, cattle, wild",2,"cattle, herd, goat, boar",4,"cattle, goat, sheep, herd"
ἀπαιτίζω,1,lsj,demand back; demand,119,"pay, debt, return, price",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",102,"pay, bought, worth, price",134,"pay, bought, common, price",167,"pay, bought, common, price"
μῶμος,1,lsj,"blame, reproach, disgrace; brand; blemish; Momus",283,"reproach, dishonour, disgrace, blame",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",95,"reproach, dishonour, blame, disgrace",141,"reproach, dishonour, blame, disgrace",188,"reproach, dishonour, blame, disgrace",234,"reproach, dishonour, blame, disgrace"
οὗ,1,lsj,where,303,"wherefore, place place, account, just",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",49,"hither, wherefore, place, spot",71,"hither, wherefore, place, spot",93,"wherefore, spot, place, plain",113,"wherefore, spot, place, plain"
ἐνστάζω,1,lsj,drop in; into; is instilled into,276,"enter, cos, city, drop instilled",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",51,"come, lead, arrive, ibo",73,"come, lead, arrive, ibo",96,"entrance, enter, lead, arrive",118,"entrance, enter, lead, arrive"
ἐθελοντήρ,1,lsj,volunteer,58,"aid, succour, help, ally",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",145,"look, reply, answer, question",183,"look, reply, answer, question"
ἐπήβολος,1,lsj,"having reached, achieved; gained; in possession of; compos mentis",-1,(outlier),8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",100,"prize, gain, beggar, contend",132,"gain, beggar, advantage, profit",163,"advantage, gain, profit, prevail"
ἐπιλωβεύω,1,lsj,make mockery of,191,"mock, laughingly, gave vent, vent insulting",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",73,"laugh, mock, shudder, swell",108,"laugh, mock, shudder, story",144,"mock, story, tell, braggart",181,"mock, scoff, laughingly reproached, taunting"
νητός,1,lsj,"heaped, piled up",65,"heap, pile, chaff, winnowing fan",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",101,"oxen, pile, heavy, worth",133,"oxen, pile, heavy, worth",166,"pile, heavy, weighed, heap"
κλειστός,1,lsj,that can be shut; closed,155,"shut, close, opened, urgeo open",6,"leap, away, come, send",10,"away, cut, shut, break",21,"shut, bind, hold, fasten",40,"shut, bind, ward, hold",60,"shut, ward, hold, restrain",76,"shut, hang, press, thrust",92,"shut, hang, press, thrust"
θαλαμόνδε,1,lsj,to the bed-chamber,251,"house, court, chamber, room",6,"leap, away, come, send",12,"far, outside, near, hither",24,"outside, far, near, hither",49,"hither, wherefore, place, spot",71,"hither, wherefore, place, spot",93,"wherefore, spot, place, plain",113,"wherefore, spot, place, plain"
μυλήφατος,1,lsj,bruised in a mill,69,"swell, swollen, waves, billow",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",73,"laugh, mock, shudder, swell",108,"laugh, mock, shudder, story",143,"laugh, shudder, swell, swollen",180,"swollen, swell, cheeked, flayed"
ἀλλόγνωτος,1,agwn,"not known: ""an unknown amount""; ""an unknown island""; ""an unknown writer""; ""an unknown source""",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",93,"know, perceive, recognize, learn",138,"know, perceive, recognize, learn",184,"know, perceive, recognize, learn",230,"know, perceive, recognize, learn"
ἐκπροκαλέομαι,1,lsj,call forth to oneself; invoke,149,"papa, challenge, summon, forth",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",50,"send, accomplish, forth, urge",72,"send, accomplish, forth, urge",94,"urge, challenge, summon, invoke",114,"urge, challenge, summon, invoke"
πεντακόσιοι,1,lsj,five hundred; the senate of,295,"thirty, thousand, gated abh, centum",9,"fear, sleep, years, day",17,"day, years, time, early",35,"years, sum, thousand, fifth",69,"years, sum, number, fifth",103,"years, sum, number, thousand",137,"sum, thousand, worth, company",171,"thousand, worth, money, company"
ἑκάστοθι,1,lsj,for each; every one,182,"greatest, nouns, quantifier, yea",11,"glad, delight, good, care",23,"mighty, courage, strength, equal",44,"mighty, glorious, famous, countless",88,"mighty, countless, immense, exceedingly",129,"mighty, countless, immense, exceedingly",170,"perfect, wholly, complete, entire",212,"perfect, wholly, complete, entire"
ὑπονήιος,1,lsj (relaxed match),under the promontory; lying at its base,-1,(outlier),2,"double, round, stretch, house",4,"house, stone, door, roof",7,"house, stone, door, wall",16,"stone, rock, hill, citadel",23,"hill, citadel, peak, mound",31,"hill, citadel, peak, mound",39,"hill, citadel, peak, mound"
πενταετής,1,lsj,lasting five years; for five years,288,"years, year year, old, lasting",9,"fear, sleep, years, day",17,"day, years, time, early",35,"years, sum, thousand, fifth",69,"years, sum, number, fifth",103,"years, sum, number, thousand",136,"years, fifth, number, seven",169,"years, fifth, seven, count"
ἑξαετής,1,lsj,six years old; of six years; for six years,288,"years, year year, old, lasting",9,"fear, sleep, years, day",17,"day, years, time, early",35,"years, sum, thousand, fifth",69,"years, sum, number, fifth",103,"years, sum, number, thousand",136,"years, fifth, number, seven",169,"years, fifth, seven, count"
πλόος,1,lsj,"sailing, voyage; oneʼs course; sail; the voyage",-1,(outlier),5,"pour, sea, wash, stream",8,"sea, sail, swim, ships",16,"sea, sail, swim, ship",32,"sea, sail, swim, ship",46,"sea, sail, swim, ship",61,"sea, sail, swim, ship",74,"sea, sail, swim, ship"
μετρέω,1,lsj,"measure; pass over, traverse; to sail; measuring",-1,(outlier),6,"leap, away, come, send",13,"flee, lead, come, send",26,"flee, wander, drive, rush",53,"wander, pass, drive, dwell",77,"pass, drive, measure, road",102,"pass, drive, measure, road",126,"measure, drive, road, highway"
περιτίθημι,1,lsj,"place; put round, put on; attach; put round oneself, put on",-1,(outlier),2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",18,"round, whirl, circle, circular",26,"round, whirl, circle, circular",34,"round, whirl, circle, circular",43,"round, whirl, circle, circular"
ἀναμιμνήσκω,1,lsj,"remind; recall to memory, make mention of; remembrancer; remember, recall to mind",131,"forget, memory, forgotten, remind",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",94,"destiny, oracle, memory, doom",139,"memory, remind, forgetting, mention",185,"memory, remind, forgetting, mention",231,"memory, forget, remind, mention"
ἐρύομαι,1,lsj,draw for oneself; launch us; draw one's; drew,11,"draw, drag, drew, away",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",4,"draw, dart, javelin, archer",8,"draw, drew, drag, pull",9,"draw, drew, drag, pull",13,"draw, drew, drag, pull",16,"draw, drew, drag, pull"
ὕφασμα,1,lsj,"woven robe, web",268,"cloth, woven, robe, garment",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",5,"cloth, wool, cord, girdle",10,"wool, cloth, garment, woven",12,"wool, cloth, garment, tunic",16,"wool, cloth, garment, tunic",20,"cloth, garment, tunic, woven"
Σούνιον,1,lsj,Sunium; a man of Sunium,165,"light, sun, rays, east",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
κυβερνάω,1,lsj,"steer; act as helmsman; drive; guide, govern",72,"oar, rowing, rowers, long",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",6,"shaft, oar, rod, bar",7,"shaft, oar, rod, bar",11,"shaft, rod, bar, trumpet",14,"shaft, rod, bar, trumpet"
αὐτοετής,1,lsj,of the same year; within the year; at one year old,288,"years, year year, old, lasting",9,"fear, sleep, years, day",17,"day, years, time, early",36,"day, year, time, early",70,"year, day, time, long",104,"year, day day, days, season",138,"year, day, season, winter",173,"year, season, winter, summer"
ἐπιλείβω,1,lsj,pour; over,95,"pour, drop, drink offering, shed",5,"pour, sea, wash, stream",9,"pour, wash, wine, water",18,"pour, wine, stream, flow",35,"pour, wine, drink, thirst",51,"pour, filled, satisfy, flow",66,"pour, filled, satisfy, flow",81,"pour, flow, forth, libation"
ἀνείμων,1,lsj,"without clothing, unclad",268,"cloth, woven, robe, garment",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",5,"cloth, wool, cord, girdle",10,"wool, cloth, garment, woven",12,"wool, cloth, garment, tunic",16,"wool, cloth, garment, tunic",20,"cloth, garment, tunic, woven"
πενιχρός,1,lsj,"poor, needy",119,"pay, debt, return, price",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",102,"pay, bought, worth, price",135,"worth, rich, share, costly",168,"worth, share, rich, poor needy"
ἀποστίλβω,1,lsj,to be bright from; with; phosphorescent; shine brightly,166,"shine, bright, radiant, shining",4,"burn, dark, wind, heat",7,"burn, dark, heat, wind",13,"dark, black, white, grey",29,"light, bright, radiant, shine",41,"light, bright, shine, radiant",56,"light, bright, shine, radiant",68,"bright, shine, radiant, shining"
χρυσοχόος,1,lsj,one who melts; casts gold; one who gilds the horns; goldsmith,113,"gold, sandalled, silver footed, melts",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
σφῦρα,1,lsj,"hammer; beetle, mallet; balk between the furrows of ploughed land; a land measure",157,"land, ploughing, field, corn",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",12,"ashes, corn, barley, scatter",27,"corn, barley, pasture, land",38,"pasture, land, wild, grazed",53,"pasture, land, wild, grazed",63,"pasture, land, wild, corn"
οὐλαί,1,lsj,"barley-corns, barley-groats",114,"barley, wheat, groats, triticum",3,"tree, plant, corn, wood",6,"tree, plant, wood, corn",12,"ashes, corn, barley, scatter",27,"corn, barley, pasture, land",39,"barley, corn, wheat, groats",54,"barley, corn, wheat, groats",64,"barley, corn, wheat, groats"
ἐπικόπτω,1,lsj,"strike upon; from above), fell; lop, pollard; cut down",13,"strike, dash, smite, beat",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",100,"wrath, hateful, rage, cruel",149,"wrath, strike, rage, raging",198,"wrath, strike, rage, raging",245,"strike, smite, thresh, destroyer"
ἀμνίον,1,lsj,bowl in which the blood of victims was caught; inner membrane round the foetus,178,"breast, bowels, navel, belly",7,"born, son, old, ruler",14,"born, old, wife, marriage",28,"born, old, age, young",56,"born, mother, travail, birth",82,"born, travail, birth, young",107,"born, travail, birth, young",132,"born, travail, birth, young"
κατάρχω,1,lsj,make beginning of; lead; source; begin,277,"lead, carry, brought, bring",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",51,"come, lead, arrive, ibo",73,"come, lead, arrive, ibo",97,"lead, begin, carry, initiative",119,"lead, begin, carry, initiative"
αὐχένιος,1,lsj,"belonging to the neck; neck; stiff-necked, haughty; tunic",218,"neck, throat, mouth, teeth",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",13,"neck, milk, oil, table",18,"neck, throat, breast, stern",25,"neck, throat, tongue, teeth",31,"neck, throat, tongue, teeth"
ἀκροπόρος,1,lsj,"boring through, piercing with the point; with opening at end; going on high",147,"sharp, piercing, pierce, keen",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",4,"axe, wound, blood, spear",5,"wound, blood, pierce, piercing",7,"wound, pierce, piercing, keen",9,"wound, pierce, piercing, keen"
πυρηφόρος,1,lsj,wheatbearing,114,"barley, wheat, groats, triticum",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",146,"lycia, shrewd, thrace, angry",185,"lycia, shrewd, thrace, hearted"
ἐξάρχων,1,lsj,"ruler, president; Inschriften der jüdischen Katakombe am Monteverde",8,"lord, king, ruler, leader",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",60,"lord, ranks, ruler, leader",87,"lord, ranks, ruler, leader",112,"lord, ruler, king, master",140,"lord, ruler, king, master"
θοινάω,1,lsj,"feast on, eat; to be feasted upon; sacrificed; feast, entertain",43,"feast, supper, banquet, festival",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",32,"eat, meal, feast, hunger",64,"eat, meal, feast, supper",95,"meal, feast, supper, banquet",123,"meal, feast, supper, banquet",152,"meal, feast, supper, banquet"
ἀνωιστί,1,lsj (relaxed match),unlooked for,311,"unwearied, unlooked, untanned, unexpected",9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",74,"lycia, shrewd, look, thrace",109,"lycia, shrewd, look, thrace",146,"lycia, shrewd, thrace, angry",185,"lycia, shrewd, thrace, hearted"
ὑπόκυκλος,1,lsj,running on wheels; ball on the foot of a tripod,280,"tread, walk, step, foot",2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",19,"turn, straight, tread, roll",27,"turn, straight, tread, walk",36,"tread, walk, roll, step",45,"tread, roll, walk, step"
βύω,1,lsj,stuff; stuff full of; stuffed full of; stop,96,"filled, satisfy, stuff, satiate",6,"leap, away, come, send",10,"away, cut, shut, break",21,"shut, bind, hold, fasten",40,"shut, bind, ward, hold",60,"shut, ward, hold, restrain",76,"shut, hang, press, thrust",92,"shut, hang, press, thrust"
ἐπεσβολία,1,lsj,"hasty speech, scurrility",-1,(outlier),9,"fear, sleep, years, day",18,"fear, hide, fight, shield",37,"laugh, mock, lycia, shudder",73,"laugh, mock, shudder, swell",108,"laugh, mock, shudder, story",144,"mock, story, tell, braggart",182,"tell, story, tale, braggart"
ἀνόστιμος,1,lsj,not returning; cut off; return; not to be retraced,266,"return, come home, reins, retraced",6,"leap, away, come, send",10,"away, cut, shut, break",20,"return, away, leave, retire",38,"return, away, leave, retire",56,"return, backwards, home, anew",72,"return, backwards, home, anew",88,"return, backwards, home, anew"
μεταδόρπιος,1,lsj,"in the middle of supper, during supper; after supper; at oneʼs wine; dessert",43,"feast, supper, banquet, festival",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",32,"eat, meal, feast, hunger",64,"eat, meal, feast, supper",95,"meal, feast, supper, banquet",123,"meal, feast, supper, banquet",152,"meal, feast, supper, banquet"
νηπενθής,1,lsj,banishing pain and sorrow; free from sorrow,264,"distressed, grieved, grievous, painful",12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
ἄχολος,1,lsj,lacking gall; lacking a gall-bladder; deficient in bile; allaying bile,178,"breast, bowels, navel, belly",2,"double, round, stretch, house",5,"round, double, stretch, curved",9,"thigh, limb, bowels, shoulder",21,"thigh, limb, knee, shoulder",29,"bowels, navel, guts, belly",39,"bowels, navel, guts, belly",48,"bowels, navel, guts, belly"
ἐπίληθος,1,lsj,causing to forget,131,"forget, memory, forgotten, remind",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",94,"destiny, oracle, memory, doom",139,"memory, remind, forgetting, mention",185,"memory, remind, forgetting, mention",231,"memory, forget, remind, mention"
μητιόεις,1,lsj,"wise in counsel; wise; wellchosen, helpful",112,"counsel, wise, considering, advice",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",96,"swear, oath, counsel, pray",142,"counsel, wise, considering, advice",189,"counsel, wise, considering, advice",235,"counsel, wise, considering, advice"
δέκτης,1,lsj,"receiver, beggar",-1,(outlier),8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",68,"prize, worth, gain, oxen",100,"prize, gain, beggar, contend",132,"gain, beggar, advantage, profit",164,"beggar, greedy, devour, spare"
ἀβακέω,1,lsj,"to be speechless; said nothing, took no heed",-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",46,"pity, idle, vain, blind",92,"idle, pity, vain, blind",137,"vain, pity, idle, blind",183,"idle, blind, vain, faint",228,"blind, faint, speechless, fleeting"
ἀνερωτάω,1,lsj,question; inquire into; about,40,"ask, inquire, question, beg",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",33,"ask, inquire, need, desire",65,"ask, need, inquire, desire",97,"ask, inquire, seek, search",125,"ask, inquire, beg, question",155,"ask, inquire, beg, question"
μεταστένω,1,lsj,lament afterwards; lament after; next,217,"lament, mourn, bewail, bereave weep",10,"loud, sound, shout, lament",21,"loud, sound, shout, lament",42,"loud, sound, shout, voice",82,"lament, shout, wail, groan",121,"lament, shout, wail, groan",159,"lament, shout, wail, groan",199,"lament, wail, groan, sigh"
ἐνῆμαι,1,lsj,to be seated in,93,"sit, seat, encamped, preside taking",9,"fear, sleep, years, day",20,"sleep, sit, seat, lie",41,"sleep, sit, seat, lie",79,"sit, seat, chair, settle",118,"sit, seat, chair, settle",156,"sit, seat, chair, settle",195,"sit, seat, chair, settle"
περιστείχω,1,lsj,go round about,-1,(outlier),2,"double, round, stretch, house",5,"round, double, stretch, curved",8,"round, stretch, curved, bend",18,"round, whirl, circle, circular",26,"round, whirl, circle, circular",34,"round, whirl, circle, circular",43,"round, whirl, circle, circular"
ὀνομακλήδην,1,lsj,"calling by name, by name",90,"address, speak, named, accost",7,"born, son, old, ruler",15,"ruler, address, leader, divine",30,"address, ruler, leader, lord",61,"address, speak, named, herald",88,"address, speak, named, herald",114,"named, address, speak, naming",142,"named, address, speak, surname"
παρίζω,1,lsj,sit beside; seat beside; seat oneself,-1,(outlier),9,"fear, sleep, years, day",20,"sleep, sit, seat, lie",41,"sleep, sit, seat, lie",79,"sit, seat, chair, settle",118,"sit, seat, chair, settle",156,"sit, seat, chair, settle",195,"sit, seat, chair, settle"
προσθέω,1,lsj,run towards,272,"run, quickly, fit suit, gallop",6,"leap, away, come, send",13,"flee, lead, come, send",25,"come, lead, send, accomplish",51,"come, lead, arrive, ibo",73,"come, lead, arrive, ibo",98,"come, ibo, approach, reach",121,"come, reach, arrive, near"
Φάρος,1,lsj,Pharos; of Pharos; lighthouse,204,"phthia, phrygian, phocis, daulis",7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
ἁλιαής,1,lsj,blowing seaward,67,"breathe, blow, breathing, exhaust",5,"pour, sea, wash, stream",8,"sea, sail, swim, ships",16,"sea, sail, swim, ship",32,"sea, sail, swim, ship",46,"sea, sail, swim, ship",61,"sea, sail, swim, ship",74,"sea, sail, swim, ship"
ὑποδμώς,1,lsj,servant,63,"hired, serve, labourer, servant",8,"gather, eat, set, ask",16,"gather, eat, ask, prize",34,"gift, prize, guest, work",67,"work, slave, toil, men",99,"work, slave, toil, men",130,"work, toil, labourer, nurse",160,"work, toil, labourer, servant"
προδαῆναι,1,lsj,know beforehand,308,"know, perceive, wisdom, distinguish",12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",47,"know, destiny, perceive, oracle",94,"destiny, oracle, memory, doom",140,"destiny, oracle, doom, ill",186,"destiny, oracle, ill, doom",232,"destiny, oracle, ill, doom"
πεμπάζω,1,lsj,count on the five fingers; count by fives; count; has done counting,-1,(outlier),9,"fear, sleep, years, day",17,"day, years, time, early",35,"years, sum, thousand, fifth",69,"years, sum, number, fifth",103,"years, sum, number, thousand",136,"years, fifth, number, seven",169,"years, fifth, seven, count"
ἑρπετόν,1,lsj,"beast; animal which goes on all fours; creeping thing, reptile; snake",141,"serpent, snake, creeping, slayer",1,"draw, chariot, hair, swift",3,"hair, skin, wool, cloth",6,"hair, neck, skin, milk",13,"neck, milk, oil, table",16,"oil, skin, serpent, fish",22,"skin, serpent, fish, hoof",27,"skin, serpent, fish, hoof"
χαλέπτω,1,lsj,"oppress, crush; wound; provoke, enrage; to be angry",-1,(outlier),12,"wrath, reproach, slain, pray",25,"wrath, slay, slain, destroy",50,"wrath, pain, baneful, anger",99,"pain, distressed, grief, tears",148,"pain, distressed, tears, wretched",197,"pain, distressed, wretched, tears",244,"pain, distressed, wretched, tears"
ἐπιμήδομαι,1,lsj,imagine; contrive; against,-1,(outlier),12,"wrath, reproach, slain, pray",24,"swear, oath, know, reproach",48,"swear, oath, reproach, counsel",96,"swear, oath, counsel, pray",143,"cheat, trial, attempt, promise",190,"cheat, trial, attempt, promise",237,"trial, attempt, promise, expect"
διαγλάφω,1,lsj,scoop out,252,"forth, come, scoop step, beaten scoop",1,"draw, chariot, hair, swift",2,"draw, chariot, bronze, dart",2,"bronze, axe, spear, pointed",6,"shaft, oar, rod, bar",7,"shaft, oar, rod, bar",9,"prop, pointed, spin, thread",11,"armour, slip, fetters, crane"
ἁλιοτρεφής,1,lsj,"feeding in the sea, sea-reared",-1,(outlier),8,"gather, eat, set, ask",16,"gather, eat, ask, prize",32,"eat, meal, feast, hunger",64,"eat, meal, feast, supper",94,"eat, devour, hunger, food",122,"eat, devour, hunger, food",151,"eat, devour, hunger, food"
παρατροπέω,1,lsj,"trying to lead; astray, to mislead",172,"wander, lead astray, roam, away",6,"leap, away, come, send",13,"flee, lead, come, send",26,"flee, wander, drive, rush",53,"wander, pass, drive, dwell",76,"wander, dwell, haunt, astray",101,"wander, dwell, lead astray, haunt",124,"wander, dwell, haunt, lead astray"
σχίζω,1,lsj,"split, cleave; divided; into; shattered",196,"apart, divide, separate, portion",6,"leap, away, come, send",10,"away, cut, shut, break",19,"cut, break, strip, end",37,"break, end, asunder, twain",53,"half, twain, divided, portion",69,"half, twain, divided, apart",85,"half, twain, divided, apart"
τρύφος,1,lsj,"that which is broken off, morsel, lump; sherd",193,"trench, hewn, dug, bit",6,"leap, away, come, send",10,"away, cut, shut, break",19,"cut, break, strip, end",37,"break, end, asunder, twain",55,"break, broken, snap, continuous",71,"break, broken, snap, continuous",87,"break, broken, snap, continuous"
Ἠλύσιος,1,lsj,Elysian,-1,(outlier),7,"born, son, old, ruler",15,"ruler, address, leader, divine",29,"troy, olympus, land, trojan",58,"abydos, son, nymph, ti",84,"son, phthia, nymph, pytho",109,"son, phthia, nymph, pytho",135,"son, phthia, pytho, nymph"
