lemma,gloss,best_category,best_pos,best_neg,assigned,entry_len,pos_kinship_family,pos_marriage,pos_friendship_affection,pos_hostility_enmity,pos_hospitality_xenia,pos_erotic_pederasty,pos_rank_kingship_rule,pos_military_rank,pos_servitude_slavery,pos_messenger_herald_envoy,pos_civic_community
φῐλό-κλαυτος,fond of weeping,erotic_pederasty,0.273,0.335,False,73,0.155,0.121,0.247,0.233,0.163,0.273,0.134,0.162,0.147,0.151,0.045
φῐλο-κλέαρχος,friend of Clearchus,friendship_affection,0.424,0.225,True,65,0.168,0.119,0.424,0.167,0.225,0.161,0.137,0.187,0.177,0.181,0.169
φῐλό-κλεια,endowed by Philocles; fund set up by P.,erotic_pederasty,0.305,0.315,False,229,0.243,0.26,0.253,0.151,0.147,0.305,0.269,0.179,0.229,0.182,0.142
φῐλο-κνήμῑς,"fond of wearing greaves, fond of arms",friendship_affection,0.291,0.355,False,80,0.106,0.169,0.291,0.185,0.115,0.277,0.194,0.21,0.167,0.222,0.057
φῐλό-κνῐσος,"fond of pinching, prurient",servitude_slavery,0.211,0.383,False,93,0.069,0.172,0.196,0.195,0.106,0.208,0.1,0.11,0.211,0.203,0.091
φῐλό-κνῑσος,delighting in the savour of banquets,hospitality_xenia,0.396,0.411,False,84,0.115,0.281,0.351,0.208,0.396,0.383,0.23,0.191,0.274,0.276,0.098
φῐλο-κνώσιος,friend of the Cnossians,friendship_affection,0.331,0.21,False,85,0.261,0.145,0.331,0.175,0.238,0.142,0.092,0.095,0.225,0.098,0.292
φῐλό-κοινος,liking to share the common lot; loving the common weal,friendship_affection,0.38,0.37,False,141,0.264,0.349,0.38,0.37,0.297,0.297,0.193,0.122,0.117,0.101,0.24
φῐλο-κόλαξ,fond of flatterers,erotic_pederasty,0.243,0.307,False,131,0.124,0.188,0.202,0.165,0.216,0.243,0.113,0.094,0.183,0.13,0.099
φῐλο-κόμοδος,friend of Commodus,friendship_affection,0.353,0.163,False,60,0.203,0.153,0.353,0.2,0.221,0.152,0.113,0.121,0.151,0.134,0.161
φῐλό-κομος,fond of oneʼs hair,erotic_pederasty,0.255,0.36,False,72,0.15,0.193,0.253,0.225,0.136,0.255,0.099,0.088,0.077,0.125,0.089
φῐλο-κονίμων,fond of rolling in the dust,hostility_enmity,0.234,0.284,False,122,0.1,0.197,0.21,0.234,0.146,0.146,0.071,0.12,0.169,0.179,0.111
φῐλό-κοπρος,requiring manure,servitude_slavery,0.206,0.097,False,90,0.037,0.157,0.052,-0.01,0.049,0.053,0.024,0.08,0.206,0.112,0.036
φῐλο-κορίνθιος,loving the Corinthians,hostility_enmity,0.246,0.364,False,74,0.141,0.225,0.229,0.246,0.201,0.196,0.182,0.177,0.196,0.089,0.236
φῐλο-κοσμία,love of ornament; show,erotic_pederasty,0.416,0.458,False,72,0.259,0.314,0.377,0.273,0.261,0.416,0.19,0.143,0.15,0.14,0.139
φῐλο-κόσμιος,fond of orderly behaviour,hostility_enmity,0.307,0.339,False,91,0.181,0.264,0.307,0.307,0.298,0.245,0.255,0.22,0.286,0.204,0.228
φῐλό-κοσμος,loving ornament; Cat. Cod.Astr.,erotic_pederasty,0.41,0.39,False,141,0.259,0.304,0.331,0.305,0.211,0.41,0.169,0.147,0.141,0.163,0.132
φῐλό-κουρος,attonsus,kinship_family,0.17,0.275,False,63,0.17,0.095,0.128,0.144,0.102,0.081,0.115,0.128,0.076,0.148,0.13
φῐλό-κρᾱτον,medicine,military_rank,0.28,0.469,False,60,0.152,0.245,0.203,0.191,0.144,0.158,0.142,0.28,0.109,0.125,0.104
φῐλό-κρημνος,haunting steep rocks,erotic_pederasty,0.147,0.187,False,87,0.075,-0.012,0.053,0.088,0.037,0.147,0.043,0.009,0.022,0.019,0.03
φῐλο-κρότᾰλος,loving the,erotic_pederasty,0.279,0.315,False,71,0.083,0.122,0.244,0.148,0.166,0.279,0.108,0.118,0.114,0.031,0.122
φῐλό-κροτος,loving noise,erotic_pederasty,0.38,0.341,False,61,0.131,0.197,0.315,0.237,0.185,0.38,0.092,0.081,0.089,-0.005,0.098
φῐλο-κτέᾰνος,"loving possessions, greedy of gain, covetous",erotic_pederasty,0.47,0.661,False,93,0.281,0.345,0.434,0.452,0.186,0.47,0.361,0.192,0.363,0.222,0.17
φῐλο-κτημοσύνη,covetousness,erotic_pederasty,0.379,0.409,False,52,0.1,0.266,0.373,0.299,0.203,0.379,0.196,0.179,0.265,0.25,0.067
φῐλο-κτίστης,fond of building,hospitality_xenia,0.28,0.393,False,121,0.144,0.172,0.225,0.161,0.28,0.214,0.09,0.113,0.111,0.125,0.19
φῐλό-κῠβος,fond of dice,marriage,0.219,0.415,False,89,0.122,0.219,0.192,0.19,0.128,0.195,0.144,0.06,0.18,0.133,0.111
φῐλο-κῡδής,"loving glory, glorious",erotic_pederasty,0.347,0.65,False,82,0.115,0.16,0.236,0.205,0.172,0.347,0.246,0.301,0.219,0.117,0.11
φῐλο-κύμαιος,friend of the Cymaeans,friendship_affection,0.334,0.223,False,99,0.247,0.188,0.334,0.246,0.247,0.238,0.128,0.133,0.19,0.125,0.207
φῐλοκῠνηγ-ία,love of the chase,erotic_pederasty,0.302,0.425,False,62,0.15,0.133,0.243,0.25,0.206,0.302,0.101,0.106,0.05,0.072,0.077
φῐλοκῠνηγ-ος,loving the chase,erotic_pederasty,0.247,0.374,False,173,0.138,0.111,0.216,0.224,0.191,0.247,0.083,0.091,0.053,0.079,0.073
φῐλο-κύριος,loyal to oneʼs master,servitude_slavery,0.548,0.376,False,125,0.262,0.272,0.336,0.356,0.212,0.344,0.368,0.28,0.548,0.242,0.143
φῐλό-κῡρος,friend of Cyrus,friendship_affection,0.393,0.223,False,56,0.189,0.141,0.393,0.246,0.222,0.154,0.126,0.097,0.041,0.115,0.212
φῐλο-κύων,fond of dogs,friendship_affection,0.352,0.531,False,82,0.173,0.226,0.352,0.227,0.242,0.351,0.139,0.159,0.135,0.196,0.047
φῐλο-κωθωνιστής,fond of tippling,friendship_affection,0.204,0.332,False,87,0.088,0.161,0.204,0.158,0.143,0.182,0.095,0.086,0.154,0.148,0.039
φῐλό-κωμος,fond of feasting and dancing,hospitality_xenia,0.392,0.558,False,141,0.173,0.367,0.309,0.198,0.392,0.285,0.134,0.133,0.18,0.143,0.129
φῐλο-κώμῳδος,loving comedies,marriage,0.302,0.333,False,93,0.117,0.302,0.165,0.286,0.222,0.258,0.151,0.144,0.132,0.021,0.013
φῐλό-λαγνος,fond of sexual intercourse,erotic_pederasty,0.571,0.617,False,73,0.232,0.295,0.396,0.157,0.17,0.571,0.103,0.138,0.219,0.087,0.038
φῐλο-λάκων,fond of the Lacedaemonians,kinship_family,0.315,0.301,False,209,0.315,0.251,0.191,0.27,0.176,0.296,0.275,0.215,0.245,0.249,0.215
φῐλο-λᾰλία,talkativeness,friendship_affection,0.268,0.388,False,59,0.144,0.159,0.268,0.253,0.245,0.151,0.188,0.149,0.065,0.186,0.204
φῐλό-λᾰλος,fond of talking,hospitality_xenia,0.278,0.456,False,54,0.155,0.203,0.275,0.239,0.278,0.272,0.1,0.137,0.108,0.149,0.103
φῐλο-λάμπᾰδος,loving torches,erotic_pederasty,0.318,0.358,False,70,0.098,0.146,0.179,0.185,0.147,0.318,0.151,0.171,0.143,0.126,0.051
φῐλό-λᾱος,loving the people,friendship_affection,0.367,0.451,False,89,0.178,0.206,0.367,0.333,0.298,0.253,0.227,0.185,0.167,0.128,0.335
φῐλο-λήϊος,loving booty,friendship_affection,0.278,0.279,False,72,0.074,0.101,0.278,0.117,0.125,0.247,0.082,0.086,0.114,0.016,0.04
φῐλό-λῐθος,fond of precious stones,friendship_affection,0.292,0.432,False,64,0.112,0.262,0.292,0.209,0.178,0.289,0.181,0.126,0.148,0.141,0.043
φῐλό-λιχνος,"loving dainties, lickerish, dainty",friendship_affection,0.244,0.305,False,96,0.157,0.224,0.244,0.185,0.166,0.243,0.164,0.109,0.093,0.098,0.143
φῐλολογ-έω,"love learning, pursue learning, study; learned discourses",friendship_affection,0.38,0.627,False,260,0.218,0.24,0.38,0.224,0.17,0.364,0.158,0.252,0.184,0.209,0.145
φῐλολογ-ία,love of argument; reasoning; learned conversation; love of learning and literature,erotic_pederasty,0.363,0.726,False,343,0.182,0.264,0.313,0.304,0.242,0.363,0.196,0.185,0.22,0.135,0.141
φῐλόλογ-ος,"fond of words, talkative; fond of speaking; fond of dialectic, fond of philosophical argument; fond of learning and literature, literary; student, scholar; learned; suitable for a literary man, connected with learning; learnedly; multa; learned conversation; studious of words",hostility_enmity,0.328,0.622,False,1551,0.193,0.273,0.296,0.328,0.274,0.304,0.228,0.233,0.225,0.192,0.216
φῐλο-λοιδορία,love of abuse,friendship_affection,0.38,0.485,False,54,0.227,0.222,0.38,0.295,0.195,0.354,0.217,0.175,0.238,0.011,0.027
φῐλο-λοίδορος,"fond of reviling, abusive",hostility_enmity,0.335,0.313,False,165,0.121,0.195,0.185,0.335,0.24,0.261,0.156,0.109,0.184,0.108,0.134
φῐλο-λουστέον,one must be too fond of bathing,erotic_pederasty,0.298,0.457,False,75,0.113,0.149,0.222,0.138,0.23,0.298,0.087,0.053,0.132,0.043,0.056
φῐλο-λουτρέω,to be fond of bathing,erotic_pederasty,0.375,0.563,False,63,0.16,0.246,0.359,0.191,0.315,0.375,0.148,0.142,0.206,0.09,0.128
φῐλό-λουτρος,fond of bathing; suitable for the bath,erotic_pederasty,0.385,0.58,False,178,0.138,0.221,0.333,0.17,0.273,0.385,0.086,0.129,0.19,0.061,0.104
φῐλό-λῡπος,fond of pain,friendship_affection,0.395,0.457,False,53,0.106,0.125,0.395,0.294,0.222,0.292,0.115,0.172,0.185,0.083,0.035
φῐλό-λῠρος,lyre-loving,erotic_pederasty,0.324,0.305,False,50,0.137,0.201,0.214,0.136,0.162,0.324,0.129,0.078,0.131,0.06,-0.013
φῐλομάθ-εια,"love of learning; knowledge, curiosity",friendship_affection,0.325,0.657,False,260,0.196,0.203,0.325,0.208,0.219,0.306,0.202,0.133,0.156,0.066,0.181
φῐλομαθ-έω,"to be fond of learning, eager after knowledge",friendship_affection,0.268,0.535,False,154,0.153,0.146,0.268,0.21,0.202,0.217,0.193,0.115,0.144,0.104,0.114
φῐλομαθ-ής,"fond of learning, eager after knowledge; eager after",friendship_affection,0.252,0.523,False,328,0.227,0.162,0.252,0.18,0.176,0.231,0.159,0.087,0.134,0.202,0.111
φῐλο-μᾰκεδών,friend of Macedonia,friendship_affection,0.351,0.237,False,75,0.238,0.169,0.351,0.203,0.227,0.156,0.093,0.075,0.087,0.138,0.229
φῐλο-μάλᾰκος,loving effeminacy; delicacy,hostility_enmity,0.327,0.41,False,87,0.195,0.232,0.29,0.327,0.247,0.256,0.161,0.053,0.129,0.081,0.212
φῐλομαντ-εία,observance of omens,marriage,0.278,0.324,False,83,0.12,0.278,0.185,0.235,0.16,0.183,0.091,0.138,0.193,0.218,0.141
φῐλομαντ-ευτής,one who takes note of divinations; omens,marriage,0.301,0.292,False,97,0.203,0.301,0.272,0.177,0.2,0.225,0.139,0.131,0.234,0.266,0.203
φῐλόμαντ-ις,devoted to oracles,friendship_affection,0.192,0.265,False,83,0.08,0.106,0.192,0.125,0.173,0.138,0.172,0.153,0.109,0.159,0.166
φῐλόμαστος,loving the breast,friendship_affection,0.384,0.335,False,97,0.111,0.176,0.384,0.113,0.095,0.28,0.095,0.064,0.097,0.019,-0.018
φῐλομᾰχ-έω,"to be fond of fighting, eager to fight",hostility_enmity,0.483,0.441,False,175,0.202,0.263,0.385,0.483,0.22,0.328,0.289,0.431,0.217,0.211,0.177
φῐλόμᾰχ-ος,"loving the fight, warlike; pugnacious",military_rank,0.438,0.493,False,171,0.154,0.14,0.22,0.377,0.119,0.252,0.222,0.438,0.186,0.155,0.101
φίλ-ομβρος,rain-loving,erotic_pederasty,0.344,0.32,False,121,0.155,0.227,0.288,0.228,0.175,0.344,0.078,0.121,0.059,0.04,0.081
φῐλόμβροτος,pleasing to mortals,erotic_pederasty,0.339,0.374,False,76,0.101,0.165,0.319,0.227,0.257,0.339,0.223,0.111,0.179,0.127,0.09
φῐλο-μειράκιος,fond of boys,erotic_pederasty,0.313,0.484,False,86,0.273,0.206,0.296,0.234,0.218,0.313,0.181,0.185,0.154,0.13,0.079
φῐλο-μεμφής,"fond of finding fault, censorious",hostility_enmity,0.293,0.307,False,138,0.112,0.166,0.09,0.293,0.091,0.11,0.158,0.037,0.171,0.015,0.041
φῐλο-μετάβολος,"fond of change, variable",hostility_enmity,0.224,0.253,False,102,0.139,0.172,0.185,0.224,0.198,0.171,0.164,0.185,0.13,0.153,0.07
φῐλο-μέτριος,loving moderation,erotic_pederasty,0.324,0.384,False,79,0.079,0.203,0.26,0.316,0.23,0.324,0.174,0.082,0.125,-0.011,0.208
φῐλόμηλος,fond of apples; fruit,friendship_affection,0.246,0.556,False,85,0.144,0.161,0.246,0.225,0.189,0.235,0.086,0.159,0.104,0.071,0.062
φῐλ-όμηρος,fond of Homer,hostility_enmity,0.287,0.385,False,130,0.111,0.208,0.237,0.287,0.198,0.257,0.139,0.094,0.121,0.116,0.084
φῐλο-μητόρειος,member of a deme called after Ptolemy X,civic_community,0.308,0.104,False,100,0.193,-0.003,0.038,0.098,0.065,0.098,0.152,0.089,0.035,0.207,0.308
φῐλο-μητορία,love of oneʼs mother,kinship_family,0.416,0.392,False,79,0.416,0.301,0.368,0.256,0.15,0.348,0.179,0.155,0.207,0.108,0.077
φῐλο-μήτωρ,loving oneʼs mother,kinship_family,0.371,0.332,False,351,0.371,0.269,0.324,0.256,0.095,0.288,0.151,0.093,0.172,0.069,0.062
φῐλο-μίσως,with hearty hatred,hostility_enmity,0.412,0.389,False,80,0.09,0.096,0.203,0.412,0.07,0.192,0.185,0.101,0.095,0.126,0.04
φῐλο-μμειδής,laughter-loving,friendship_affection,0.403,0.402,False,335,0.181,0.278,0.403,0.274,0.251,0.388,0.112,0.167,0.107,0.035,0.096
φῐλό-μολπος,loving the dance and song,erotic_pederasty,0.313,0.334,False,68,0.087,0.168,0.226,0.102,0.133,0.313,0.096,0.096,0.102,-0.072,0.118
φῐλο-μόνᾰχος,fond of gladiators; fond of fighting,hostility_enmity,0.429,0.404,False,135,0.189,0.275,0.254,0.429,0.219,0.274,0.231,0.366,0.188,0.2,0.156
φῐλομουσ-έω,love music,erotic_pederasty,0.32,0.393,False,76,0.107,0.138,0.314,0.126,0.153,0.32,0.117,0.136,0.041,0.001,0.132
φῐλομουσ-ία,love of music; of the Muses,friendship_affection,0.358,0.473,False,125,0.128,0.205,0.358,0.176,0.239,0.332,0.163,0.161,0.118,0.246,0.147
φῐλόμουσ-ος,"loving music; the Muses; loving music and the arts, accomplished",friendship_affection,0.314,0.583,False,313,0.093,0.224,0.314,0.18,0.185,0.313,0.193,0.127,0.115,0.193,0.157
φῐλο-μόχθηρος,loving bad men; loving evil; fond of toil; labour,servitude_slavery,0.546,0.457,False,193,0.201,0.255,0.277,0.447,0.175,0.3,0.24,0.258,0.546,0.19,0.214
φῐλομῡθ-έω,to be fond of legends; fables,rank_kingship_rule,0.349,0.408,False,88,0.193,0.345,0.23,0.325,0.217,0.25,0.349,0.237,0.189,0.105,0.105
φῐλομῡθ-ία,love of legends; fables,erotic_pederasty,0.299,0.397,False,68,0.191,0.281,0.2,0.276,0.163,0.299,0.258,0.149,0.189,0.101,0.087
φῐλόμῡθ-ος,fond of legends; fables; talkative,rank_kingship_rule,0.288,0.376,False,237,0.191,0.285,0.207,0.281,0.215,0.25,0.288,0.164,0.189,0.177,0.191
φῐλό-μῠρος,loving unguents; fondness for them,friendship_affection,0.529,0.63,False,99,0.204,0.272,0.529,0.31,0.287,0.457,0.213,0.163,0.197,0.19,0.114
φῐλό-μωμος,"given to censure, censorious",kinship_family,0.174,0.17,False,97,0.174,0.156,0.09,0.152,0.117,0.121,0.165,0.071,0.167,0.133,0.102
φῐλο-νάμᾰτος,loving water,friendship_affection,0.326,0.37,False,64,0.139,0.221,0.326,0.169,0.177,0.319,0.129,0.133,0.115,-0.064,0.078
φῐλο-ναύτης,kind to sailors; loving ships,friendship_affection,0.365,0.353,False,106,0.143,0.214,0.365,0.22,0.307,0.297,0.181,0.258,0.217,0.234,0.104
φῐλό-νεος,loving youth; youths,friendship_affection,0.32,0.373,False,125,0.284,0.138,0.32,0.235,0.255,0.239,0.237,0.257,0.155,0.111,0.244
φῐλο-νέρων,friend of Nero; Koische Forschungen,friendship_affection,0.307,0.22,False,123,0.161,0.18,0.307,0.228,0.219,0.134,0.143,0.155,0.133,0.071,0.148
φῐλονῑκ-έω,"to be fond of victory, engage in rivalry, be contentious; out of contentiousness, party spirit; to be eager; to be so obstinate as to choose",hostility_enmity,0.646,0.555,True,1301,0.229,0.308,0.343,0.646,0.276,0.331,0.385,0.333,0.176,0.287,0.262
φῐλονῑκ-ηδόν,certatim,civic_community,0.193,0.227,False,41,0.114,0.122,0.114,0.115,0.089,0.152,0.186,0.095,0.138,0.122,0.193
φῐλονῑκ-ητέον,one must strive; one must continue oneʼs endeavours,friendship_affection,0.305,0.481,False,116,0.116,0.2,0.305,0.226,0.16,0.202,0.175,0.212,0.222,0.165,0.167
φῐλονῑκ-ία,"love of victory, rivalry, contentiousness; competition, emulation, emulous eagerness",hostility_enmity,0.666,0.687,False,1465,0.248,0.351,0.333,0.666,0.222,0.427,0.422,0.327,0.243,0.22,0.242
φῐλόνῑκ-ος,"fond of victory, contentious.; in eager rivalry; contentious; fond of victory",hostility_enmity,0.511,0.523,True,1687,0.254,0.228,0.283,0.511,0.205,0.335,0.278,0.28,0.196,0.267,0.254
φῐλόνομος,loving the Jewish law,hostility_enmity,0.302,0.339,False,76,0.164,0.252,0.15,0.302,0.183,0.199,0.23,0.167,0.241,0.005,0.163
φῐλο-νοσέω,to be usually sick,friendship_affection,0.249,0.304,False,56,0.118,0.146,0.249,0.173,0.168,0.139,0.123,0.138,0.093,0.068,0.058
φῐλο-νύμφιος,loving the bridegroom; bride,marriage,0.593,0.301,True,83,0.312,0.593,0.241,0.179,0.269,0.405,0.096,0.131,0.275,0.155,0.071
φῐλοξένειος,invented by Philoxenus,marriage,0.101,0.162,False,120,0.075,0.101,0.087,0.078,0.087,0.071,0.069,0.031,0.05,0.079,0.085
φῐλοξεν-έω,entertain hospitably; love foreign fashions,hospitality_xenia,0.492,0.336,True,256,0.168,0.208,0.272,0.222,0.492,0.218,0.186,0.103,0.113,0.154,0.13
φῐλοξεν-ία,hospitality,hospitality_xenia,0.729,0.337,True,203,0.183,0.261,0.302,0.17,0.729,0.276,0.212,0.23,0.304,0.341,0.203
φῐλοξεν-ικός,hospitable,friendship_affection,0.375,0.271,False,57,0.202,0.234,0.375,0.263,0.282,0.153,0.199,0.133,0.148,0.118,0.176
φῐλόξεν-ος,"loving strangers, hospitable; of hospitality",hospitality_xenia,0.685,0.332,True,432,0.221,0.244,0.423,0.274,0.685,0.33,0.221,0.247,0.29,0.368,0.195
φῐλοξενοφῶν,fond of Xenophon,hostility_enmity,0.213,0.267,False,66,0.157,0.118,0.19,0.213,0.171,0.201,0.194,0.145,0.112,0.155,0.1
φῐλ-οξύτονος,usually oxytone,hostility_enmity,0.142,0.302,False,72,0.079,0.103,0.118,0.142,-0.006,0.067,0.072,0.141,0.097,0.106,0.013
φῐλο-πᾰθής,"devoted to oneʼs passions, sensual",erotic_pederasty,0.624,0.537,False,76,0.178,0.364,0.501,0.291,0.289,0.624,0.247,0.216,0.243,0.204,0.187
φῐλο-παιγμοσύνη,love of play; sport,erotic_pederasty,0.351,0.414,False,70,0.187,0.242,0.34,0.244,0.225,0.351,0.114,0.217,0.132,0.137,0.209
φῐλο-παίγμων,"fond of play, sportive",erotic_pederasty,0.344,0.569,False,415,0.11,0.25,0.319,0.257,0.293,0.344,0.135,0.149,0.156,0.095,0.134
φῐλο-παίγνιος,fond of toys,erotic_pederasty,0.422,0.564,False,59,0.211,0.235,0.364,0.176,0.186,0.422,0.153,0.137,0.17,0.131,-0.013
φῐλοπαιδ-εία,love of boys,friendship_affection,0.396,0.431,False,55,0.294,0.245,0.396,0.243,0.196,0.383,0.218,0.226,0.133,0.065,0.146
φῐλοπαιδ-ία,love of oneʼs children,kinship_family,0.482,0.448,False,66,0.482,0.341,0.426,0.283,0.224,0.399,0.212,0.165,0.172,0.12,0.132
φῐλό-παις,loving boys; singing the love of boys; loving oneʼs children; which favour children,kinship_family,0.448,0.408,False,435,0.448,0.326,0.393,0.308,0.218,0.366,0.289,0.226,0.215,0.083,0.15
φῐλο-πάλαιστρος,loving the palaestra; Cat.Cod. Astr.,kinship_family,0.297,0.324,False,183,0.297,0.173,0.162,0.2,0.172,0.2,0.232,0.147,0.229,0.181,0.175
φῐλο-πάννῠχος,friend of all-night festivals,hospitality_xenia,0.396,0.226,False,95,0.151,0.224,0.294,0.15,0.396,0.179,0.066,0.052,0.092,0.167,0.176
φῐλό-παππος,loving oneʼs grandfather; loving their grandparents,kinship_family,0.446,0.353,True,204,0.446,0.293,0.298,0.278,0.298,0.303,0.156,0.13,0.202,0.065,0.163
φῐλο-παράβολος,"fond of daring, venturous; heroic",erotic_pederasty,0.299,0.378,False,140,0.144,0.186,0.227,0.224,0.169,0.299,0.202,0.246,0.263,0.192,0.16
φῐλο-πάρθενος,loving virgins; loving virginity,erotic_pederasty,0.447,0.355,False,193,0.222,0.32,0.392,0.195,0.272,0.447,0.129,0.091,0.234,0.005,0.074
φῐλο-παρρησιαστής,lover of frankness,erotic_pederasty,0.4,0.29,False,77,0.145,0.263,0.275,0.246,0.24,0.4,0.117,0.152,0.176,0.06,0.116
φῐλο-πάρυγρος,loving damp,friendship_affection,0.258,0.358,False,88,0.172,0.089,0.258,0.19,0.229,0.235,0.092,0.081,0.149,0.014,0.007
φῐλο-πατρία,"love of oneʼs country, patriotism",rank_kingship_rule,0.33,0.508,False,82,0.188,0.169,0.323,0.304,0.227,0.31,0.33,0.22,0.186,0.213,0.245
φῐλό-πατρις,"loving oneʼs country, patriotic",rank_kingship_rule,0.28,0.445,False,409,0.146,0.194,0.276,0.278,0.217,0.274,0.28,0.218,0.154,0.157,0.211
φῐλο-πάτρως,lover of oneʼs uncle,kinship_family,0.413,0.303,True,69,0.413,0.313,0.247,0.25,0.212,0.403,0.229,0.192,0.244,0.136,0.139
φῐλο-πάτωρ,loving oneʼs father,kinship_family,0.473,0.356,True,285,0.473,0.288,0.342,0.257,0.118,0.298,0.183,0.11,0.197,0.065,0.064
φῐλο-πενθής,indulging in mourning,erotic_pederasty,0.33,0.378,False,131,0.174,0.268,0.31,0.313,0.26,0.33,0.091,0.143,0.214,0.134,0.117
φῐλο-πένταθλος,fond of the,erotic_pederasty,0.32,0.479,False,72,0.138,0.174,0.22,0.193,0.219,0.32,0.133,0.129,0.154,0.114,0.094
φῐλο-πέρσης,friend of the Persians,friendship_affection,0.368,0.274,False,106,0.228,0.199,0.368,0.255,0.215,0.155,0.197,0.155,0.087,0.173,0.188
φῐλο-πευθής,"fond of inquiring, curious",erotic_pederasty,0.276,0.328,False,108,0.17,0.266,0.217,0.146,0.221,0.276,0.118,0.16,0.191,0.138,0.165
φῐλοπευστ-έω,to be fond of inquiry; inquire curiously about,erotic_pederasty,0.31,0.435,False,207,0.228,0.288,0.256,0.196,0.298,0.31,0.16,0.163,0.194,0.12,0.128
φῐλοπευστ-ία,"fondness for inquiry, curiosity",erotic_pederasty,0.391,0.511,False,94,0.191,0.239,0.349,0.203,0.311,0.391,0.12,0.112,0.144,0.075,0.122
φῐλό-πικρος,fond of what is bitter,hostility_enmity,0.359,0.552,False,72,0.123,0.128,0.202,0.359,0.137,0.181,0.084,0.052,0.098,0.1,0.072
φῐλο-πιστεύομαι,trust a friend,friendship_affection,0.47,0.178,True,64,0.167,0.077,0.47,0.297,0.185,0.133,0.048,0.054,0.022,0.093,0.077
φῐλο-πλάκουντος,cake-loving,erotic_pederasty,0.335,0.342,False,65,0.132,0.216,0.305,0.178,0.211,0.335,0.105,0.149,0.101,0.075,0.067
Φῐλο-πλάτᾰνος,Plane-lover,erotic_pederasty,0.311,0.266,False,81,0.086,0.162,0.186,0.179,0.192,0.311,0.126,0.15,0.029,0.113,0.07
φῐλο-πλάτων,fond of Plato,hostility_enmity,0.351,0.479,False,142,0.163,0.295,0.31,0.351,0.271,0.319,0.275,0.157,0.18,0.125,0.133
φῐλό-πλεκτος,usually braided,messenger_herald_envoy,0.182,0.21,False,105,0.137,0.109,0.074,0.018,0.068,0.079,0.051,0.104,0.125,0.182,0.031
φῐλο-πληκτικός,given to striking,military_rank,0.316,0.302,False,155,0.15,0.229,0.147,0.237,0.127,0.098,0.13,0.316,0.234,0.273,0.122
φῐλο-πλόκᾰμος,loving tresses; curls,erotic_pederasty,0.276,0.305,False,68,0.166,0.19,0.251,0.155,0.195,0.276,0.075,0.118,0.152,0.188,0.063
φῐλό-πλοος,familiar with sailing,hospitality_xenia,0.251,0.317,False,92,0.183,0.206,0.223,0.144,0.251,0.218,0.133,0.164,0.179,0.194,0.115
φίλ-οπλος,loving arms,friendship_affection,0.404,0.345,False,149,0.194,0.272,0.404,0.213,0.119,0.326,0.164,0.21,0.189,0.149,0.06
φῐλοπλουτ-έω,love; seek riches,friendship_affection,0.561,0.545,False,62,0.251,0.253,0.561,0.283,0.223,0.53,0.345,0.17,0.195,0.101,0.134
φῐλοπλουτ-ία,love of riches,erotic_pederasty,0.356,0.671,False,93,0.203,0.287,0.351,0.264,0.211,0.356,0.28,0.1,0.198,0.009,0.094
φῐλόπλουτ-ος,"loving riches, eager to grow rich; eager; of wealth",rank_kingship_rule,0.387,0.619,False,216,0.325,0.268,0.386,0.258,0.195,0.286,0.387,0.186,0.271,0.241,0.209
φῐλοποι-έω,"make a friend of; make oneʼs friend, attach to oneself",friendship_affection,0.593,0.303,True,276,0.224,0.153,0.593,0.317,0.349,0.219,0.053,0.107,0.22,0.174,0.193
φῐλοποί-ησις,conciliatio,kinship_family,0.232,0.264,False,54,0.232,0.162,0.229,0.221,0.216,0.229,0.12,0.115,0.148,0.188,0.183
φῐλοποι-ητής,a friend of poets,friendship_affection,0.437,0.36,True,65,0.171,0.226,0.437,0.334,0.265,0.251,0.118,0.199,0.169,0.213,0.135
φῐλοποι-ητικός,"good at making friends, conciliatory",friendship_affection,0.513,0.33,False,120,0.266,0.187,0.513,0.254,0.441,0.211,0.226,0.128,0.146,0.18,0.211
φῐλοποι-ία,making friends,friendship_affection,0.581,0.329,False,195,0.237,0.125,0.581,0.277,0.483,0.175,0.132,0.111,0.042,0.134,0.231
φῐλοποι-ός,making friends,friendship_affection,0.581,0.329,False,152,0.237,0.125,0.581,0.277,0.483,0.175,0.132,0.111,0.042,0.134,0.231
φῐλοπόλεμος,"fond of war, warlike",military_rank,0.45,0.43,False,312,0.128,0.216,0.25,0.449,0.226,0.251,0.304,0.45,0.269,0.194,0.112
φῐλόπολις,"loving the city; loving oneʼs city, patriotic; patriotism",hostility_enmity,0.365,0.442,False,500,0.168,0.171,0.273,0.365,0.233,0.251,0.311,0.207,0.207,0.237,0.33
φῐλοπολίτης,loving oneʼs fellow-citizens,civic_community,0.388,0.331,False,126,0.172,0.183,0.307,0.253,0.337,0.301,0.15,0.13,0.17,0.126,0.388
φῐλοπολύγελως,loving much laughter,friendship_affection,0.363,0.364,False,108,0.203,0.292,0.363,0.293,0.231,0.329,0.139,0.122,0.105,0.056,0.077
φῐλόπομπος,amator jactantiae,kinship_family,0.215,0.164,False,76,0.215,0.13,0.091,0.114,0.073,0.118,0.177,0.151,0.165,0.152,0.182
