lemma,gloss,best_category,best_score,score_kinship_family,score_marriage,score_friendship_affection,score_hostility_enmity,score_hospitality_xenia,score_erotic_pederasty,score_rank_kingship_rule,score_military_rank,score_servitude_slavery,score_messenger_herald_envoy,score_civic_community
συναντι-μεσουρᾰνέω,to be in the opposite meridian at the same time,messenger_herald_envoy,0.252,0.193,0.115,0.113,0.195,0.185,0.126,0.167,0.209,0.227,0.252,0.149
συνάντισμα,occurrence,servitude_slavery,0.343,0.323,0.264,0.293,0.336,0.259,0.249,0.327,0.295,0.343,0.241,0.29
συναντλέω,drain along with; join; in bearing all,civic_community,0.266,0.162,0.191,0.229,0.161,0.15,0.226,0.209,0.198,0.182,0.12,0.266
συνάντομαι,"fall in with, meet; meet; that accompanies; approach; use",friendship_affection,0.268,0.191,0.253,0.268,0.186,0.266,0.2,0.214,0.258,0.25,0.193,0.251
συνᾰνύτω,come to an end together with,rank_kingship_rule,0.337,0.289,0.314,0.275,0.288,0.243,0.31,0.337,0.265,0.221,0.244,0.285
συνᾰνύω,accomplish together; arrive together,civic_community,0.423,0.266,0.338,0.263,0.262,0.298,0.262,0.27,0.257,0.343,0.262,0.423
συναξῐόω,join in thinking fit; join in demanding,military_rank,0.458,0.208,0.212,0.24,0.29,0.226,0.34,0.277,0.458,0.273,0.172,0.349
συνᾱορέω,accompany,friendship_affection,0.516,0.395,0.3,0.516,0.291,0.379,0.348,0.436,0.381,0.423,0.394,0.336
συνᾰοριστέομαι,acquire indefiniteness at the same time,military_rank,0.226,0.177,0.16,0.12,0.152,0.173,0.166,0.208,0.226,0.214,0.119,0.132
συναπάγω,lead away with; together; carry off with; arrested with; to be led away likewise,rank_kingship_rule,0.411,0.212,0.283,0.212,0.265,0.197,0.23,0.411,0.284,0.263,0.257,0.171
συναπαιδευτέω,deal foolishly together,hostility_enmity,0.411,0.244,0.392,0.289,0.411,0.248,0.298,0.326,0.231,0.306,0.189,0.209
συναπ-αίρω,sail; march away together; with; depart at the same time,military_rank,0.3,0.244,0.281,0.246,0.192,0.225,0.226,0.246,0.3,0.213,0.287,0.172
συναπ-αιτέω,demand at the same time,servitude_slavery,0.308,0.115,0.256,0.173,0.156,0.206,0.265,0.228,0.261,0.308,0.263,0.161
συναπ-αντάω,come; at the same time,kinship_family,0.342,0.342,0.209,0.278,0.257,0.212,0.221,0.258,0.264,0.254,0.194,0.225
συναπ-αρτίζω,"bring to an end together with; come to an end together with; to be commensurate with, vary with; come to an end simultaneously with; to be of the same length as",civic_community,0.271,0.188,0.239,0.197,0.193,0.186,0.227,0.238,0.204,0.187,0.253,0.271
συναπ-αρτισμός,consummatio,hospitality_xenia,0.354,0.233,0.333,0.268,0.323,0.354,0.272,0.287,0.239,0.32,0.284,0.294
συνάπᾱς,all together; the whole range of..,civic_community,0.235,0.224,0.191,0.234,0.152,0.17,0.213,0.218,0.208,0.145,0.156,0.235
συνᾰπᾰτάω,to be deceived along with,hostility_enmity,0.33,0.238,0.3,0.278,0.33,0.261,0.329,0.276,0.225,0.286,0.251,0.244
συναπαυξίφως,decreasing in light together with,rank_kingship_rule,0.213,0.13,0.176,0.144,0.137,0.099,0.166,0.213,0.19,0.117,0.133,0.139
συνᾰπειλέω,threaten at the same time,hostility_enmity,0.426,0.235,0.277,0.247,0.426,0.197,0.242,0.277,0.267,0.275,0.283,0.196
συνάπ-ειμι,"ibo; go away, depart together; depart; die simultaneously",messenger_herald_envoy,0.321,0.253,0.281,0.222,0.301,0.266,0.277,0.267,0.254,0.238,0.321,0.21
συναπ-ελαύνω,drive away together,marriage,0.52,0.311,0.52,0.334,0.315,0.237,0.311,0.295,0.237,0.163,0.231,0.212
συναπ-ελευθερική,colliberta; collibertus,civic_community,0.376,0.305,0.341,0.344,0.322,0.303,0.354,0.281,0.302,0.282,0.199,0.376
συναπ-εμπολάω,sell with; together,marriage,0.358,0.289,0.358,0.279,0.266,0.276,0.342,0.288,0.238,0.274,0.253,0.194
συναπ-εργάζομαι,help in finishing; completing; elaborate; help the effect,servitude_slavery,0.353,0.139,0.16,0.181,0.161,0.248,0.256,0.255,0.191,0.353,0.184,0.351
συναπ-έρχομαι,depart together with; being passed with; branching off together,marriage,0.316,0.249,0.316,0.231,0.231,0.24,0.229,0.285,0.266,0.234,0.236,0.236
συναπ-ευθύνω,"make straight together, help to guide",erotic_pederasty,0.295,0.231,0.286,0.205,0.169,0.133,0.295,0.191,0.14,0.183,0.17,0.267
συναπ-έχω,to be remote from at the same time; receive also,messenger_herald_envoy,0.236,0.209,0.151,0.159,0.185,0.22,0.126,0.176,0.163,0.186,0.236,0.118
συναπλόω,unfold together; simplify at the same time; to be beaten out together,civic_community,0.293,0.192,0.18,0.155,0.279,0.117,0.243,0.27,0.217,0.223,0.135,0.293
συναπο-βαίνω,disembark together with; go away; together; dismount together with,marriage,0.383,0.264,0.383,0.262,0.379,0.205,0.338,0.267,0.178,0.254,0.223,0.216
συναπο-βάλλω,lose at the same time,marriage,0.296,0.27,0.296,0.252,0.283,0.224,0.22,0.229,0.245,0.168,0.151,0.186
συναπο-βῐάζομαι,assist in checking; repressing by force,servitude_slavery,0.319,0.186,0.158,0.133,0.29,0.151,0.154,0.197,0.203,0.319,0.252,0.2
συναπο-βλέπω,fix oneʼs gaze on as well,kinship_family,0.232,0.232,0.171,0.221,0.231,0.194,0.174,0.187,0.183,0.188,0.223,0.173
συναπο-βρέχω,macerate along with,military_rank,0.344,0.205,0.201,0.211,0.302,0.311,0.24,0.292,0.344,0.274,0.328,0.263
συναπο-γεννάω,generate together,civic_community,0.399,0.317,0.244,0.186,0.226,0.211,0.198,0.264,0.23,0.245,0.226,0.399
συναπο-γίγνομαι,to be absent together,marriage,0.44,0.384,0.44,0.354,0.334,0.352,0.311,0.28,0.279,0.263,0.23,0.282
συναπο-γραπτέον,one must enrol oneself with,rank_kingship_rule,0.41,0.355,0.325,0.269,0.223,0.294,0.27,0.41,0.323,0.322,0.213,0.305
συναπο-γράφομαι,"enter oneʼs name together with; register at the same time; enter oneʼs name with; support; be; follower; receive the impression of; copy, represent exactly",messenger_herald_envoy,0.383,0.278,0.267,0.295,0.151,0.257,0.172,0.224,0.241,0.263,0.383,0.245
συναπο-γυμνόομαι,to be stripped naked along with,erotic_pederasty,0.447,0.285,0.337,0.331,0.288,0.31,0.447,0.309,0.266,0.356,0.21,0.295
συναπο-δείκνῡμι,demonstrate together; appoint at the same time,civic_community,0.33,0.223,0.246,0.124,0.158,0.253,0.141,0.3,0.303,0.273,0.328,0.33
συναπο-δεικτέον,one must demonstrate also,servitude_slavery,0.372,0.213,0.157,0.164,0.227,0.266,0.213,0.325,0.217,0.372,0.178,0.234
συναπό-δειξις,joint demonstration,civic_community,0.368,0.271,0.276,0.277,0.243,0.253,0.295,0.209,0.362,0.281,0.217,0.368
συναπο-δέρω,skin together,friendship_affection,0.402,0.347,0.354,0.402,0.341,0.272,0.333,0.324,0.324,0.324,0.348,0.346
συναπο-δέχομαι,join in admitting,military_rank,0.498,0.258,0.338,0.277,0.281,0.341,0.343,0.342,0.498,0.329,0.247,0.371
συναπο-δημέω,go abroad; travel with,hospitality_xenia,0.415,0.193,0.266,0.201,0.139,0.415,0.239,0.239,0.205,0.213,0.309,0.343
συναπό-δημοι,those who go abroad together; one who accompanies; comes,hospitality_xenia,0.401,0.392,0.316,0.342,0.255,0.401,0.251,0.227,0.204,0.273,0.354,0.302
συναπο-διδράσκω,run away along with,hostility_enmity,0.36,0.292,0.265,0.327,0.36,0.305,0.313,0.352,0.335,0.267,0.26,0.25
συναπο-δίδωμι,"repay at the same time; render; recount together; administer at the same time; is rendered; represented with; sell together, be a joint vendor",hospitality_xenia,0.348,0.235,0.3,0.255,0.252,0.348,0.266,0.218,0.171,0.332,0.249,0.313
συναπο-δοκῐμάζω,join in reprobating,hostility_enmity,0.54,0.273,0.234,0.193,0.54,0.279,0.258,0.3,0.343,0.23,0.23,0.29
συναπο-δοκῐμαστέον,one must include in oneʼs reprobation,hostility_enmity,0.467,0.275,0.272,0.235,0.467,0.202,0.332,0.247,0.287,0.309,0.193,0.242
συναπο-δύομαι,strip off from oneself; put off together; V A; strip oneself; along with,erotic_pederasty,0.338,0.2,0.266,0.216,0.294,0.191,0.338,0.167,0.195,0.251,0.201,0.249
συναπ-οδύρομαι,lament together,hostility_enmity,0.468,0.324,0.334,0.401,0.468,0.3,0.312,0.339,0.264,0.27,0.303,0.315
συναπο-θέλγομαι,bewitch,hostility_enmity,0.341,0.292,0.274,0.253,0.341,0.299,0.216,0.253,0.286,0.217,0.33,0.236
συναπο-θεόω,deify together,erotic_pederasty,0.375,0.336,0.369,0.355,0.342,0.262,0.375,0.309,0.238,0.368,0.28,0.356
συναπο-θλάω,pound up together,rank_kingship_rule,0.382,0.307,0.299,0.318,0.348,0.289,0.271,0.382,0.32,0.354,0.28,0.272
συναπο-θλίβω,crush together,friendship_affection,0.458,0.411,0.434,0.458,0.396,0.287,0.426,0.314,0.275,0.323,0.298,0.303
συναπο-θνῄσκω,die together with; cling; until death,servitude_slavery,0.36,0.297,0.35,0.285,0.263,0.222,0.26,0.253,0.254,0.36,0.156,0.234
συναπ-οικίζω,go as colonists together,civic_community,0.386,0.226,0.292,0.266,0.273,0.23,0.204,0.287,0.28,0.303,0.275,0.386
συναπ-οίχομαι,to have gone away together,marriage,0.503,0.316,0.503,0.419,0.392,0.276,0.397,0.323,0.26,0.258,0.258,0.246
συναπο-κᾰθαίρομαι,to be washed off together with,marriage,0.399,0.282,0.399,0.34,0.24,0.299,0.375,0.296,0.229,0.308,0.211,0.347
συναπο-καθίστημι,accompany; on the return journey; return to the same point together; subside together with,messenger_herald_envoy,0.335,0.248,0.169,0.287,0.234,0.28,0.205,0.229,0.24,0.22,0.335,0.248
συναπο-κᾰλέω,call by a name; also,kinship_family,0.298,0.298,0.25,0.207,0.232,0.248,0.263,0.286,0.239,0.243,0.277,0.211
συναπο-κᾰλύπτω,disclose at the same time,marriage,0.401,0.189,0.401,0.141,0.136,0.098,0.226,0.16,0.158,0.188,0.165,0.125
συναπο-κάμνω,cease from weariness together,marriage,0.346,0.218,0.346,0.324,0.303,0.254,0.291,0.23,0.193,0.234,0.15,0.226
συναπο-κατάστᾰσις,joint return; Cat.Cod. Astr.,civic_community,0.265,0.242,0.227,0.148,0.23,0.167,0.161,0.189,0.224,0.231,0.179,0.265
συναπο-κινδῡνεύω,encounter danger along with,hostility_enmity,0.374,0.227,0.183,0.257,0.374,0.251,0.244,0.243,0.272,0.152,0.234,0.202
συναπο-κλείω,shut up altogether,hostility_enmity,0.295,0.237,0.219,0.281,0.295,0.218,0.214,0.264,0.249,0.248,0.173,0.214
συναπο-κληρόω,"choose, assign",rank_kingship_rule,0.336,0.266,0.303,0.217,0.266,0.319,0.226,0.336,0.335,0.279,0.241,0.329
συναπο-κλίνω,turn aside together with; turn aside together,hostility_enmity,0.258,0.176,0.248,0.212,0.258,0.184,0.168,0.257,0.194,0.158,0.115,0.183
συναπο-κλύζω,wash away with; at once,erotic_pederasty,0.339,0.211,0.271,0.237,0.259,0.233,0.339,0.283,0.216,0.248,0.152,0.181
συναπο-κομίζω,carry away together,marriage,0.377,0.308,0.377,0.318,0.302,0.264,0.314,0.325,0.371,0.268,0.331,0.26
συναπο-κόπτω,cut off together,erotic_pederasty,0.422,0.293,0.377,0.322,0.317,0.264,0.422,0.298,0.281,0.308,0.267,0.348
συναπο-κρίνομαι,to be secreted and carried off together; to be extruded,erotic_pederasty,0.291,0.204,0.256,0.145,0.284,0.18,0.291,0.216,0.149,0.253,0.256,0.282
συναπο-κρύπτω,join in concealing; conceal together,marriage,0.37,0.229,0.37,0.233,0.248,0.229,0.225,0.242,0.283,0.234,0.198,0.2
συναπο-κτείνω,kill together; with,kinship_family,0.407,0.407,0.398,0.318,0.356,0.285,0.313,0.328,0.344,0.278,0.246,0.221
συναπο-κῠλίνδω,roll away together with,marriage,0.423,0.283,0.423,0.315,0.334,0.261,0.335,0.296,0.24,0.231,0.227,0.276
συναπο-λαμβάνω,receive in common; at once; to be entirely suppressed,rank_kingship_rule,0.352,0.18,0.204,0.213,0.226,0.195,0.212,0.352,0.217,0.218,0.305,0.144
συναπο-λάμπω,shine forth together,servitude_slavery,0.373,0.324,0.264,0.325,0.325,0.306,0.302,0.312,0.257,0.373,0.283,0.292
συναπό-λαυσις,joint enjoyment,erotic_pederasty,0.489,0.276,0.405,0.393,0.31,0.43,0.489,0.22,0.302,0.265,0.22,0.302
συναπο-λαύω,"share in the enjoyment; of; with; share in the good or evil of; suffer with them; share in, have somewhat of",hostility_enmity,0.488,0.238,0.278,0.453,0.488,0.357,0.33,0.239,0.214,0.279,0.205,0.286
συναπο-λείπω,leave behind along with; fail; cease together,rank_kingship_rule,0.293,0.246,0.293,0.168,0.255,0.2,0.283,0.293,0.201,0.187,0.133,0.128
συναπο-λήγω,cease along with; to have the; ending with; reaching to,erotic_pederasty,0.247,0.235,0.23,0.235,0.244,0.19,0.247,0.232,0.202,0.208,0.217,0.178
συναπο-λῐθόω,petrify at the same time,servitude_slavery,0.28,0.145,0.101,0.085,0.184,0.107,0.184,0.118,0.053,0.28,0.228,0.162
συναπόλλῡμι,destroy together; destroy oneʼs; as well as oneself; lose; also; with; perish together,hostility_enmity,0.371,0.261,0.332,0.336,0.371,0.249,0.329,0.243,0.261,0.271,0.199,0.269
συναπο-λογέομαι,join in defending; for,military_rank,0.441,0.324,0.279,0.297,0.437,0.225,0.253,0.329,0.441,0.253,0.286,0.36
συναπο-λύω,release together,servitude_slavery,0.393,0.37,0.374,0.38,0.321,0.286,0.372,0.303,0.335,0.393,0.294,0.367
συναπο-μᾰλάσσω,soften together,servitude_slavery,0.422,0.251,0.236,0.359,0.31,0.21,0.347,0.271,0.251,0.422,0.285,0.263
συναπο-μᾰραίνομαι,fade away and die together,erotic_pederasty,0.412,0.368,0.309,0.263,0.285,0.275,0.412,0.291,0.196,0.169,0.195,0.218
συναπο-μειόω,diminish at the same time,erotic_pederasty,0.453,0.192,0.208,0.258,0.278,0.211,0.453,0.215,0.204,0.263,0.127,0.147
συναπο-νεύω,sway together; swerving; in sympathy with; swerve from the upright position together; bend away so as to meet,hostility_enmity,0.309,0.231,0.213,0.293,0.309,0.227,0.213,0.192,0.274,0.234,0.202,0.269
συναπ-ονίνᾰμαι,derive benefit from together,friendship_affection,0.3,0.214,0.225,0.3,0.23,0.162,0.219,0.208,0.128,0.224,0.12,0.194
συναπο-νοέομαι,share in folly with,military_rank,0.301,0.266,0.221,0.224,0.296,0.239,0.276,0.289,0.301,0.224,0.209,0.273
συναπο-ξύω,scrape; strip off together,erotic_pederasty,0.403,0.235,0.258,0.198,0.293,0.187,0.403,0.212,0.179,0.247,0.214,0.283
συναπο-παύομαι,leave off together,marriage,0.465,0.321,0.465,0.32,0.302,0.241,0.394,0.307,0.254,0.25,0.24,0.247
συναπο-πέμπω,send off together; send out as well,messenger_herald_envoy,0.378,0.213,0.294,0.226,0.199,0.245,0.217,0.233,0.232,0.203,0.378,0.132
συναπο-πίπτω,fall off at the same time,kinship_family,0.234,0.234,0.212,0.215,0.211,0.184,0.23,0.163,0.172,0.206,0.159,0.201
συναπο-πλέω,"float out, be washed out together; sail away with",erotic_pederasty,0.37,0.239,0.306,0.234,0.299,0.353,0.37,0.262,0.296,0.263,0.148,0.26
συναπο-πτύω,spit out together,military_rank,0.336,0.294,0.294,0.315,0.282,0.299,0.264,0.28,0.336,0.256,0.226,0.307
συναπορέω,call in question together with; suffer poverty together,kinship_family,0.326,0.326,0.252,0.196,0.321,0.187,0.218,0.23,0.235,0.309,0.176,0.254
συναπο-ρρέω,run off together,marriage,0.376,0.316,0.376,0.333,0.329,0.272,0.324,0.325,0.302,0.28,0.302,0.269
συναπο-ρρήγνῡμι,break; tear off together,marriage,0.434,0.289,0.434,0.343,0.317,0.214,0.282,0.266,0.225,0.268,0.219,0.222
συναπο-ρρίπτω,throw away along with,erotic_pederasty,0.425,0.34,0.315,0.306,0.41,0.311,0.425,0.328,0.276,0.241,0.208,0.223
συναπο-ρρύπτομαι,wash together with,marriage,0.36,0.262,0.36,0.313,0.237,0.227,0.267,0.291,0.231,0.263,0.179,0.319
συναπο-σβέννῡμι,"put out, extinguish with; together; to be put out together",civic_community,0.382,0.214,0.198,0.184,0.263,0.304,0.234,0.222,0.293,0.287,0.307,0.382
συναπο-σεμνύνω,exalt; extol highly together,servitude_slavery,0.284,0.179,0.192,0.185,0.172,0.194,0.218,0.243,0.193,0.284,0.148,0.162
συναπο-σπάω,tear; drag off together; with,erotic_pederasty,0.373,0.259,0.273,0.338,0.337,0.232,0.373,0.269,0.243,0.325,0.253,0.343
συναπο-στάζω,let drop along with,rank_kingship_rule,0.311,0.246,0.238,0.299,0.299,0.247,0.252,0.311,0.268,0.27,0.219,0.266
συναπο-στάτης,fellow-rebel,civic_community,0.57,0.311,0.383,0.384,0.441,0.346,0.245,0.402,0.426,0.348,0.292,0.57
συναπο-στενόω,diminish in number,erotic_pederasty,0.332,0.137,0.147,0.185,0.203,0.157,0.332,0.304,0.158,0.177,0.119,0.261
συναπο-στερέω,help to strip; cheat; of; help in abstracting,erotic_pederasty,0.297,0.189,0.204,0.206,0.249,0.2,0.297,0.223,0.183,0.255,0.22,0.244
συναπο-σύρω,clean off also,erotic_pederasty,0.363,0.235,0.302,0.222,0.247,0.222,0.363,0.31,0.227,0.226,0.199,0.15
συναπο-σφίγγω,include in the ligature,servitude_slavery,0.271,0.21,0.186,0.184,0.13,0.145,0.177,0.269,0.199,0.271,0.197,0.167
συναπο-τείνω,make equal in length,rank_kingship_rule,0.442,0.192,0.16,0.187,0.165,0.093,0.13,0.442,0.187,0.177,0.2,0.16
συναπο-τελέω,help to complete,civic_community,0.435,0.295,0.253,0.279,0.245,0.297,0.275,0.32,0.31,0.297,0.329,0.435
συναπο-τέμνω,cut off together,erotic_pederasty,0.422,0.293,0.377,0.322,0.317,0.264,0.422,0.298,0.281,0.308,0.267,0.348
συναπο-τερμᾰτίζομαι,to be conterminous with,marriage,0.468,0.349,0.468,0.374,0.438,0.412,0.395,0.34,0.295,0.342,0.256,0.413
συναπο-τεφρόω,reduce to ashes together,hostility_enmity,0.364,0.298,0.231,0.217,0.364,0.212,0.32,0.204,0.222,0.254,0.221,0.188
συναπο-τίθεμαι,put off at the same time; abdicate together with,marriage,0.395,0.275,0.395,0.181,0.304,0.183,0.306,0.24,0.207,0.233,0.2,0.315
συναπο-τίκτω,join in producing; produce at the same time,civic_community,0.29,0.233,0.187,0.125,0.182,0.215,0.127,0.168,0.215,0.213,0.12,0.29
συναπο-τίλλω,pluck off along with; together,hostility_enmity,0.363,0.222,0.251,0.242,0.363,0.15,0.347,0.258,0.235,0.258,0.19,0.339
συναπο-τίνω,join in paying,military_rank,0.429,0.309,0.274,0.235,0.231,0.336,0.23,0.303,0.429,0.383,0.245,0.37
συναπο-τρέπω,turn away together,marriage,0.41,0.286,0.41,0.343,0.353,0.26,0.344,0.3,0.259,0.197,0.219,0.235
συναπο-τροχάζω,run off together,marriage,0.376,0.316,0.376,0.333,0.329,0.272,0.324,0.325,0.302,0.28,0.302,0.269
συναπο-φαίνω,prove together; assert likewise; together; agree in asserting,hostility_enmity,0.428,0.197,0.228,0.248,0.428,0.191,0.142,0.253,0.226,0.299,0.217,0.22
συναπό-φᾰσις,a combined denial,marriage,0.308,0.265,0.308,0.227,0.306,0.196,0.283,0.287,0.264,0.19,0.224,0.245
συναπο-φάσκω,deny at the same time,hostility_enmity,0.311,0.161,0.273,0.157,0.311,0.122,0.133,0.266,0.18,0.269,0.172,0.13
συναπο-φέρω,help to carry off; carry off with; to be borne along with; take away with one,messenger_herald_envoy,0.359,0.251,0.283,0.272,0.23,0.207,0.252,0.245,0.29,0.281,0.359,0.224
συναπο-φθίνω,destroy together; perish together,hostility_enmity,0.391,0.255,0.365,0.307,0.391,0.242,0.386,0.275,0.246,0.287,0.212,0.27
συναπο-φύω,cause to branch off with,rank_kingship_rule,0.306,0.224,0.194,0.19,0.285,0.159,0.233,0.306,0.246,0.226,0.178,0.244
συναπο-χέω,decant,messenger_herald_envoy,0.328,0.298,0.27,0.301,0.305,0.264,0.301,0.312,0.312,0.276,0.328,0.306
συναπο-χράομαι,exploit together; join in peculation,military_rank,0.304,0.228,0.204,0.166,0.273,0.163,0.187,0.208,0.304,0.261,0.201,0.246
συναπο-χωρέω,go away together,marriage,0.478,0.312,0.478,0.384,0.369,0.225,0.357,0.356,0.238,0.184,0.256,0.272
συναπ-τέον,one must unite; one must add,rank_kingship_rule,0.397,0.32,0.316,0.319,0.33,0.298,0.214,0.397,0.35,0.316,0.262,0.338
συναπ-τικός,capable of adjusting; hypothetical,hospitality_xenia,0.257,0.21,0.253,0.208,0.241,0.257,0.171,0.228,0.206,0.193,0.177,0.198
συναπ-τός,"joined together, linked together; continuatim",marriage,0.35,0.287,0.35,0.33,0.296,0.24,0.288,0.268,0.287,0.297,0.256,0.311
συναπωθέω,help to push off; back,hostility_enmity,0.339,0.161,0.149,0.195,0.339,0.124,0.186,0.193,0.165,0.234,0.206,0.132
συνᾰρᾰρίσκω,join together; hangs well together,friendship_affection,0.372,0.317,0.339,0.372,0.321,0.313,0.262,0.297,0.327,0.288,0.302,0.356
συνᾰράσσω,"dash together, dash in pieces, crush; to be dashed in pieces; have their; broken; dash together; beat; hammer together, make fast",hospitality_xenia,0.28,0.227,0.248,0.263,0.255,0.28,0.189,0.229,0.232,0.22,0.245,0.277
συνᾰραχνόομαι,to be covered as with a spiderʼs web,hospitality_xenia,0.314,0.256,0.155,0.196,0.212,0.314,0.223,0.216,0.191,0.221,0.214,0.191
συνᾰρέσκω,"please; satisfy together; pleased; too; agreed on; agree with; approve of; concede, grant",friendship_affection,0.35,0.226,0.32,0.35,0.278,0.298,0.316,0.269,0.241,0.316,0.317,0.289
συναρθμ-έω,to be fitted together; to agree..,erotic_pederasty,0.358,0.233,0.323,0.302,0.252,0.216,0.358,0.225,0.24,0.213,0.185,0.26
συναρθμ-όομαι,to be closed,rank_kingship_rule,0.345,0.26,0.272,0.327,0.29,0.33,0.345,0.345,0.258,0.264,0.287,0.316
συναρθρ-όομαι,"to be joined by articulation; attach the article, An.Ox.",civic_community,0.32,0.249,0.207,0.247,0.254,0.209,0.194,0.26,0.275,0.293,0.3,0.32
σύναρθρ-ος,accompanied by the article; possessive pronoun,kinship_family,0.383,0.383,0.305,0.287,0.231,0.214,0.262,0.29,0.294,0.25,0.181,0.27
συνάρθρ-ωσις,an immovable articulation; joining together of the members,civic_community,0.409,0.343,0.26,0.283,0.303,0.337,0.346,0.259,0.312,0.287,0.332,0.409
συνᾰριθμ-έω,"reckon in, take into account, enumerate; to be counted with; to be reckoned in, taken into account; to be included in enumeration; join in receiving payment",rank_kingship_rule,0.301,0.173,0.214,0.17,0.186,0.269,0.172,0.301,0.292,0.253,0.246,0.266
συνᾰρίθμ-ησις,"counting up, enumeration; sum of the letters of a word taken as arithmetical signs",rank_kingship_rule,0.235,0.145,0.148,0.149,0.137,0.136,0.161,0.235,0.173,0.188,0.21,0.185
συνᾰριθμ-ητέον,one must count in,rank_kingship_rule,0.352,0.266,0.265,0.233,0.199,0.273,0.226,0.352,0.253,0.234,0.251,0.28
συνάριθμος,"counted with, included in a number with; of like; equal number",rank_kingship_rule,0.217,0.106,0.103,0.122,0.114,0.098,0.105,0.217,0.137,0.158,0.101,0.128
συνᾱριστάω,take breakfast; luncheon with,hospitality_xenia,0.287,0.249,0.239,0.221,0.153,0.287,0.198,0.205,0.233,0.236,0.183,0.201
συνάριστος,breakfasting with,marriage,0.419,0.331,0.419,0.351,0.269,0.344,0.32,0.275,0.311,0.245,0.23,0.3
συναρκέομαι,"acquiesce in, put up with",servitude_slavery,0.393,0.321,0.357,0.252,0.329,0.334,0.268,0.304,0.346,0.393,0.254,0.37
συναρμολογέω,compagino; to be fitted; framed together,messenger_herald_envoy,0.25,0.235,0.23,0.2,0.144,0.171,0.223,0.184,0.244,0.229,0.25,0.218
συναρμονιάω,fit together,civic_community,0.455,0.379,0.37,0.38,0.332,0.309,0.295,0.301,0.345,0.28,0.307,0.455
σύναρμ-ος,joined; framed together,civic_community,0.386,0.33,0.29,0.304,0.277,0.315,0.218,0.282,0.339,0.32,0.313,0.386
συνάρμ-οσις,fitting together; compaginatus,military_rank,0.275,0.221,0.231,0.253,0.21,0.228,0.219,0.204,0.275,0.245,0.217,0.206
συναρμ-οστέον,one must fit together,civic_community,0.331,0.266,0.241,0.218,0.219,0.23,0.176,0.259,0.262,0.237,0.216,0.331
συναρμ-οστής,one who fits together,marriage,0.482,0.38,0.482,0.459,0.35,0.389,0.36,0.347,0.374,0.431,0.351,0.419
συναρμ-οστικός,of; for uniting,civic_community,0.477,0.326,0.332,0.476,0.351,0.281,0.306,0.36,0.408,0.251,0.262,0.477
συναρμ-οττόντως,fittingly,rank_kingship_rule,0.529,0.359,0.345,0.436,0.358,0.308,0.342,0.529,0.344,0.331,0.26,0.307
συναροτριάω,bring under the plough,erotic_pederasty,0.357,0.239,0.177,0.244,0.217,0.285,0.357,0.26,0.307,0.235,0.207,0.213
συναρπᾰγή,"robbery, plundering; obreptio; haste",servitude_slavery,0.369,0.254,0.265,0.315,0.332,0.246,0.322,0.332,0.333,0.369,0.287,0.268
συναρπάζω,"snatch and carry away with; carry clean away; seize and retain; Aër.; carry away with; rushing; to be seized and carried off; seize and pin; together; seize; grasp; to be guilty of a petitio principii; is hastily concluded; carry away, destroy all traces of; having been robbed",erotic_pederasty,0.316,0.257,0.21,0.201,0.276,0.168,0.316,0.301,0.276,0.278,0.219,0.266
συναρρωστέω,to be sick with; together,marriage,0.438,0.309,0.438,0.397,0.337,0.315,0.406,0.275,0.352,0.242,0.249,0.254
σύναρσις,"balancing; union, support; assistance",military_rank,0.33,0.281,0.239,0.265,0.299,0.294,0.137,0.298,0.33,0.31,0.254,0.277
συναρτ-άω,knit; join together; to be closely engaged; to be implicated in; to be involved in..; to be always engaged in..; to be engaged with; to be construed with,friendship_affection,0.389,0.321,0.364,0.389,0.303,0.29,0.301,0.246,0.274,0.284,0.339,0.288
συνάρτ-ησις,"junction, union; joint; combination; connexion, cohesion",servitude_slavery,0.334,0.227,0.255,0.266,0.258,0.2,0.192,0.163,0.158,0.334,0.202,0.298
συναρτ-ίζω,accommodate; accommodated,servitude_slavery,0.447,0.295,0.333,0.33,0.287,0.413,0.259,0.303,0.37,0.447,0.248,0.305
συναρτ-ύνω,"fit out, furnish with; join in accomplishing",military_rank,0.413,0.216,0.295,0.279,0.268,0.272,0.304,0.255,0.413,0.322,0.231,0.328
συναρτ-ύω,season; as well; to be joint,hospitality_xenia,0.357,0.266,0.337,0.298,0.285,0.357,0.319,0.287,0.277,0.301,0.21,0.285
συναρχαιρεσιάζω,help in canvassing for election,messenger_herald_envoy,0.311,0.155,0.137,0.169,0.155,0.228,0.156,0.297,0.227,0.22,0.311,0.307
συναρχία,joint administration; government; collective magistracy,rank_kingship_rule,0.436,0.285,0.326,0.313,0.288,0.28,0.219,0.436,0.422,0.303,0.344,0.317
συναρχιεράομαι,to be a colleague in the high-priesthood; with,rank_kingship_rule,0.404,0.347,0.319,0.237,0.227,0.26,0.251,0.404,0.378,0.381,0.247,0.317
συναρχ-ίνη,joint,civic_community,0.432,0.359,0.409,0.355,0.352,0.33,0.39,0.26,0.402,0.37,0.256,0.432
συναρχ-ομένως,with the same beginning,kinship_family,0.4,0.4,0.254,0.271,0.311,0.25,0.335,0.308,0.232,0.267,0.245,0.362
σύναρχ-ος,"partner in office, colleague",marriage,0.474,0.379,0.474,0.389,0.314,0.308,0.338,0.257,0.307,0.389,0.312,0.27
