lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
φρούραρχ-ος,urn:cite2:hmt:lsj.chicago_md:n112383,military_rank,seed+embed,0.555,0.33,0.225,477,commander of a watch; commandant of a garrison; guardians; gaoler
χώρα,urn:cite2:hmt:lsj.chicago_md:n115193,military_rank,embed,0.555,0.553,0.002,5408,"space; room in which a thing is; partly occupied space; country; room; place, spot; place; field; socket; cavity; genital organs; the position, proper place; post; land; vacancies; position; oneʼs place; order; possibility; province; station, place, position; rank; esteem; posts; oneʼs post; its place; force; as it was, undisturbed; as it was; a land, country; territory; landed estate; country town; the country; oneʼs proper place"
ἀρχή,urn:cite2:hmt:lsj.chicago_md:n15893,military_rank,embed,0.554,0.59,-0.036,4332,"beginning, origin; a foundation; source; the beginning; the first; of old; anew, afresh; original; principal sum; first; to begin with, at first; at all; first principle, element; practical principle; principles; end, corner; origin; branch; sum, total; vital organs; first place; power, sovereignty; power over; method of government; empire, realm; magistracy, office; an office; term of office; the authorities, the magistrates; magistrate; authority; command; body of troops; heavenly powers; powers of evil"
σημεῖον,urn:cite2:hmt:lsj.chicago_md:n93812,military_rank,embed,0.554,0.401,0.153,4860,"mark; sign; trace, track; tomb; sign from the gods, omen; wonder, portent; the constellations; signs; signal; signal for battle; it; flag; s; standard; lines; body of troops; mark, boundary, limit; limits; device; figure-head; signet; figure, image; badge; written characters; stripes; clavi; watchword, war-cry; birthmark; distinguishing feature; sign, token, indication; proof; instance, example; a sign; a probable argument; symptom; lenticula; shorthand symbols; critical mark; mathematical point; point; instant; unit of time"
στρᾰτο-λογία,urn:cite2:hmt:lsj.chicago_md:n97137,military_rank,seed+embed,0.554,0.339,0.216,114,"raising, levying an army"
σύνταξις,urn:cite2:hmt:lsj.chicago_md:n100957,military_rank,seed+embed,0.554,0.614,-0.059,4556,"putting together in order, arranging; array in battle-order; system, arrangement, organization; organization; system; rule; the order; system of the world; modes; composition; framework, structure; extra ordinem; systematic treatise; collection; composite volume; rules for construction; scale; grammatical putting together; syntax; compound forms; rule for combination of sounds; letters; connected speech; body of troops; contingent; combined forces; company, troupe; covenant, previous arrangement; time and place arranged; ordinance; resolution; assigned impost, tribute, levy; subvention, pension; pay; salary; assignment"
φῡλαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n112557,military_rank,seed+embed,0.554,0.362,0.193,632,chief officer of a; tribunus militum; chief priest; elders; sheikh; the commander of the cavalry furnished by each tribe
θητ-ικός,urn:cite2:hmt:lsj.chicago_md:n48846,military_rank,embed,0.553,0.357,0.196,559,"of; for a hireling, menial; the class of; on the assessment of a; servants, camp-followers; like a; servile"
κατοικ-ία,urn:cite2:hmt:lsj.chicago_md:n56001,military_rank,embed,0.553,0.349,0.204,625,"habitation; farm, village; dwelling-place; domicile; settlement, colony; military colonies; colonia; colonies; body of residents in; city"
περιπολ-άρχης,urn:cite2:hmt:lsj.chicago_md:n81973,military_rank,seed+embed,0.553,0.369,0.184,188,commander of military patrol
σημεία,urn:cite2:hmt:lsj.chicago_md:n93810,military_rank,embed,0.553,0.464,0.09,931,military standard; vexillum; a body of troops under one standard; manipulus; image
ἐκλογ-ή,urn:cite2:hmt:lsj.chicago_md:n32386,military_rank,embed,0.552,0.407,0.145,1069,"choice, selection; levying of troops; collection of tribute; election, Ep.Rom.; balancing; extract, quotation from a book; choice collection; the Eclogae; ‘Elegant Extracts’; select prescriptions; picked"
ὄπισθεν,urn:cite2:hmt:lsj.chicago_md:n74463,military_rank,embed,0.552,0.305,0.247,2423,"behind, at the back; back; those who are left behind; those who are in the rear; rear ranks; hinder; hinder parts, rear, back; back, backwards; ‘versis sagittis’; in his rear; behind; follow; after, in future, hereafter; yet to come; following; earlier"
ἀντέξ-οδος,urn:cite2:hmt:lsj.chicago_md:n9646,military_rank,embed,0.55,0.386,0.165,90,military movement
κελεύσ-τωρ,urn:cite2:hmt:lsj.chicago_md:n56494,military_rank,embed,0.549,0.228,0.322,98,one who commands
ὑπόστημα,urn:cite2:hmt:lsj.chicago_md:n109219,military_rank,embed,0.549,0.297,0.251,577,"that which sinks to the bottom, sediment; that which is set under, support; base, stand; a station of soldiers, camp; multitude"
ἐπαρχ-ία,urn:cite2:hmt:lsj.chicago_md:n38340,military_rank,embed,0.548,0.37,0.179,373,"the government of an; the district governed by him; provincia; empire; ‘command’, force occupying a district"
στρᾰτηγ-ητέον,urn:cite2:hmt:lsj.chicago_md:n97114,military_rank,seed+embed,0.548,0.379,0.169,83,"one must be a general, one must command"
συνδια-πολεμέω,urn:cite2:hmt:lsj.chicago_md:n99711,military_rank,embed,0.548,0.369,0.179,212,carry on a war along with; which remained with; throughout the war
φρουραρχ-έω,urn:cite2:hmt:lsj.chicago_md:n112380,military_rank,seed+embed,0.548,0.39,0.158,119,to be commandant of a garrison
ἀργαπέτης,urn:cite2:hmt:lsj.chicago_md:n14753,military_rank,embed,0.547,0.363,0.184,107,commandant of a fort
ἀρχί-φρουρος,urn:cite2:hmt:lsj.chicago_md:n16025,military_rank,embed,0.547,0.337,0.21,79,commandant of a
στίξ,urn:cite2:hmt:lsj.chicago_md:n96832,military_rank,embed,0.547,0.292,0.255,999,"row, line, rank; file; in ranks; lines; through the ranks; verses, lays"
στρᾰτός,urn:cite2:hmt:lsj.chicago_md:n97150,military_rank,seed+embed,0.547,0.611,-0.064,997,"army, host.; the commons, people; band; body"
πόλεμόνδε,urn:cite2:hmt:lsj.chicago_md:n84431,military_rank,embed,0.546,0.325,0.221,104,into the fight; to the war
πρόρρ-ητος,urn:cite2:hmt:lsj.chicago_md:n88438,military_rank,embed,0.546,0.315,0.23,63,"proclaimed, commanded"
ἀρτῐ-πόλεμος,urn:cite2:hmt:lsj.chicago_md:n15690,military_rank,embed,0.544,0.348,0.195,56,new to war
παραστρᾰτ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n78829,military_rank,seed+embed,0.544,0.341,0.203,96,march with an army
δῐ-λοχίτης,urn:cite2:hmt:lsj.chicago_md:n27059,military_rank,seed+embed,0.543,0.33,0.213,82,commander of a
ἐξοπλ-ῐσία,urn:cite2:hmt:lsj.chicago_md:n37573,military_rank,seed+embed,0.543,0.343,0.2,256,"muster of troops under arms, review; under arms; field-day, manoeuvres"
κεράρχης,urn:cite2:hmt:lsj.chicago_md:n56729,military_rank,seed+embed,0.543,0.33,0.213,132,commander of a; commander of thirty-two elephants
λᾱάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n61435,military_rank,seed+embed,0.543,0.33,0.213,88,commander of a
λοχ-ᾱγός,urn:cite2:hmt:lsj.chicago_md:n63969,military_rank,seed+embed,0.543,0.364,0.178,561,leader of an armed band; commander of a company; captain; commander of a; centurio; curio
ὁπλο-φόρος,urn:cite2:hmt:lsj.chicago_md:n74588,military_rank,seed+embed,0.543,0.395,0.148,371,"bearing arms: armed man, warrior, soldier"
πεντηκόνταρχ-ος,urn:cite2:hmt:lsj.chicago_md:n80838,military_rank,seed+embed,0.543,0.33,0.213,272,commander of fifty men; commander of a; leader of a company of fifty
πραιτωριανοί,urn:cite2:hmt:lsj.chicago_md:n86146,military_rank,embed,0.543,0.294,0.249,97,soldiers of the praetorian guard
τελάρχης,urn:cite2:hmt:lsj.chicago_md:n102916,military_rank,seed+embed,0.543,0.33,0.213,130,commander of a
τετρᾰφᾰλαγγ-άρχης,urn:cite2:hmt:lsj.chicago_md:n103568,military_rank,seed+embed,0.543,0.33,0.213,78,commander of a
φᾰλαγγ-άρχης,urn:cite2:hmt:lsj.chicago_md:n110150,military_rank,seed+embed,0.543,0.33,0.213,194,commander of a
χῑλιάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n113995,military_rank,seed+embed,0.543,0.33,0.213,240,commander of a; tribunus militum
χῑλίαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n113998,military_rank,seed+embed,0.543,0.356,0.187,354,captain over a thousand; commandant
ἀξιό-μᾰχος,urn:cite2:hmt:lsj.chicago_md:n11041,military_rank,embed,0.542,0.438,0.104,423,a match for; in battle; war; sufficient in strength; number
ἐλαφρ-ός,urn:cite2:hmt:lsj.chicago_md:n33486,military_rank,embed,0.542,0.375,0.167,2303,"light in weight; sit tibi terra levis’; light to bear, easy; light, easy; easy to understand; light; light matter; lightly; light of digestion; shallow; ease-giving; light in moving, nimble; Fr.anon.; active; light troops; easier in condition; nimbly; light-minded, unsteady, fickle; light-headed; gentle, mild; small; of small power; strength; relieved"
ἐπίκουρ-ος,urn:cite2:hmt:lsj.chicago_md:n39850,military_rank,embed,0.542,0.388,0.154,1146,"helper, ally; allies; mercenary troops; guards; assisting, aiding; defender, h. Mart.; patron, protector; defending; protecting against; protecting; against"
ἐπῑλάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n39993,military_rank,seed+embed,0.542,0.324,0.217,83,commander of an
πᾰν-ομῑλεί,urn:cite2:hmt:lsj.chicago_md:n77500,military_rank,embed,0.542,0.326,0.216,65,in whole troops
πελτ-αστής,urn:cite2:hmt:lsj.chicago_md:n80511,military_rank,embed,0.542,0.352,0.19,223,one who bears a light shield; targeteer; light troops
πολεμ-ήϊος,urn:cite2:hmt:lsj.chicago_md:n84412,military_rank,embed,0.542,0.438,0.104,245,warlike; war
πολεμ-ίζω,urn:cite2:hmt:lsj.chicago_md:n84420,military_rank,embed,0.542,0.438,0.104,554,"wage war, fight; with; jointly with..; war; fight with"
πολεμ-ιστήριος,urn:cite2:hmt:lsj.chicago_md:n84423,military_rank,embed,0.542,0.438,0.104,635,of; for a warrior; war; war-chariots
πολεμ-ιστής,urn:cite2:hmt:lsj.chicago_md:n84424,military_rank,embed,0.542,0.438,0.104,406,warrior; war; charger; trapped as chargers
ψῑλ-ῆται,urn:cite2:hmt:lsj.chicago_md:n115723,military_rank,embed,0.542,0.332,0.209,104,the light troops
ψῑλ-ῐκός,urn:cite2:hmt:lsj.chicago_md:n115725,military_rank,seed+embed,0.542,0.468,0.074,138,of; for a light-armed soldier; light troops
βοή,urn:cite2:hmt:lsj.chicago_md:n20200,military_rank,embed,0.541,0.416,0.125,1294,"loud cry, shout; battle-cry; of war; cry; song; shout, murmur; roar; sound; aid called for, succour; gṷoṷā; jō-guvē; gávatē"
κινδυν-εύω,urn:cite2:hmt:lsj.chicago_md:n57456,military_rank,embed,0.541,0.406,0.136,3587,"to be daring, run risk; venture; make a venture, take a risk; to be in dire peril; to be in danger; engage in war; being in peril; of danger; run a risk with; in; go into battle; venture, hazard; hazard; to be ventured; hazarded; there is risk; remains in hazardous; a venturous enterprise; run the risk; chance; may possibly; probably happen; run a risk of being reputed; shall probably have; seems likely; will have the chance of; probably; it may be, possibly; may very likely; to be endangered; imperilled"
προΐστημι,urn:cite2:hmt:lsj.chicago_md:n87583,military_rank,embed,0.541,0.38,0.161,3978,"set before; put; in the way; set over; exhibit publicly, prostitute; before oneself, choose as oneʼs leader; take as oneʼs guardian; put before one, put in front; put forward as an excuse; pretence, use as a screen; forward, cite; as an authority; prefer, value above; establish; before; manifest; come forward; approach; stand so as to face; stand in public, be a prostitute; to be set over, be at the head of; to be chief; leader of a party; to be; ringleader; head; the leading men; govern, direct; you do; manage; stand before; to guard; support, succour; the champion; protector; were the authors of.."
σύνειμι,urn:cite2:hmt:lsj.chicago_md:n99859,military_rank,embed,0.541,0.405,0.136,1422,"ibo; go; come together, assemble; meet in battle; engage in war; come together, meet to consult; deliberate; gather; recur; come together, come in; to be contracted; come into conjunction"
φερε-πτόλεμος,urn:cite2:hmt:lsj.chicago_md:n110566,military_rank,embed,0.541,0.416,0.125,162,warlike; of war
συζῠγ-έω,urn:cite2:hmt:lsj.chicago_md:n98062,military_rank,embed,0.54,0.4,0.14,501,"draw together in a yoke, to be yoke-fellows; stand in one rank; stand next in rank; to be correlative, correspond; correspond"
βιδιαῖοι,urn:cite2:hmt:lsj.chicago_md:n19929,military_rank,embed,0.539,0.316,0.222,296,officers; overseers.
λᾰφῡροπώλ-ης,urn:cite2:hmt:lsj.chicago_md:n62101,military_rank,embed,0.539,0.316,0.222,264,"seller of booty, one who has bought up booty to retail; officers; who took charge of the booty"
σύμβουλ-ος,urn:cite2:hmt:lsj.chicago_md:n98329,military_rank,embed,0.539,0.316,0.222,1128,"adviser, counsellor; adviser; advise; a board of advisers; officers; legatus; con-sul"
ὕποχος,urn:cite2:hmt:lsj.chicago_md:n109586,military_rank,embed,0.539,0.354,0.184,357,"subject, under control; subjects; officers; liable to; responsible for"
λόγχ-η,urn:cite2:hmt:lsj.chicago_md:n63783,military_rank,seed+embed,0.538,0.388,0.15,914,"spear-head; the point with its barbs; the spear-head; of the spear-head; lance-shaped birth-mark; lance, spear, javelin; troop of spearmen"
τρῐ-φᾰλαγγία,urn:cite2:hmt:lsj.chicago_md:n105364,military_rank,seed+embed,0.538,0.268,0.271,144,triple phalanx; army marching in three phalanxes
ὑπομείων,urn:cite2:hmt:lsj.chicago_md:n108768,military_rank,embed,0.538,0.345,0.194,203,inferior; citizens of inferior right; the subaltern officers
διαπολέμ-ησις,urn:cite2:hmt:lsj.chicago_md:n25586,military_rank,embed,0.537,0.319,0.219,63,finishing of a war
παρατάσσω,urn:cite2:hmt:lsj.chicago_md:n78901,military_rank,embed,0.536,0.443,0.094,1414,"place; post side by side, draw up in battleorder; drew; up with orders; draw up oneʼs men in battle-order; post by oneʼs side; draw up; be drawn up beside; to be drawn up in battle-order; against; stand side by side in battle; in order of battle; stand prepared; refuse obstinately; set side by side, compare"
πρόοδος,urn:cite2:hmt:lsj.chicago_md:n88141,military_rank,embed,0.535,0.341,0.194,144,going before; advance-party of soldiers; progressively
ἀγων-ιστικός,urn:cite2:hmt:lsj.chicago_md:n1108,military_rank,embed,0.534,0.373,0.161,1268,"fit for contest; of combat; contest; debating; contentions; masterly, striking; glorious; striking, impressive; heroic; copious; contentious, eager for applause; contentiously; disposed to fight; dramatically"
μῡρῐ-άρχης,urn:cite2:hmt:lsj.chicago_md:n69250,military_rank,seed+embed,0.534,0.315,0.218,70,commander of; men
ὅμ-ασπις,urn:cite2:hmt:lsj.chicago_md:n73413,military_rank,seed+embed,0.534,0.443,0.091,57,fellow-soldier
παράταξις,urn:cite2:hmt:lsj.chicago_md:n78898,military_rank,embed,0.534,0.373,0.16,935,"placing side by side; marshalling, line of battle; in pitched battle; battles; front rank; marshalling; conspiracy, intrigue; partisanship; obstinate opposition"
πεντᾰκοσι-άρχης,urn:cite2:hmt:lsj.chicago_md:n80661,military_rank,seed+embed,0.534,0.315,0.218,216,commander of; men
σημάν-τωρ,urn:cite2:hmt:lsj.chicago_md:n93802,military_rank,seed+embed,0.534,0.387,0.147,619,"one who gives a signal, leader, commander; driver; herdsman; subordinate officers; informer, guide; indicator"
συστρᾰτιώτης,urn:cite2:hmt:lsj.chicago_md:n101489,military_rank,seed+embed,0.534,0.443,0.091,390,fellow-soldier
Μηδ-ικός,urn:cite2:hmt:lsj.chicago_md:n67313,military_rank,embed,0.532,0.368,0.164,830,"Median; the Median affairs; the war with the Medes; silken; lucerne, Medicago sativa; assafoetida; in Persian style"
ναύαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n69791,military_rank,seed+embed,0.532,0.355,0.177,454,"commander of a fleet, admiral; the Spartan admiral-in-chief; nauarchorum coetus circiter provincias Orientis"
ταξι-όομαι,urn:cite2:hmt:lsj.chicago_md:n102380,military_rank,embed,0.532,0.403,0.129,62,engage in battle
βρᾰβ-εύς,urn:cite2:hmt:lsj.chicago_md:n20744,military_rank,embed,0.53,0.35,0.18,429,"judge at the games; judge, arbitrator, umpire; chief, leader; author"
γυμν-ήσιαι,urn:cite2:hmt:lsj.chicago_md:n22978,military_rank,embed,0.53,0.447,0.083,186,as light-armed troops
κάτοικος,urn:cite2:hmt:lsj.chicago_md:n56012,military_rank,embed,0.53,0.352,0.178,244,inhabitant; military colonists
προηγορ-έω,urn:cite2:hmt:lsj.chicago_md:n87477,military_rank,embed,0.53,0.305,0.226,374,"to be spokesman for; speak for; in defence of; to be senior in rank; fasces, Not.Arch.; hold the office of"
ὀψων-ιασμός,urn:cite2:hmt:lsj.chicago_md:n76387,military_rank,seed+embed,0.529,0.251,0.277,137,furnishing with provisions; supplies and pay of an army
συμπολεμέω,urn:cite2:hmt:lsj.chicago_md:n98760,military_rank,embed,0.529,0.379,0.149,198,join in war
ὑπηρέτ-ης,urn:cite2:hmt:lsj.chicago_md:n108051,military_rank,seed+embed,0.529,0.395,0.135,1729,"rower; underling, servant, attendant; subordinate; a helper in; the servant who attended each man-at-arms; assistant; petty officer; staff-officers in immediate attendance on the general, aides-de-camp, adjutants; officer attached to; servitor"
ἐκστρᾰτ-ευμα,urn:cite2:hmt:lsj.chicago_md:n32911,military_rank,embed,0.528,0.397,0.131,110,expeditionary force
ἐπιλοχᾱγός,urn:cite2:hmt:lsj.chicago_md:n40087,military_rank,seed+embed,0.528,0.342,0.186,79,commander of the
ὁπλῑτ-εία,urn:cite2:hmt:lsj.chicago_md:n74544,military_rank,embed,0.528,0.413,0.115,80,"the service of the heavyarmed, warfare"
Ἄρης,urn:cite2:hmt:lsj.chicago_md:n14990,military_rank,embed,0.527,0.559,-0.031,2073,"Ares; the god of destruction; of Ares; Mars; war, slaughter; death; mortal wound; warlike spirit; the sword; avenger"
ἐνωμοτ-ία,urn:cite2:hmt:lsj.chicago_md:n36441,military_rank,seed+embed,0.527,0.341,0.186,262,band of sworn soldiers; division of the Spartan army; a quarter of a
ὅπλον,urn:cite2:hmt:lsj.chicago_md:n74571,military_rank,embed,0.527,0.521,0.006,3153,"tool, implement; tackle, tackling; ropes, halyards; rope; any ropes; tools; smiths’ tools; implements of war, arms; armour; arms; weapon; piece of armour; the large shield; heavy arms; men-at-arms; of the men-at-arms; the place of arms, camp; in arms, under arms; the arms; membrum virile; a gymnastic exercise"
πολεμο-κέλᾰδος,urn:cite2:hmt:lsj.chicago_md:n84427,military_rank,embed,0.527,0.318,0.208,84,exulting in the din of war
ἀποστράτηγος,urn:cite2:hmt:lsj.chicago_md:n13885,military_rank,seed+embed,0.526,0.303,0.223,204,"retired general; remove; from the command, supersede; general who has completed his term of office"
προσερέω,urn:cite2:hmt:lsj.chicago_md:n89306,military_rank,embed,0.526,0.341,0.185,741,"speak to, address, accost; addresses; call by a name; to be enjoined, commanded"
συνέδρ-ιον,urn:cite2:hmt:lsj.chicago_md:n99832,military_rank,embed,0.526,0.382,0.144,1351,"council; meeting; council of war; board of trade; Senate; Sanhedrin; Councils; congress; place of meeting, council-chamber; court"
πολεμ-ητόκος,urn:cite2:hmt:lsj.chicago_md:n84417,military_rank,embed,0.525,0.385,0.14,101,bringing forth war
ἀκρῑβ-ασμα,urn:cite2:hmt:lsj.chicago_md:n3461,military_rank,embed,0.524,0.345,0.179,55,commandment
ἀκρῑβ-ασμός,urn:cite2:hmt:lsj.chicago_md:n3462,military_rank,embed,0.524,0.345,0.179,160,"commandment; searchings; portion, gift"
ἀφορμ-ή,urn:cite2:hmt:lsj.chicago_md:n18460,military_rank,embed,0.524,0.38,0.144,1961,"starting-point; base of operations; place of safety; starting-point, origin, occasion; pretext; occasion, origin; inducement; instigation, incitement; means with which one begins; resources; asset; means of war; means for levying; means for undertaking; capital; restitution of capital; food for argument, material, subject; aptitude, inclination; repulsion; release"
μᾰχ-ηνδε,urn:cite2:hmt:lsj.chicago_md:n65297,military_rank,embed,0.524,0.343,0.181,46,to battle
ἀγελ-άρχης,urn:cite2:hmt:lsj.chicago_md:n427,military_rank,seed+embed,0.523,0.334,0.189,259,"leader of a flock; herd; leader, captain"
διέξ-οδος,urn:cite2:hmt:lsj.chicago_md:n26624,military_rank,embed,0.523,0.409,0.114,1668,"outlet, passage; passage; way out from; roads out of; pathway, orbit; days; paths; issue, event; means of escape; way out of; evacuation; detailed narrative; description; the course; exposition; detail; narratives, tales; military evolution; excursion; repeated experiment"
κορῠφ-αῖος,urn:cite2:hmt:lsj.chicago_md:n59235,military_rank,embed,0.523,0.377,0.147,876,"head man, chief, leader; party-leaders; leader of the chorus; at the head of the row; at the top; the apex; flamen; crowning fruits; Jupiter Capitolinus"
συνταξιαρχία,urn:cite2:hmt:lsj.chicago_md:n100955,military_rank,embed,0.523,0.302,0.221,73,battalion
διαπολεμ-έω,urn:cite2:hmt:lsj.chicago_md:n25585,military_rank,embed,0.522,0.37,0.152,335,carry a war through; fight it out with; will be at an end; carry on the war
πᾱγᾱν-ικός,urn:cite2:hmt:lsj.chicago_md:n76399,military_rank,embed,0.522,0.411,0.111,204,pagus; civilian; unofficial; lay
πᾱγᾱν-ός,urn:cite2:hmt:lsj.chicago_md:n76400,military_rank,embed,0.522,0.411,0.111,201,"civilian; unofficial, private person"
παραγγ-ελία,urn:cite2:hmt:lsj.chicago_md:n77836,military_rank,embed,0.521,0.431,0.089,891,"command; order; word of command; summoning oneʼs partisans; exertion of influence; summons; canvassing for public office; set of rules; precepts; instruction, precept, advice; rules"
παράγγ-ελμα,urn:cite2:hmt:lsj.chicago_md:n77838,military_rank,embed,0.521,0.546,-0.026,961,"message transmitted; order, word of command; word of command; mobilization order; mobilization; edict; instruction, precept"
ἄγημα,urn:cite2:hmt:lsj.chicago_md:n494,military_rank,embed,0.52,0.378,0.142,565,"anything led, division, corps; the Guard"
ἀγός,urn:cite2:hmt:lsj.chicago_md:n796,military_rank,embed,0.52,0.35,0.171,163,"leader, chief"
Ἄρειος,urn:cite2:hmt:lsj.chicago_md:n14935,military_rank,embed,0.52,0.427,0.093,1994,"devoted to Ares, warlike, martial; in real war; warrior; Campus Martius; legio Martia; ludi Martiales; the hill of Ares; Areopagite"
ἀρχηγ-έτης,urn:cite2:hmt:lsj.chicago_md:n15898,military_rank,embed,0.52,0.394,0.126,1122,"first leader, author; founder; tutelary hero; leader, chief; governor; first cause, author"
ἀρχός,urn:cite2:hmt:lsj.chicago_md:n16045,military_rank,embed,0.52,0.368,0.152,475,"leader, chief; ruler; dux Orientis; the rectum; the anus"
γωνία,urn:cite2:hmt:lsj.chicago_md:n23129,military_rank,embed,0.52,0.35,0.171,660,"corner, angle; plane, solid angle; the angles; the angle; corner, secluded spot; quarters; joint; joinerʼs square; cutwater; leader, chief"
λοχίζω,urn:cite2:hmt:lsj.chicago_md:n63987,military_rank,embed,0.52,0.343,0.177,666,lie in wait for; falling into an ambuscade; place in ambush; beset with an ambuscade; distribute men in companies; put them in order of battle; to be so distributed
ὄρχᾰμος,urn:cite2:hmt:lsj.chicago_md:n75469,military_rank,embed,0.52,0.35,0.171,389,"leader, chief"
παραγγ-έλλω,urn:cite2:hmt:lsj.chicago_md:n77837,military_rank,embed,0.52,0.436,0.084,1942,"pass on; transmit; give orders, give the word of command; give orders; order; orders; recommend, exhort; summon; prescribe; the points we have enjoined; encourage, cheer on; call; summon to oneʼs help; summon oneʼs partisans, form a cabal; canvass for; to be candidate for; claim"
περιμάχ-ητος,urn:cite2:hmt:lsj.chicago_md:n81687,military_rank,embed,0.52,0.407,0.113,592,"fought about, fought for; a thing one would fight for; such as are matters of contention, highly prized; fought around, surrounded by battle."
ποτί-ταξις,urn:cite2:hmt:lsj.chicago_md:n86056,military_rank,embed,0.52,0.275,0.245,96,"command, injunction"
προπολεμ-έω,urn:cite2:hmt:lsj.chicago_md:n88344,military_rank,embed,0.52,0.406,0.114,430,make war for; in defence of; with.. for..; the guards; defenders of a country; the body intended to act as guards
ἀρχι-φῠλᾰκίτης,urn:cite2:hmt:lsj.chicago_md:n16028,military_rank,embed,0.519,0.331,0.188,267,commandant of; office of; hold such office
δια-τᾰγή,urn:cite2:hmt:lsj.chicago_md:n26016,military_rank,embed,0.519,0.634,-0.115,394,"command, ordinance; testamentary disposition; arrangements; medical regimen"
ἀρχι-φύλαξ,urn:cite2:hmt:lsj.chicago_md:n16029,military_rank,embed,0.518,0.329,0.189,170,commandant of guards; official of the Lycian league
ἐπιβᾰτ-εύω,urn:cite2:hmt:lsj.chicago_md:n38895,military_rank,seed+embed,0.518,0.334,0.184,601,"set oneʼs foot upon, occupy; take oneʼs stand upon; usurping; rely upon..; to be an; passenger; soldier on board; ship; mount"
κελευσ-τός,urn:cite2:hmt:lsj.chicago_md:n56492,military_rank,embed,0.518,0.383,0.135,69,"ordered, commanded"
τεῦχος,urn:cite2:hmt:lsj.chicago_md:n103678,military_rank,embed,0.518,0.577,-0.059,2482,"tool, implement; implements of war, armour, arms; whole armour, harness; the gear; vessel; bathing-tub; cinerary urn; balloting-urn; vase for libations; vase; ewer; cup; amphora; scent-pot; matula; pot; jar; chests; barrel; bee-hive; capsule; vessels; the human frame, body; case; roll; volumen; masonry, fabric"
φᾰλαγγ-ίτης,urn:cite2:hmt:lsj.chicago_md:n110157,military_rank,seed+embed,0.518,0.295,0.223,172,soldier in a phalanx
ἐπεξ-όδιος,urn:cite2:hmt:lsj.chicago_md:n38698,military_rank,seed+embed,0.517,0.317,0.2,150,of a march; expedition; before the march of an army
ὁμό-στοιχος,urn:cite2:hmt:lsj.chicago_md:n73839,military_rank,embed,0.517,0.228,0.289,164,in the same line; rank with
χορηγ-ία,urn:cite2:hmt:lsj.chicago_md:n114428,military_rank,embed,0.517,0.521,-0.004,1195,"office or; of a; defraying of the cost of the public choruses; expense; abundance of external means, fortune; things necessary to furnish; constitute; great fortunes; supplies for war; supplies; extraneous, adventitious aids; abundance; that feeds; subvention, assistance"
πρόσθεν,urn:cite2:hmt:lsj.chicago_md:n89405,military_rank,embed,0.516,0.297,0.218,4034,"before; outside; in front of; at; head; in front of..; defend; for, on behalf of; first; before, in front; front rank; fore; on, forward; forward; in the way; before, formerly, erst; of old; elder; former, earlier; above; formerly; before..; sooner, rather; sooner than.."
προστρᾰτ-εύω,urn:cite2:hmt:lsj.chicago_md:n90183,military_rank,embed,0.516,0.358,0.159,84,serve as soldiers before
πρωτό-ζῠγον,urn:cite2:hmt:lsj.chicago_md:n90969,military_rank,embed,0.516,0.258,0.257,84,front rank
ἀντιστράτηγος,urn:cite2:hmt:lsj.chicago_md:n10536,military_rank,seed+embed,0.515,0.356,0.159,706,enemyʼs general; acting commander; governor; pro consule; pro praetore; propraetor; lieutenant; legatus pro praetore; legatus Augusti pro praetore
βαλβίς,urn:cite2:hmt:lsj.chicago_md:n19254,military_rank,embed,0.515,0.338,0.177,865,rope drawn across the race-course at the starting and finishing-point:; posts to which this rope was attached; turning-post; platform from which the quoit was thrown; any starting-point; edge; the starting-point; the goal; any point to be gained; the battlements
ἐπίσκην-ος,urn:cite2:hmt:lsj.chicago_md:n40865,military_rank,embed,0.515,0.317,0.199,370,"at; before the tent; public; the soldiers quartered; on the stage; external, adventitious"
ὀπισθο-φῠλᾰκία,urn:cite2:hmt:lsj.chicago_md:n74511,military_rank,embed,0.515,0.26,0.255,66,the command of the rear
πάρεδρ-ος,urn:cite2:hmt:lsj.chicago_md:n79211,military_rank,embed,0.515,0.342,0.173,1476,"sitting beside; sitting beside, near; assessor, coadjutor; counsellors; assessors; lieutenant; secondary; assistant divinity, familiar spirit, PMag. Berol.; Tab. Defix. Aud.; giving magical aid"
στολ-άρχης,urn:cite2:hmt:lsj.chicago_md:n96957,military_rank,seed+embed,0.515,0.309,0.206,217,commander of a fleet
ἀγών,urn:cite2:hmt:lsj.chicago_md:n1093,military_rank,embed,0.514,0.532,-0.018,3781,"gathering, assembly; assembly met to see games; place of contest, lists, course; lists; course; beside the mark; assembly; at the national games; contest for a prize; contest; a contest; struggle; battle, action; action at law, trial; speech; main argument; the time for; time for; the crisis; the issue; the question; mental struggle, anxiety; vehemence, power; divinity of the contest"
μονο-φᾰλαγγία,urn:cite2:hmt:lsj.chicago_md:n68696,military_rank,seed+embed,0.514,0.252,0.262,77,army marching in one phalanx
