lemma,urn,category,method,pos_score,neg_score,margin,entry_len,gloss
κρηπίς,urn:cite2:hmt:lsj.chicago_md:n59905,military_rank,embed,0.726,0.371,0.355,1354,"manʼs high boot; half-boot; soldiers’ boots; soldiers; shoeshaped cake; groundwork, foundation, basement; bottom; foundation; walled edge; quay; abutment; tiers; ox-tongue, Helminthia echioides"
στρᾰτηγ-ός,urn:cite2:hmt:lsj.chicago_md:n97121,military_rank,seed+embed,0.725,0.424,0.301,3358,"leader; commander of an army, general; commander, governor; masters; strategum te facio huic convivio; officers elected by yearly vote to command the army and navy, and conduct the war-department at home, commanders in chief and ministers of war; commander of the infantry; chief magistrates; military and civil governor of a nome; a; consul; proconsul; praetor; praetor urbanus; duumviri; chief magistrates of Roman colonies; Comes Orientis; an officer who had the custody of the Temple at Jerusalem; superintendent of police"
στρᾰτηγ-ία,urn:cite2:hmt:lsj.chicago_md:n97115,military_rank,seed+embed,0.717,0.449,0.268,1298,"office of general, command; office of; presidency; praetorship; period of command, campaign; troops commanded by one general, command; generalship; piece of strategy; province governed by a"
πεζ-αρχέω,urn:cite2:hmt:lsj.chicago_md:n80274,military_rank,embed,0.714,0.424,0.291,60,command infantry
δῠνᾰτ-ός,urn:cite2:hmt:lsj.chicago_md:n28588,military_rank,embed,0.7,0.481,0.219,2208,"strong, mighty; the ablest-bodied men; sound in limb; fit for service; powerful; able; mighty; powerful, influential; the chief men of rank and influence; able to produce, productive; potential; possible; practicable; quantum fieri possit; which are practicable; strongly, powerfully; most ably"
στρᾰτεία,urn:cite2:hmt:lsj.chicago_md:n97101,military_rank,seed,0.695,0.531,0.164,2023,"expedition, campaign; war; service done; expedition; foreign service; military service, warfare; campaigns; exauctoratus; levy of those liable to serve; military discipline; military appointment; campaign; army, expeditionary force; army; campaign."
ἡγεμών,urn:cite2:hmt:lsj.chicago_md:n46612,military_rank,seed,0.694,0.431,0.263,2633,"one who leads; guide; one who does a thing first, shows the way; leaders, Mnemos.; leader, commander, chief; chief, sovereign; queen; leader; president; a Roman Emperor; princeps; princeps juventutis; a provincial governor; praefectus Aegypti; Tab. Defix.Aud.; coping-tiles"
ἡγ-ήτωρ,urn:cite2:hmt:lsj.chicago_md:n46632,military_rank,seed,0.694,0.389,0.305,358,"f; leader, commander, chief; chiefs in war"
ἐφόδ-ιον,urn:cite2:hmt:lsj.chicago_md:n45809,military_rank,seed,0.668,0.422,0.245,1394,"supplies for travelling, money and provisions; of an army; travelling-allowance; ways and means, maintenance; sinews"
στράτιος,urn:cite2:hmt:lsj.chicago_md:n97130,military_rank,seed,0.668,0.422,0.245,328,"of an army; war, warlike; valiantly"
οὐλᾰμ-ηφόρος,urn:cite2:hmt:lsj.chicago_md:n75814,military_rank,seed,0.666,0.498,0.169,71,"bringing an army, warlike"
στρᾰτ-άρχης,urn:cite2:hmt:lsj.chicago_md:n97097,military_rank,seed,0.661,0.408,0.252,183,general of an army
ἐξηγ-έομαι,urn:cite2:hmt:lsj.chicago_md:n37267,military_rank,seed,0.653,0.502,0.15,2123,"to be leader of; lead, govern; show; the way to; go before, lead; lead the way to; lead an army; dictate; dictate, name; prescribe, order; order; expound, interpret; expound; tell at length, relate in full; set forth, explain; explain"
φᾰλαγγο-μᾰχέω,urn:cite2:hmt:lsj.chicago_md:n110159,military_rank,seed,0.644,0.396,0.248,136,fight in a phalanx; fight in the ranks
ἀμφί,urn:cite2:hmt:lsj.chicago_md:n5704,military_rank,seed,0.639,0.405,0.234,5792,"abhitas; ambi; on both sides;; about, for the sake of; for the possession of; for; sake; about, concerning; of; about, around; on both sides of; about; around; all round; round; upon; at, by; at; on; clinging to; over; in compass of; as concerning; as far as concerns; in; in virtue of; in respect of; concerning; added to; by, on; by; somewhere by; somewhere about; all about in; somewhere; somewhere on; to the neighbourhood of; and his train; army; next; school of; friends, Cra.; concerns; throughout, for; about, at the time of, during; about, around, on both; all sides; on both sides; on all sides; for the sake of"
ποιμᾱνόριον,urn:cite2:hmt:lsj.chicago_md:n84321,military_rank,seed,0.639,0.359,0.28,87,herd; army
ῥώμη,urn:cite2:hmt:lsj.chicago_md:n92927,military_rank,seed,0.639,0.392,0.247,1273,"bodily strength, might; strength; full strength; vigour; strength, force, might; a force; army; confidence"
στρᾰτιά,urn:cite2:hmt:lsj.chicago_md:n97128,military_rank,seed,0.639,0.359,0.28,852,"army; a land force; host, company, band; cohors ministrorum; expedition; service"
στρᾰτο-κῆρυξ,urn:cite2:hmt:lsj.chicago_md:n97135,military_rank,seed,0.639,0.359,0.28,313,herald of a camp; army; one of; attached to a; to a
στρᾰτοπέδ-ευμα,urn:cite2:hmt:lsj.chicago_md:n97144,military_rank,seed,0.639,0.359,0.28,79,army
στρᾰτόπεδ-ον,urn:cite2:hmt:lsj.chicago_md:n97148,military_rank,seed,0.639,0.359,0.28,642,"camp, encampment; encamped army; Castra Praetoriana; army; squadron; legion; the court; suite"
στρᾰτηγ-έω,urn:cite2:hmt:lsj.chicago_md:n97112,military_rank,seed,0.636,0.451,0.185,2672,to be general; are eligible as general; hold the office of; to be consul; to be praetor; to be general of; serve as general; manoeuvre so as..; Archons of Athens; do; as general; carry on the; war; manage; in his command; to be commanded by a general; serve under a; to be governed as a province; out-general
πεζο-μάχος,urn:cite2:hmt:lsj.chicago_md:n80300,military_rank,seed,0.633,0.487,0.146,155,fighting on foot; fighting as a soldier
στρᾰτο-λογέω,urn:cite2:hmt:lsj.chicago_md:n97136,military_rank,seed,0.631,0.336,0.294,170,"levy an army, enlist soldiers"
ὕπαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n106973,military_rank,seed,0.631,0.431,0.2,957,"subordinate commander, lieutenant; subordinate governor; proconsul; legatus; praefectus Aegypti; praefectus praetorio; praefectus praetorio Illyrici; praefectus urbi; subject to"
κοίρᾰν-ος,urn:cite2:hmt:lsj.chicago_md:n58468,military_rank,seed,0.63,0.385,0.245,373,"king; ruler; leader, commander; lord, master"
στρᾰτῐώτ-ης,urn:cite2:hmt:lsj.chicago_md:n97132,military_rank,seed,0.629,0.436,0.193,836,"soldier; professional soldier; water-lettuce; Pistia Stratiotes; Achillea Millefolium, yarrow; milfoil"
παραφῠλᾰκ-ίτης,urn:cite2:hmt:lsj.chicago_md:n79060,military_rank,seed,0.626,0.393,0.233,145,soldier of a garrison
τᾱγός,urn:cite2:hmt:lsj.chicago_md:n102171,military_rank,seed,0.626,0.395,0.231,728,"commander, ruler, chief; federal commander; college of magistrates; one such magistrate; president"
ἔξαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n36955,military_rank,seed,0.623,0.4,0.223,485,"leader, beginner; leader of a chorus; leader, chief; pontifex maximus; military commander"
πολέμαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n84409,military_rank,seed,0.623,0.402,0.221,740,"chieftain, war-lord; the third archon; military commander; chief, leader"
στρᾰτοπεδ-άρχης,urn:cite2:hmt:lsj.chicago_md:n97141,military_rank,seed,0.623,0.4,0.223,263,military commander; praefectus castrorum
καταστρᾰτηγ-έω,urn:cite2:hmt:lsj.chicago_md:n55307,military_rank,seed,0.621,0.408,0.213,380,"overcome by generalship; stratagem; out-general, outwit; counteract by stratagem"
ὅπλ-ισμα,urn:cite2:hmt:lsj.chicago_md:n74539,military_rank,seed,0.619,0.408,0.211,187,"army, armament; weapon; tackle"
στρᾰτῐωτ-ικός,urn:cite2:hmt:lsj.chicago_md:n97133,military_rank,seed,0.618,0.483,0.136,1416,"of; for soldiers; the pay of the forces; the soldiery; military affairs; military funds; aerarium militare; fit for a soldier, military; military; serving in the army; rather as troop-ships; warlike, soldierlike; like a rude soldier, brutally; eye-salves; stratioticum"
στρᾰτο-ϋπηρέτης,urn:cite2:hmt:lsj.chicago_md:n97151,military_rank,seed,0.618,0.402,0.215,76,army servant
ἐπιμελ-ητής,urn:cite2:hmt:lsj.chicago_md:n40161,military_rank,seed,0.615,0.418,0.196,1896,"one who has charge of; manager, curator; military; commander; curator; chiefs; clerk; master; inspector; curator viae Appiae; financial officer; deputy"
ἴλη,urn:cite2:hmt:lsj.chicago_md:n50360,military_rank,seed,0.614,0.338,0.276,707,"band, troop; companies; troop of horse; turma; ala; troop; company of soldiers"
κοσμ-ήτωρ,urn:cite2:hmt:lsj.chicago_md:n59309,military_rank,seed,0.614,0.421,0.194,400,"one who marshals an army, commander, leader; guide, director; one who adorns"
ἐφίστημι,urn:cite2:hmt:lsj.chicago_md:n45794,military_rank,seed,0.613,0.544,0.069,7163,"set, place upon; set over; to be appointed, instituted; b; bring in; to let; have a hand in; bring in, cause, occasion; set up, establish; ordain, prescribe; set by; near to; place in rear; stop, cause to halt; check; interrupt; having halted; to be checked, stopped; fix oneʼs; attend; give attention; with; care and accuracy; ad Them.; arrest the attention of; call; attention; having led; object; stand upon; to be imposed upon; stand on the top; surface; cream; form; to be set over; person in authority; officer in command; stand by; near; appear to; to be posted after; behind; stand against; appear before; come upon suddenly; by surprise; spring upon; occur; impend, be at hand; to be in store, lie in wait for; halt, stop; fix oneʼs mind on, give oneʼs attention to; set up; set, post; finem imponere; cause; to halt; having been"
στόλος,urn:cite2:hmt:lsj.chicago_md:n96979,military_rank,seed,0.609,0.518,0.091,2596,"equipment; expedition; an equipage; journey; voyage; in a journey; course; sending; the purpose; cause of a journey, mission, errand; vestments; armament, army; seaforce, fleet; party, band, troop; people; guild; appendage, excrescence; stump of the tail; a shipʼs prow"
πεζός,urn:cite2:hmt:lsj.chicago_md:n80306,military_rank,seed,0.604,0.432,0.172,3074,"on foot, walking; fighters on foot; on land, going by land; infantry; land-force, army; by land; land; beasts; prosaic; prose; unaccompanied by music; common, ordinary; on foot; without musical accompaniment; in prose; more like a foot-journey; more like prose"
ἐκλοχίζω,urn:cite2:hmt:lsj.chicago_md:n32406,military_rank,seed,0.603,0.338,0.265,81,pick out of a cohort; troop
ὁπλῑτ-ᾰγωγός,urn:cite2:hmt:lsj.chicago_md:n74543,military_rank,seed,0.603,0.338,0.265,116,carrying the heavy-armed; troop; transports
οὐλᾰμ-ός,urn:cite2:hmt:lsj.chicago_md:n75816,military_rank,seed,0.603,0.338,0.265,254,throng of warriors; a swarm; troop
στρᾰτῐῶτ-ις,urn:cite2:hmt:lsj.chicago_md:n97134,military_rank,seed,0.602,0.466,0.136,445,"martial; a soldierʼs; troop-ship, transport; soldier-fly; stratiotides"
στρᾰτο-φύλαξ,urn:cite2:hmt:lsj.chicago_md:n97152,military_rank,seed,0.602,0.411,0.191,80,commanding officer
τάξις,urn:cite2:hmt:lsj.chicago_md:n102381,military_rank,seed,0.596,0.695,-0.099,5492,"arranging, arrangement; drawing up in rank and file, order; disposition of an army; tactics; battle array, order of battle; a single rank; line; lines; body of soldiers; the quota of infantry furnished by each; company; squadron; band, company; a contingent of; men; membership of the militia palatina; post; place in the line; on the unattached list; arrangement, order; disposition; on; order, regularity; to be regular; in an orderly manner; ordine; ordinance; prescription; recipe; assessment; ration; political order, constitution; post, rank, position, station; ranging herself with; as; way; position; championship; order, class; function; list, register; account; payment; category; reduction; degree; treatise; fixed point of time, term; end; date fixed for the end"
στρᾰτοπέδ-ευσις,urn:cite2:hmt:lsj.chicago_md:n97145,military_rank,seed,0.59,0.306,0.284,144,"encamping; encampment, position of an army"
τετρωβολ-ίζω,urn:cite2:hmt:lsj.chicago_md:n103617,military_rank,seed,0.589,0.503,0.086,101,receive four obols; to be a soldier
ἀποτέλει-ος,urn:cite2:hmt:lsj.chicago_md:n14009,military_rank,seed,0.588,0.351,0.237,180,magistrate; subordinate commander
στρᾰτηλ-ᾰτέω,urn:cite2:hmt:lsj.chicago_md:n97124,military_rank,seed,0.588,0.44,0.148,319,"lead an army into the field; to be commander of, command"
ὑποστρᾰτηγ-ος,urn:cite2:hmt:lsj.chicago_md:n109242,military_rank,seed,0.588,0.351,0.237,366,subordinate commander; legatus
ὑποστρᾰτοφύλαξ,urn:cite2:hmt:lsj.chicago_md:n109243,military_rank,seed,0.588,0.351,0.237,77,subordinate commander
στράτ-ευμα,urn:cite2:hmt:lsj.chicago_md:n97103,military_rank,seed,0.586,0.326,0.261,817,"expedition, campaign; invasion; armament, army, host; naval armament; the people"
ταξῐαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n102377,military_rank,seed,0.584,0.381,0.204,1139,commander of a corps; squadron; commander of a; centurio; tribunus militum; legatus legionis; ordinarius; manipularis; evocatus; quota of infantry
φῠλᾰκ-ή,urn:cite2:hmt:lsj.chicago_md:n112530a,military_rank,seed,0.584,0.315,0.268,3859,"watching; guarding; watch and ward; to watch; watch; guard; garrison; the rank of; station, post; three; five; four; place for keeping; ward, prison; prison; guarding, keeping, preserving; guarded; occupied; to preserve; be; ware of; keep guard, be on the watch; custody; safeguard; precaution; precaution against"
σύνταγμα,urn:cite2:hmt:lsj.chicago_md:n100937,military_rank,seed,0.581,0.617,-0.036,1164,"that which is put together in order; body; drawn up in order; contingent; corps; cohors; whole army; double; battalion; the constitution of a state; a form; classes; orders; arrangement of musical notes, scale; mode; treatise, work, book; body of doctrine; arrangement; a word in a grammatical construction, syntactical element"
ἰλ-άρχης,urn:cite2:hmt:lsj.chicago_md:n50341,military_rank,seed,0.58,0.368,0.211,475,commander of a troop of horse; praefectus turmae; commander of eight elephants; command cavalry; to be sevir equitum
μεράρχ-ης,urn:cite2:hmt:lsj.chicago_md:n66296,military_rank,seed,0.577,0.348,0.23,241,distributing official; commander of a division of; men; commander of; elephants
ἀντιπαρ-άγω,urn:cite2:hmt:lsj.chicago_md:n10260,military_rank,seed,0.575,0.411,0.163,528,"shift in order to meet attacks; to be shifted in the other direction; to be produced correspondingly; adduce, allege on the other side; argue on the other side; lead an army against, advance to meet the enemy; march parallel with, skirt"
ἀντιστρᾰτιώτης,urn:cite2:hmt:lsj.chicago_md:n10537,military_rank,seed,0.572,0.421,0.151,97,soldier of the enemy
ξενᾱγ-ός,urn:cite2:hmt:lsj.chicago_md:n71485,military_rank,seed,0.572,0.419,0.154,407,"commander of mercenary troops; commander of a; cicerone, guide"
προστᾰτ-ης,urn:cite2:hmt:lsj.chicago_md:n90128,military_rank,seed,0.572,0.368,0.204,2837,"one who stands before, front-rank man; leader, chief; ruler; chief authors; administrator; president; presiding officer; one who stands before and protects, guardian, champion; patron; a patron; by oneʼs patronʼs name; patronus; one who stands before; suppliant; prostate gland"
στρᾰτό-μαντις,urn:cite2:hmt:lsj.chicago_md:n97138,military_rank,seed,0.567,0.343,0.224,75,prophet to the army
ἀρχηγός,urn:cite2:hmt:lsj.chicago_md:n15900,military_rank,seed,0.565,0.425,0.14,1034,"beginning, originating; primary, leading, chief; founder; ancestral heroine; founder of a family; prince, chief; chief captain, leader; first cause, originator; the originating power; primary, fundamental"
ὑποστρᾰτηγ-έω,urn:cite2:hmt:lsj.chicago_md:n109241,military_rank,seed,0.565,0.344,0.221,112,serve as subordinate commander
ἀρχι-στράτηγος,urn:cite2:hmt:lsj.chicago_md:n16006,military_rank,seed,0.564,0.361,0.203,96,commander-in-chief
ξενολόγ-ιον,urn:cite2:hmt:lsj.chicago_md:n71535,military_rank,seed,0.563,0.373,0.19,140,army of mercenaries
ῥῡμ-άρχης,urn:cite2:hmt:lsj.chicago_md:n92792,military_rank,seed,0.563,0.337,0.226,71,chief officer of
θῐᾰσ-ος,urn:cite2:hmt:lsj.chicago_md:n48858,military_rank,seed,0.561,0.339,0.222,687,"Bacchic revel, rout; religious guild, confraternity; company, troop; company; feast, banquet"
ἐπιστᾰτ-ης,urn:cite2:hmt:lsj.chicago_md:n40987,military_rank,seed,0.557,0.33,0.227,2757,"one who stands near; by; suppliant; oneʼs rear-rank man; even numbers; one who stands; is mounted upon; one who is set over, chief, commander; mastering; judges; stewards; supervisor; Rabbi, Ev.; president; chairman; keeper; overseer, superintendent; clerk; governor; administrator; magistrate; patronus"
στρᾰτηγ-ικός,urn:cite2:hmt:lsj.chicago_md:n97117,military_rank,seed,0.557,0.403,0.154,907,"of; for a general; a treatise on strategy; suited; fitted for command, general-like, versed in generalship; praetorian; milites praetoriani; tribunal praetorium; praetorius, ex-praetor"
φρούραρχ-ος,urn:cite2:hmt:lsj.chicago_md:n112383,military_rank,seed,0.555,0.33,0.225,477,commander of a watch; commandant of a garrison; guardians; gaoler
στρᾰτο-λογία,urn:cite2:hmt:lsj.chicago_md:n97137,military_rank,seed,0.554,0.339,0.216,114,"raising, levying an army"
σύνταξις,urn:cite2:hmt:lsj.chicago_md:n100957,military_rank,seed,0.554,0.614,-0.059,4556,"putting together in order, arranging; array in battle-order; system, arrangement, organization; organization; system; rule; the order; system of the world; modes; composition; framework, structure; extra ordinem; systematic treatise; collection; composite volume; rules for construction; scale; grammatical putting together; syntax; compound forms; rule for combination of sounds; letters; connected speech; body of troops; contingent; combined forces; company, troupe; covenant, previous arrangement; time and place arranged; ordinance; resolution; assigned impost, tribute, levy; subvention, pension; pay; salary; assignment"
φῡλαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n112557,military_rank,seed,0.554,0.362,0.193,632,chief officer of a; tribunus militum; chief priest; elders; sheikh; the commander of the cavalry furnished by each tribe
περιπολ-άρχης,urn:cite2:hmt:lsj.chicago_md:n81973,military_rank,seed,0.553,0.369,0.184,188,commander of military patrol
στρᾰτηγ-ητέον,urn:cite2:hmt:lsj.chicago_md:n97114,military_rank,seed,0.548,0.379,0.169,83,"one must be a general, one must command"
φρουραρχ-έω,urn:cite2:hmt:lsj.chicago_md:n112380,military_rank,seed,0.548,0.39,0.158,119,to be commandant of a garrison
στρᾰτός,urn:cite2:hmt:lsj.chicago_md:n97150,military_rank,seed,0.547,0.611,-0.064,997,"army, host.; the commons, people; band; body"
παραστρᾰτ-εύομαι,urn:cite2:hmt:lsj.chicago_md:n78829,military_rank,seed,0.544,0.341,0.203,96,march with an army
δῐ-λοχίτης,urn:cite2:hmt:lsj.chicago_md:n27059,military_rank,seed,0.543,0.33,0.213,82,commander of a
ἐξοπλ-ῐσία,urn:cite2:hmt:lsj.chicago_md:n37573,military_rank,seed,0.543,0.343,0.2,256,"muster of troops under arms, review; under arms; field-day, manoeuvres"
κεράρχης,urn:cite2:hmt:lsj.chicago_md:n56729,military_rank,seed,0.543,0.33,0.213,132,commander of a; commander of thirty-two elephants
λᾱάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n61435,military_rank,seed,0.543,0.33,0.213,88,commander of a
λοχ-ᾱγός,urn:cite2:hmt:lsj.chicago_md:n63969,military_rank,seed,0.543,0.364,0.178,561,leader of an armed band; commander of a company; captain; commander of a; centurio; curio
ὁπλο-φόρος,urn:cite2:hmt:lsj.chicago_md:n74588,military_rank,seed,0.543,0.395,0.148,371,"bearing arms: armed man, warrior, soldier"
πεντηκόνταρχ-ος,urn:cite2:hmt:lsj.chicago_md:n80838,military_rank,seed,0.543,0.33,0.213,272,commander of fifty men; commander of a; leader of a company of fifty
τελάρχης,urn:cite2:hmt:lsj.chicago_md:n102916,military_rank,seed,0.543,0.33,0.213,130,commander of a
τετρᾰφᾰλαγγ-άρχης,urn:cite2:hmt:lsj.chicago_md:n103568,military_rank,seed,0.543,0.33,0.213,78,commander of a
φᾰλαγγ-άρχης,urn:cite2:hmt:lsj.chicago_md:n110150,military_rank,seed,0.543,0.33,0.213,194,commander of a
χῑλιάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n113995,military_rank,seed,0.543,0.33,0.213,240,commander of a; tribunus militum
χῑλίαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n113998,military_rank,seed,0.543,0.356,0.187,354,captain over a thousand; commandant
ἐπῑλάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n39993,military_rank,seed,0.542,0.324,0.217,83,commander of an
ψῑλ-ῐκός,urn:cite2:hmt:lsj.chicago_md:n115725,military_rank,seed,0.542,0.468,0.074,138,of; for a light-armed soldier; light troops
λόγχ-η,urn:cite2:hmt:lsj.chicago_md:n63783,military_rank,seed,0.538,0.388,0.15,914,"spear-head; the point with its barbs; the spear-head; of the spear-head; lance-shaped birth-mark; lance, spear, javelin; troop of spearmen"
τρῐ-φᾰλαγγία,urn:cite2:hmt:lsj.chicago_md:n105364,military_rank,seed,0.538,0.268,0.271,144,triple phalanx; army marching in three phalanxes
μῡρῐ-άρχης,urn:cite2:hmt:lsj.chicago_md:n69250,military_rank,seed,0.534,0.315,0.218,70,commander of; men
ὅμ-ασπις,urn:cite2:hmt:lsj.chicago_md:n73413,military_rank,seed,0.534,0.443,0.091,57,fellow-soldier
πεντᾰκοσι-άρχης,urn:cite2:hmt:lsj.chicago_md:n80661,military_rank,seed,0.534,0.315,0.218,216,commander of; men
σημάν-τωρ,urn:cite2:hmt:lsj.chicago_md:n93802,military_rank,seed,0.534,0.387,0.147,619,"one who gives a signal, leader, commander; driver; herdsman; subordinate officers; informer, guide; indicator"
συστρᾰτιώτης,urn:cite2:hmt:lsj.chicago_md:n101489,military_rank,seed,0.534,0.443,0.091,390,fellow-soldier
ναύαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n69791,military_rank,seed,0.532,0.355,0.177,454,"commander of a fleet, admiral; the Spartan admiral-in-chief; nauarchorum coetus circiter provincias Orientis"
ὀψων-ιασμός,urn:cite2:hmt:lsj.chicago_md:n76387,military_rank,seed,0.529,0.251,0.277,137,furnishing with provisions; supplies and pay of an army
ὑπηρέτ-ης,urn:cite2:hmt:lsj.chicago_md:n108051,military_rank,seed,0.529,0.395,0.135,1729,"rower; underling, servant, attendant; subordinate; a helper in; the servant who attended each man-at-arms; assistant; petty officer; staff-officers in immediate attendance on the general, aides-de-camp, adjutants; officer attached to; servitor"
ἐπιλοχᾱγός,urn:cite2:hmt:lsj.chicago_md:n40087,military_rank,seed,0.528,0.342,0.186,79,commander of the
ἐνωμοτ-ία,urn:cite2:hmt:lsj.chicago_md:n36441,military_rank,seed,0.527,0.341,0.186,262,band of sworn soldiers; division of the Spartan army; a quarter of a
ἀποστράτηγος,urn:cite2:hmt:lsj.chicago_md:n13885,military_rank,seed,0.526,0.303,0.223,204,"retired general; remove; from the command, supersede; general who has completed his term of office"
ἀγελ-άρχης,urn:cite2:hmt:lsj.chicago_md:n427,military_rank,seed,0.523,0.334,0.189,259,"leader of a flock; herd; leader, captain"
ἐπιβᾰτ-εύω,urn:cite2:hmt:lsj.chicago_md:n38895,military_rank,seed,0.518,0.334,0.184,601,"set oneʼs foot upon, occupy; take oneʼs stand upon; usurping; rely upon..; to be an; passenger; soldier on board; ship; mount"
φᾰλαγγ-ίτης,urn:cite2:hmt:lsj.chicago_md:n110157,military_rank,seed,0.518,0.295,0.223,172,soldier in a phalanx
ἐπεξ-όδιος,urn:cite2:hmt:lsj.chicago_md:n38698,military_rank,seed,0.517,0.317,0.2,150,of a march; expedition; before the march of an army
ἀντιστράτηγος,urn:cite2:hmt:lsj.chicago_md:n10536,military_rank,seed,0.515,0.356,0.159,706,enemyʼs general; acting commander; governor; pro consule; pro praetore; propraetor; lieutenant; legatus pro praetore; legatus Augusti pro praetore
στολ-άρχης,urn:cite2:hmt:lsj.chicago_md:n96957,military_rank,seed,0.515,0.309,0.206,217,commander of a fleet
μονο-φᾰλαγγία,urn:cite2:hmt:lsj.chicago_md:n68696,military_rank,seed,0.514,0.252,0.262,77,army marching in one phalanx
λοχ-ίτης,urn:cite2:hmt:lsj.chicago_md:n63991,military_rank,seed,0.513,0.377,0.136,402,"one of the same; company, fellow-soldier, comrade; attendants; comitia centuriata; one who lies in wait"
πρῳρ-εύς,urn:cite2:hmt:lsj.chicago_md:n90900,military_rank,seed,0.513,0.325,0.188,218,officer in command at the bow
χορός,urn:cite2:hmt:lsj.chicago_md:n114468,military_rank,seed,0.513,0.324,0.189,2956,"dance; chorus; choir, band of dancers and singers, h. Ven.; choir, troop; row; a row; class; place for dancing; a ring-dance."
ἔξειμι,urn:cite2:hmt:lsj.chicago_md:n37074,military_rank,seed,0.512,0.313,0.199,1328,"ibo; go out, come out; leave; quit service; come forth; submit; march out with an army; go out; come forward on the stage; come to an end, expire; cease"
τρῐήραρχ-ος,urn:cite2:hmt:lsj.chicago_md:n104945,military_rank,seed,0.51,0.321,0.189,578,"captain of a trireme; trierarch, one who; had to fit out a trireme for the public service; naval commander"
ναύκληρ-ος,urn:cite2:hmt:lsj.chicago_md:n69808,military_rank,seed,0.509,0.313,0.195,672,"shipowner and merchant; skipper, sailing-master; captain, commander; the masterʼs; one who rented and sub-let tenement-houses"
τᾰγοῦχος,urn:cite2:hmt:lsj.chicago_md:n102172,military_rank,seed,0.507,0.266,0.241,78,"having command, commander"
στρᾰτόπλωτος,urn:cite2:hmt:lsj.chicago_md:n97149,military_rank,seed,0.503,0.283,0.22,104,transporting an army; for sailing
ἱππ-αρμοστής,urn:cite2:hmt:lsj.chicago_md:n50672,military_rank,seed,0.502,0.329,0.174,110,commander of cavalry
ἵππαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n50679,military_rank,seed,0.502,0.408,0.094,537,ruling the horse; commander of cavalry; magister equitum; praefectus equitum
αὐτ-ερέτης,urn:cite2:hmt:lsj.chicago_md:n17589,military_rank,seed,0.5,0.214,0.286,182,one who rows himself; rower and soldier at once; rowing oneʼs own boat
ὁπλῑτ-ης,urn:cite2:hmt:lsj.chicago_md:n74546,military_rank,seed,0.499,0.383,0.116,955,"heavy-armed, armed; of men in armour; an armed; warrior; heavy-armed foot-soldier, man-at-arms"
πεντηκοντ-ήρ,urn:cite2:hmt:lsj.chicago_md:n80846,military_rank,seed,0.496,0.263,0.233,191,commander of fifty men
στρᾰτηλ-ᾰτικός,urn:cite2:hmt:lsj.chicago_md:n97126,military_rank,seed,0.496,0.331,0.165,84,of; for a commander
ἁρμ-όστωρ,urn:cite2:hmt:lsj.chicago_md:n15297,military_rank,seed,0.495,0.292,0.204,64,commander
ἔπαρχ-ος,urn:cite2:hmt:lsj.chicago_md:n38343,military_rank,seed,0.495,0.292,0.204,702,commander; governor of a country; praefectus; pracf. fabrum; praef. urbi; praef. castrorum; praef. praetorio; prefect; ex praefecto
ἐπιτάκ-της,urn:cite2:hmt:lsj.chicago_md:n41238,military_rank,seed,0.495,0.292,0.204,137,commander; Imperiosus
ἐφέτ-ης,urn:cite2:hmt:lsj.chicago_md:n45687,military_rank,seed,0.495,0.292,0.204,320,commander; the Ephetae; judge of appeals
πρωτάρχ-ης,urn:cite2:hmt:lsj.chicago_md:n90915,military_rank,seed,0.495,0.292,0.204,72,commander
ἔνταξις,urn:cite2:hmt:lsj.chicago_md:n36157,military_rank,seed,0.494,0.255,0.239,201,"putting in, insertion; placing of light-armed soldiers alternately with hoplites in the phalanx"
συστρᾰτηγ-έω,urn:cite2:hmt:lsj.chicago_md:n101487,military_rank,seed,0.492,0.432,0.06,145,to be a fellow-general; help in procuring
ἀρχι-μάχιμος,urn:cite2:hmt:lsj.chicago_md:n15971,military_rank,seed,0.489,0.317,0.172,109,officer of native Egyptian troops
διαστρᾰτηγέω,urn:cite2:hmt:lsj.chicago_md:n25942,military_rank,seed,0.489,0.312,0.178,417,assume the position of general; to out-general; practise stratagems; conduct; to its close; come to the end of oneʼs praetorship
θήρ-αρχος,urn:cite2:hmt:lsj.chicago_md:n48710,military_rank,seed,0.487,0.289,0.198,140,commander of two elephants; his command
παραφῠλᾰκ-ή,urn:cite2:hmt:lsj.chicago_md:n79058a,military_rank,seed,0.487,0.351,0.136,414,"guard, garrison; keeping securely, safeguarding; watchfulness; police-; garrison-duty, Not.Arch.; observation"
φρουρά,urn:cite2:hmt:lsj.chicago_md:n112379,military_rank,seed,0.487,0.381,0.106,1296,"look-out, watch, guard; watch; watchful; while on guard; a watch of the night; prison, ward; guard, garrison; frontier-posts; garrison-duty; a body of men destined for service; levy; ban’"
