lemma,sense_id,n_occ,n_senses_lemma,silhouette,gloss,gloss_source,top_context_lemmas,example_citations
τετραπλόος,0,1,1,,fourfold,lsj,Ἀχαιός τριπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω,Iliad 1.128
ἀποτίνω,0,1,1,,repay; pay for; may atone for; made atonement,lsj,Ἀχαιός τριπλόος τετραπλόος Ζεύς δίδωμι πόλις Τροία εὐτείχεος ἐξαλαπάζω,Iliad 1.128
ἠχήεις,0,1,1,,"sounding, ringing, roaring; high, echoing",lsj,βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα,Iliad 1.157
βοῦς,0,1,1,,"bullock, bull, ox; cow; cattle; buffalo",lsj,ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.154
ἵππος,0,1,1,,horse; mare; team of chariot-horses; the chariot,lsj,βοῦς ἐλαύνω Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.154
ἐριβῶλαξ,0,1,1,,with large clods; very fertile,lsj,βοῦς ἐλαύνω ἵππος Φθία βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.155
βωτιάνειρα,0,1,1,,"man-feeding, nurse of heroes",lsj,βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ καρπός1 δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.155
καρπός1,0,1,1,,"fruit; the fruits of the earth, corn; harvest; crops",lsj (homograph 1),βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα δηλέομαι πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.156
δηλέομαι,0,1,1,,"hurt, do a mischief to; did; a mischief; slew",lsj,βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 πολύς ὄρος σκιόεις θάλασσα ἠχήεις,Iliad 1.156
σκιόεις,0,1,1,,"shady, shadowy; shady; thickly wooded; dark",lsj,βοῦς ἐλαύνω ἵππος Φθία ἐριβῶλαξ βωτιάνειρα καρπός1 δηλέομαι πολύς ὄρος θάλασσα ἠχήεις,Iliad 1.157
ἀναιδής,0,1,1,,"shameless; ruthless; the reckless, ruthless; greedy",lsj,μέγας ἕπομαι χαίρω τιμή ἄρνυμαι Μενέλαος κυνώπης Τρώς,Iliad 1.158
Τροία,0,1,1,,Troy; ‘Troy-town’; the Troad; from Troy,lsj,Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις εὐτείχεος ἐξαλαπάζω,Iliad 1.129
ἄρνυμαι,0,1,1,,"win, gain; striving; maintaining; trying to win, striving to secure",lsj,μέγας ἀναιδής ἕπομαι χαίρω τιμή Μενέλαος κυνώπης Τρώς,Iliad 1.159
Μενέλαος,0,1,1,,Abiding-men,lsj,μέγας ἀναιδής ἕπομαι χαίρω τιμή ἄρνυμαι κυνώπης Τρώς,Iliad 1.159
κυνώπης,0,1,1,,dog-eyed; shameless one,lsj,μέγας ἀναιδής ἕπομαι χαίρω τιμή ἄρνυμαι Μενέλαος Τρώς,Iliad 1.159
μετατρέπομαι,0,1,1,,,none,,Iliad 1.160
μογέω,0,1,1,,"toil, suffer; suffers; tired; with pain",lsj,γέρας ἀφαιρέω ἀπειλέω πολύς δίδωμι υἱός Ἀχαιός,Iliad 1.162
ναίω,0,1,1,,"dwell, abide; dwell in, inhabit; to be inhabited; lie, be situated",lsj,ἴσος ἔχω γέρας Ἀχαιός Τρώς ἐκπέρθω πτολίεθρον,Iliad 1.164
πτολίεθρον,0,1,1,,,none,ἴσος ἔχω γέρας Ἀχαιός Τρώς ἐκπέρθω ναίω,Iliad 1.164
αἴτιος,0,1,1,,"culpable, responsible; the most guilty; the accused, the culprit; they who have sinned against",lsj,Τρώς ἔρχομαι αἰχμητής μάχομαι,Iliad 1.153
ὁδός,0,1,1,,"way, road; course, channel; to truth; further on the way, forwards",lsj,ἀναίδεια ἐπιέννυμι κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ἔρχομαι ἀνήρ μάχομαι,Iliad 1.151
κερδαλεόφρων,0,1,1,,greedy of gain; crafty,lsj,ἀναίδεια ἐπιέννυμι πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι,Iliad 1.149
ἐπιέννυμι,0,1,1,,put on besides; over; threw; clad in,lsj,ἀναίδεια κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι,Iliad 1.149
εὐτείχεος,0,1,1,,well-walled,lsj,Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία ἐξαλαπάζω,Iliad 1.129
ἐξαλαπάζω,0,1,1,,"sack, storm; empty; of its inhabitants, clear; out",lsj,Ἀχαιός τριπλόος τετραπλόος ἀποτίνω Ζεύς δίδωμι πόλις Τροία εὐτείχεος,Iliad 1.129
θεοείκελος,0,1,1,,godlike,lsj,ἀγαθός Ἀχιλλεύς κλέπτω νόος παρέρχομαι πείθω,Iliad 1.131
κλέπτω,0,1,1,,clèpere; hlifan; hliftus; steal,lsj,ἀγαθός θεοείκελος Ἀχιλλεύς νόος παρέρχομαι πείθω,Iliad 1.132
παρέρχομαι,0,1,1,,"ibo; go by, beside; past, pass by; passed away",lsj,ἀγαθός θεοείκελος Ἀχιλλεύς κλέπτω νόος πείθω,Iliad 1.132
δεύω2,0,1,1,,"miss, want; he missed, failed; feel the want; loss of, be without",lsj (homograph 2),ἐθέλω ἔχω γέρας ἧμαι,Iliad 1.134
ἀποδίδωμι,0,1,1,,"give up; back, restore, return; render what is due, pay; give",lsj,κέλομαι,Iliad 1.134
ἀραρίσκω,0,1,1,,"join, fit together; join together, fasten; knitted; pack up",lsj,δίδωμι γέρας μεγάθυμος Ἀχαιός θυμός ἀντάξιος,Iliad 1.136
ἀντάξιος,0,1,1,,worth just as much as; worth; itself; worth as much as,lsj,δίδωμι γέρας μεγάθυμος Ἀχαιός ἀραρίσκω θυμός,Iliad 1.136
μεταφράζω,0,1,1,,paraphrase; translate; consider after,lsj,,Iliad 1.140
εἷς,0,1,1,,"sem; one, one; single man; single",lsj,ἀνήρ ἀρχός βουληφόρος Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι,Iliad 1.144
βουληφόρος,0,1,1,,"counselling, advising; like a counsellor",lsj,ἀνήρ εἷς ἀρχός Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι,Iliad 1.144
Ἰδομενεύς,0,1,1,,,none,ἀνήρ εἷς ἀρχός βουληφόρος Αἴας δῖος Ὀδυσσεύς Πηλείδης πᾶς ἔκπαγλος Ἑκάεργος ἱλάσκομαι,Iliad 1.145
ἔκπαγλος,0,1,1,,"terrible, violent; terribly, vehemently, exceedingly; beyond all measure; marvellous, wondrous",lsj,ἀνήρ εἷς ἀρχός βουληφόρος Αἴας Ἰδομενεύς δῖος Ὀδυσσεύς Πηλείδης πᾶς Ἑκάεργος ἱλάσκομαι,Iliad 1.146
ἀναίδεια,0,1,1,,shamelessness; unforgivingness,lsj,ἐπιέννυμι κερδαλεόφρων πρόφρων ἔπος πείθω Ἀχαιός ὁδός ἔρχομαι ἀνήρ μάχομαι,Iliad 1.149
ἀναφαίνω,0,1,1,,"cause to give light, make to blaze up; bring to light, produce; show forth, make known, display; send forth a loud",lsj,εὔχομαι Δαναοί Ἀπόλλων Ζεύς φίλος Κάλχας θεοπροπία ζάω χθών δέρκομαι κοῖλος ναῦς,Iliad 1.87
θεοπρόπιον,0,1,1,,,none,θαρσέω εἶπον οἶδα,Iliad 1.85
σώζω,0,1,1,,"save, keep; save from death, keep alive; spare; to be saved, kept alive, preserved",lsj (relaxed match),φράζω,Iliad 1.83
γεραιός,0,1,1,,"old; reverend sire; the elders, senators; eldest",lsj,πολύς κίω ἀράομαι Ἀπόλλων ἄναξ εὔκομος τίκτω Λητώ,Iliad 1.35
ἔπειμι,0,1,1,,"sum; to be upon; to be upon, be set upon; to be attached",lsj,γῆρας οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω,Iliad 1.29
Ἄργος,0,1,1,,,none,γῆρας ἔπειμι οἶκος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω,Iliad 1.30
πάτρη,0,1,1,,,none,γῆρας ἔπειμι οἶκος Ἄργος ἱστός ἐποίχομαι λέχος ἀντιάω,Iliad 1.30
ἐρεθίζω,0,1,1,,"rouse to anger, rouse to fight; challenge to; provoke to curiosity; excite, chafe",lsj,σῶς νέομαι,Iliad 1.32
νέομαι,0,1,1,,come; go back; return; násate,lsj,ἐρεθίζω σῶς,Iliad 1.32
πολύφλοισβος,0,1,1,,loud-roaring; confused,lsj,βαίνω ἀκέων θίς θάλασσα,Iliad 1.34
εὔκομος,0,1,1,,lovely-haired; well-fleeced; with goodly foliage,lsj,πολύς κίω ἀράομαι γεραιός Ἀπόλλων ἄναξ τίκτω Λητώ,Iliad 1.36
τόξον,0,1,1,,"bow; the bow; by guess; bowmanship, archery",lsj,βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ ὦμος ἔχω ἀμφηρεφής φαρέτρα,Iliad 1.45
Σμινθεύς,0,1,1,,the Sminthian; mouse-killer; games at festival of Apollo,lsj,χαρίεις ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.39
χαρίεις,0,1,1,,"graceful, beautiful; gracious; acceptable; elegant, accomplished",lsj,Σμινθεύς ναός ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.39
ναός,0,1,1,,"temple; inmost part of a temple, shrine; portable shrine",lsj,Σμινθεύς χαρίεις ἐρέφω πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.39
ἐρέφω,0,1,1,,"cover with a roof; thatched; cover with a crown, crown; crown oneself",lsj,Σμινθεύς χαρίεις ναός πίων μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.39
πίων,0,1,1,,"fat; rich; wealthy, abounding; plenteous",lsj,Σμινθεύς χαρίεις ναός ἐρέφω μηρία καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.40
μηρία,0,1,1,,thigh-bones; thigh-bones in their fat; thighs,lsj,Σμινθεύς χαρίεις ναός ἐρέφω πίων καίω ταῦρος αἴξ κραίνω ἔλδωρ,Iliad 1.40
δάκρυον,0,1,1,,"tear; that which drops like tears, gum, sap",lsj,τίνω Δαναοί βέλος,Iliad 1.42
γῆρας,0,1,1,,"old age; cast skin, slough of a serpent",lsj,ἔπειμι οἶκος Ἄργος πάτρη ἱστός ἐποίχομαι λέχος ἀντιάω,Iliad 1.29
ὕστερος,0,1,1,,"latter, last; úttaras, uttamás; latter; coming after, behind",lsj,γέρων κοῖλος ναῦς κιχάνω δηθύνω εἶμι χραισμέω σκῆπτρον στέμμα θεός,Iliad 1.27
δηθύνω,0,1,1,,"tarry, delay; to be prolonged; to be slow",lsj,γέρων κοῖλος ναῦς κιχάνω ὕστερος εἶμι χραισμέω σκῆπτρον στέμμα θεός,Iliad 1.27
κιχάνω,0,1,1,,"reach, hit; light upon, meet with; reach, overtake; shall reach",lsj,γέρων κοῖλος ναῦς δηθύνω ὕστερος εἶμι χραισμέω σκῆπτρον στέμμα θεός,Iliad 1.26
οὐλόμενος,0,1,1,,"accursed; ruined, lost; unhappy, wretched",lsj,μῆνις ἀείδω θεά Πηλείδης Ἀχιλλεύς,Iliad 1.2
μυρίος,0,1,1,,"numberless, countless, infinite; measureless, immense, in finite; boundless; all kinds of",lsj,Ἀχαιός ἄλγος τίθημι,Iliad 1.2
ἴφθιμος,0,1,1,,"stout, strong; comely, stately; strong, powerful",lsj,πολύς ψυχή Ἅιδης προιάπτω ἥρως,Iliad 1.3
ψυχή,0,1,1,,"life; lives; dear as life; departed spirit, ghost",lsj,πολύς ἴφθιμος Ἅιδης προιάπτω ἥρως,Iliad 1.3
Ἅιδης,0,1,1,,Hades; nether; to the nether world; place of departed spirits,lsj,πολύς ἴφθιμος ψυχή προιάπτω ἥρως,Iliad 1.3
προιάπτω,0,1,1,,"send forth, hurl away; project",lsj (relaxed match),πολύς ἴφθιμος ψυχή Ἅιδης ἥρως,Iliad 1.3
ἑλώριον,0,1,1,,,none,τεύχω κύων οἰωνός πᾶς,Iliad 1.4
οἰωνός,0,1,1,,"a large bird, bird of prey; birds; a bird of omen; augury",lsj,ἑλώριον τεύχω κύων πᾶς,Iliad 1.5
διίστημι,0,1,1,,"set apart, separate; set; at variance with; divide",lsj (relaxed match),πρῶτος ἐρίζω Ἀτρείδης ἄναξ ἀνήρ δῖος Ἀχιλλεύς,Iliad 1.6
νόσος,0,1,1,,"sickness, disease, plague; distress, anguish; disease of mind; madness",lsj,βασιλεύς χολόω στρατός ὄρνυμι κακός,Iliad 1.10
ὄρνυμι,0,1,1,,"ārta; orior; stir, stir up; urge on, incite",lsj,βασιλεύς χολόω νόσος στρατός κακός,Iliad 1.10
ὀλέκω,0,1,1,,"ruin, destroy, kill; prey; perish, die",lsj,λαός Χρύσης ἀτιμάζω ἀρητήρ Ἀτρείδης,Iliad 1.10
ἀτιμάζω,0,1,1,,"hold in no honour, esteem lightly; bring dishonour upon; speakest in dishonour of; suffer dishonour, insult",lsj,ὀλέκω λαός Χρύσης ἀρητήρ Ἀτρείδης,Iliad 1.11
ἐυκνήμις,0,1,1,,well-greaved; with goodly spokes,lsj (relaxed match),Ἀτρείδης Ἀχαιός θεός δίδωμι Ὀλύμπιος δῶμα ἔχω ἐκπέρθω Πρίαμος πόλις ἱκνέομαι,Iliad 1.17
ἅζομαι,0,1,1,,"stand in awe of, esp. gods and oneʼs parents; respects; I fear; reverently, in holy fear",lsj,παῖς λύω φίλος ἄποινα δέχομαι Ζεύς υἱός ἑκηβόλος Ἀπόλλων,Iliad 1.21
κάρηνον,0,1,1,,head; peaks,lsj,βαίνω Ὄλυμπος χώομαι κῆρ τόξον ὦμος ἔχω ἀμφηρεφής φαρέτρα,Iliad 1.44
ἀμφηρεφής,0,1,1,,"covered on both sides, close-covered",lsj,βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ τόξον ὦμος ἔχω φαρέτρα,Iliad 1.45
κότος,0,1,1,,"grudge, rancour, ill-will; vengeance",lsj,χόλος καταπέσσω ἔχω τελέω στῆθος,Iliad 1.82
οἰωνοπόλος,0,1,1,,"one busied with the flight and cries of birds, an augur; augur",lsj,ἀνίστημι Κάλχας Θεστορίδης ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος,Iliad 1.69
δαμάζω,0,1,1,,"overpower; tame, break in; work; clear",lsj,Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος λοιμός Ἀχαιός,Iliad 1.61
λοιμός,0,1,1,,"plague; plague, pest; pestilent",lsj,Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος δαμάζω Ἀχαιός,Iliad 1.61
ὀνειροπόλος,0,1,1,,interpreter of dreams; belonging to dreams,lsj,μάντις εἴρω2 ἱερεύς ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι,Iliad 1.63
ὄναρ,0,1,1,,"dream, vision in sleep; dream; in a dream, in sleep; in a dream",lsj,μάντις εἴρω2 ἱερεύς ὀνειροπόλος Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή ἐπιμέμφομαι,Iliad 1.63
ἀρνός,0,1,1,,,none,μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή,Iliad 1.66
τέλειος,0,1,1,,"perfect; entire, without spot; blemish; perfect, of full tale",lsj,μάντις εἴρω2 ἱερεύς ὀνειροπόλος ὄναρ Ζεύς εἶπον τόσος χώομαι Φοῖβος Ἀπόλλων εὐχωλή,Iliad 1.66
Θεστορίδης,0,1,1,,,none,ἀνίστημι Κάλχας οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος,Iliad 1.69
ἡγέομαι,0,1,1,,"go before, lead the way; precede; to go before; might guide",lsj,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς Ἀχαιός Ἴλιος μαντοσύνη πόρω Φοῖβος,Iliad 1.71
φαρέτρα,0,1,1,,quiver; quiver-full of,lsj,βαίνω Ὄλυμπος κάρηνον χώομαι κῆρ τόξον ὦμος ἔχω ἀμφηρεφής,Iliad 1.45
Ἴλιος,0,1,1,,"Ilios; Ilium, the city of Ilus, Troy; from Troy; before Troy",lsj,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός μαντοσύνη πόρω Φοῖβος,Iliad 1.71
μαντοσύνη,0,1,1,,the art of divination,lsj,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος πόρω Φοῖβος,Iliad 1.72
πόρω,0,1,1,,,none,ἀνίστημι Κάλχας Θεστορίδης οἰωνοπόλος ἄριστος οἶδα ναῦς ἡγέομαι Ἀχαιός Ἴλιος μαντοσύνη Φοῖβος,Iliad 1.72
ἑκατηβελέτης,0,1,1,,six,lsj,Ἀχιλλεύς κέλομαι Ζεύς φίλος μυθέομαι μῆνις Ἀπόλλων ἄναξ,Iliad 1.75
συντίθημι,0,1,1,,place; put together; fold; together,lsj,,Iliad 1.76
κρείσσων,0,1,1,,"stronger, mightier; having the upper hand, superior; prevail; better",lsj,βασιλεύς χώομαι ἀνήρ χείρων,Iliad 1.80
καταπέσσω,0,1,1,,"digest; digest, keep from rising; bear; meekly",lsj,χόλος ἔχω κότος τελέω στῆθος,Iliad 1.81
θάνατος,0,1,1,,death; the death threatened; to death; death-penalty,lsj,Ἀτρείδης παλιμπλάζομαι οἴομαι ἀπονοστέω φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός,Iliad 1.60
ἀπονοστέω,0,1,1,,"return, come home; when he returns from",lsj,Ἀτρείδης παλιμπλάζομαι οἴομαι θάνατος φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός,Iliad 1.60
παλιμπλάζομαι,0,1,1,,"foiled, driven back",lsj,Ἀτρείδης οἴομαι ἀπονοστέω θάνατος φεύγω πόλεμος δαμάζω λοιμός Ἀχαιός,Iliad 1.59
μετάφημι,0,1,1,,speak among,lsj,ἀγείρω ὁμηγερής γίγνομαι ἀνίστημι πούς ὠκύς Ἀχιλλεύς,Iliad 1.58
κλάζω,0,1,1,,"make a sharp piercing sound; scream; bark, bay; clash, rattle",lsj,ὀιστός ὦμος χώομαι κινέω,Iliad 1.46
ὀιστός,0,1,1,,"arrow; arrow-head, Sagitta sagittifolia; Sagitta",lsj (relaxed match),κλάζω ὦμος χώομαι κινέω,Iliad 1.46
κινέω,0,1,1,,set in motion; move; rock; remove,lsj,κλάζω ὀιστός ὦμος χώομαι,Iliad 1.47
νύξ,0,1,1,,night; mght-season; a night; by night,lsj,εἶμι εἴκω1,Iliad 1.47
ἰός,0,1,1,,arrow,lsj,ἵημι,Iliad 1.48
κλαγγή,0,1,1,,any sharp sound; twang; scream; confused cries of a throng,lsj,δεινός γίγνομαι ἀργύρεος βιός,Iliad 1.49
βιός,0,1,1,,bow; jiyā´; gijà,lsj,δεινός κλαγγή γίγνομαι ἀργύρεος,Iliad 1.49
ὀρεύς,0,1,1,,mule,lsj,πρῶτος ἐποίχομαι κύων ἀργός,Iliad 1.50
ἀργός,0,1,1,,"shining, glistening; swift-footed; white; Swift-foot",lsj,ὀρεύς πρῶτος ἐποίχομαι κύων,Iliad 1.50
ἐχεπευκής,0,1,1,,"pungo) sharp, piercing; bitter",lsj,βέλος ἐφίημι βάλλω,Iliad 1.51
πυρή,0,1,1,,,none,νέκυς καίω θαμέες,Iliad 1.52
νέκυς,0,1,1,,corpse; dead person; spirits of the dead; dead,lsj,πυρή καίω θαμέες,Iliad 1.52
θαμέες,0,1,1,,"crowded, close-set; frequent",lsj,πυρή νέκυς καίω,Iliad 1.52
δέκατος,0,1,1,,"tenth; tenth part, tithe; of the tenth; the tenth day",lsj,ἀγορά καλέω λαός Ἀχιλλεύς,Iliad 1.54
ὁμηγερής,0,1,1,,assembled; all assembled,lsj,ἀγείρω γίγνομαι ἀνίστημι μετάφημι πούς ὠκύς Ἀχιλλεύς,Iliad 1.57
πολυάιξ,0,1,1,,,none,πλείων πόλεμος χείρ διέπω,Iliad 1.165
διέπω,0,1,1,,"manage, conduct; drove; away; traverse",lsj,πλείων πολυάιξ πόλεμος χείρ,Iliad 1.166
δασμός,0,1,1,,division of spoil; tribute; tribute paid,lsj,ἱκνέομαι γέρας πολύς μέγας,Iliad 1.166
βροτός,0,1,1,,mortal man; dead; mṛtás; morior,lsj,ἐπιχθόνιος μάχομαι,Iliad 1.272
Θησεύς,0,1,1,,Theseus,lsj,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος,Iliad 1.265
Αἰγείδης,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος,Iliad 1.265
ἐπιείκελος,0,1,1,,like,lsj,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος,Iliad 1.265
φήρ,0,1,1,,the Centaurs; Satyrs,lsj,κράτιστος μάχομαι ὀρεσκῷος,Iliad 1.268
ὀρεσκῷος,0,1,1,,"lying on mountains, mountain-bred, wild",lsj,κράτιστος μάχομαι φήρ,Iliad 1.268
μεθομιλέω,0,1,1,,hold converse with,lsj,Πύλος ἔρχομαι ἄπιος γαῖα,Iliad 1.269
ἄπιος,0,1,1,,"pear-tree, Pyrus communis; pear; Euphorbia Apios, tuberous spurge",lsj,μεθομιλέω Πύλος ἔρχομαι γαῖα,Iliad 1.270
ἐάω,0,1,1,,"suffer, permit; leave; alone; should be given up",lsj,πρῶτος δίδωμι γέρας υἱός Ἀχαιός,Iliad 1.276
ὄνειδος,0,1,1,,"reproach, rebuke, censure, blame; in disgrace; reproach; with censures",lsj,αἰχμητής τίθημι θεός προτίθημι μυθέομαι,Iliad 1.291
ὁμοῖος,0,1,1,,,none,βασιλεύς Πηλείδης ἐθέλω ἐρίζω μείρομαι τιμή σκηπτοῦχος Ζεύς κῦδος δίδωμι,Iliad 1.278
μείρομαι,0,1,1,,receive as oneʼs portion; oneʼs due; take; as thy due,lsj,βασιλεύς Πηλείδης ἐθέλω ἐρίζω ὁμοῖος τιμή σκηπτοῦχος Ζεύς κῦδος δίδωμι,Iliad 1.278
σκηπτοῦχος,0,1,1,,"bearing a staff, baton; sceptre; sceptred; wand-bearer",lsj,βασιλεύς Πηλείδης ἐθέλω ἐρίζω ὁμοῖος μείρομαι τιμή Ζεύς κῦδος δίδωμι,Iliad 1.279
γείνομαι,0,1,1,,to be born; at oneʼs birth; beget; bring forth,lsj,καρτερός θεά μήτηρ φέρτατος πλείων ἀνάσσω,Iliad 1.280
μεθίημι,0,1,1,,"set loose, let go; release; let; depart",lsj,λίσσομαι Ἀχιλλεύς χόλος μέγας πᾶς ἕρκος Ἀχαιός πέλω πόλεμος κακός,Iliad 1.283
ἕρκος,0,1,1,,"fence, enclosure; the place enclosed, court-yard; enclosure; wall for defence",lsj,λίσσομαι Ἀχιλλεύς μεθίημι χόλος μέγας πᾶς Ἀχαιός πέλω πόλεμος κακός,Iliad 1.284
μοῖρα,0,1,1,,part; portion; division; party,lsj,πᾶς γέρων εἶπον,Iliad 1.286
Πολύφημος,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Θησεύς,Iliad 1.264
ἀντίθεος,0,1,1,,"equal to the gods, godlike; contrary to God; hostile deity; disguised as a god",lsj,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος Πολύφημος Θησεύς,Iliad 1.264
Ἐξάδιος,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς ἀντίθεος Πολύφημος Θησεύς,Iliad 1.264
Καινεύς,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.264
μέροψ,0,1,1,,"dividing the voice; articulate; bee-eater, Merops apiaster",lsj,γενεά ἄνθρωπος φθίω τρέφω γίγνομαι Πύλος ἠγάθεος,Iliad 1.250
φθίω,0,1,1,,"kṣiṇā´ti, kṣiṇóti; Kṣīyante; ákṣitas; kṣeṣya",lsj,γενεά μέροψ ἄνθρωπος τρέφω γίγνομαι Πύλος ἠγάθεος,Iliad 1.251
ἠγάθεος,0,1,1,,most holy,lsj,γενεά μέροψ ἄνθρωπος φθίω τρέφω γίγνομαι Πύλος,Iliad 1.252
τρίτατος,0,1,1,,in the third place,lsj,ἀνάσσω,Iliad 1.252
Ἀχαιΐς,0,1,1,,the Achaian land; Achaian woman,lsj,μέγας πένθος γαῖα ἱκάνω,Iliad 1.254
πυνθάνομαι,0,1,1,,learn; by hearsay; by inquiry; from,lsj,Πρίαμος γηθέω παῖς Τρώς μέγας χαίρω θυμός πᾶς μάρναμαι βουλή Δαναοί μάχομαι,Iliad 1.257
μάρναμαι,0,1,1,,"fight, do battle; with, against; together with; on his side",lsj,Πρίαμος γηθέω παῖς Τρώς μέγας χαίρω θυμός πᾶς πυνθάνομαι βουλή Δαναοί μάχομαι,Iliad 1.257
ἀρείων,0,1,1,,"better, stouter, braver; snail; slug",lsj,ἀνήρ ὁμιλέω,Iliad 1.260
ὁμιλέω,0,1,1,,"to be in company with, consort with; consortest; joining in company; throng",lsj,ἀρείων ἀνήρ,Iliad 1.261
ἀθερίζω,0,1,1,,make light of,lsj,,Iliad 1.261
τοῖος,0,1,1,,"such, such-like; such as; fit; able",lsj,εἶδον ἀνήρ οἷος Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.262
οἷος,0,1,1,,"such as, of what sort; what a man; what; like as",lsj,εἶδον τοῖος ἀνήρ Πειρίθοος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.263
Πειρίθοος,0,1,1,,,none,εἶδον τοῖος ἀνήρ οἷος Δρύας ποιμήν λαός Καινεύς Ἐξάδιος ἀντίθεος Πολύφημος Θησεύς,Iliad 1.263
