lemma,pos,work,book,line,sentence_id,word_id,form,row
σός,a,Iliad,1,297,2274273a,11,σῇσι,1218
χείρ,n,Iliad,1,298,2274274,1,χερσὶ,1219
μάχομαι,v,Iliad,1,298,2274274,6,μαχήσομαι,1220
κόρη,n,Iliad,1,298,2274274,8,κούρης,1221
ἄλλος,a,Iliad,1,299,2274274,14,ἄλλῳ,1222
ἀφαιρέω,v,Iliad,1,299,2274274,18,ἀφέλεσθέ,1223
δίδωμι,v,Iliad,1,299,2274274,20,δόντες,1224
ἄλλος,a,Iliad,1,300,2274275,3,ἄλλων,1225
εἰμί,v,Iliad,1,300,2274275,6,ἐστι,1226
θοός,a,Iliad,1,300,2274275,7,θοῇ,1227
ναῦς,n,Iliad,1,300,2274275,9,νηῒ,1228
μέλας,a,Iliad,1,300,2274275,10,μελαίνῃ,1229
φέρω,v,Iliad,1,301,2274275,15,φέροις,1230
ἀναιρέω,v,Iliad,1,301,2274275,16,ἀνελὼν,1231
ἀέκων,a,Iliad,1,301,2274275,17,ἀέκοντος,1232
πειράω,v,Iliad,1,302,2274276,5,πείρησαι,1233
γιγνώσκω,v,Iliad,1,302,2274276,7,γνώωσι,1234
αἷμα,n,Iliad,1,303,2274277,3,αἷμα,1235
κελαινός,a,Iliad,1,303,2274277,4,κελαινὸν,1236
ἐρωέω,v,Iliad,1,303,2274277,5,ἐρωήσει,1237
δόρυ,n,Iliad,1,303,2274277,7,δουρί,1238
ἀντίβιος,a,Iliad,1,304,2274278,4,ἀντιβίοισι,1239
μάχομαι,v,Iliad,1,304,2274278,5,μαχεσσαμένω,1240
ἔπος,n,Iliad,1,304,2274278,6,ἐπέεσσιν,1241
ἀνίστημι,v,Iliad,1,305,2274278,7,ἀνστήτην,1242
λύω,v,Iliad,1,305,2274278a,9,λῦσαν,1243
ἀγορά,n,Iliad,1,305,2274278a,11,ἀγορὴν,1244
ναῦς,n,Iliad,1,305,2274278a,13,νηυσὶν,1245
Ἀχαιός,a,Iliad,1,305,2274278a,14,Ἀχαιῶν,1246
Πηλείδης,n,Iliad,1,306,2274279,1,Πηλεΐδης,1247
κλισία,n,Iliad,1,306,2274279,4,κλισίας,1248
ναῦς,n,Iliad,1,306,2274279,6,νῆας,1249
ἴσος,a,Iliad,1,306,2274279,7,ἐΐσας,1250
εἶμι,v,Iliad,1,307,2274279,8,ἤϊε,1251
Μενοιτιάδης,n,Iliad,1,307,2274279,11,Μενοιτιάδῃ,1252
ἑός,a,Iliad,1,307,2274279,13,οἷς,1253
ἑταῖρος,n,Iliad,1,307,2274279,14,ἑτάροισιν,1254
Ἀτρείδης,n,Iliad,1,308,2274280,1,Ἀτρεΐδης,1255
ναῦς,n,Iliad,1,308,2274280,4,νῆα,1256
θοός,a,Iliad,1,308,2274280,5,θοὴν,1257
ἅλς1,n,Iliad,1,308,2274280,6,ἅλα,1258
προερύω,v,Iliad,1,308,2274280,8,προέρυσσεν,1259
ἐρέτης,n,Iliad,1,309,2274280a,12,ἐρέτας,1260
κρίνω,v,Iliad,1,309,2274280a,13,ἔκρινεν,1261
ἑκατόμβη,n,Iliad,1,309,2274280b,18,ἑκατόμβην,1262
βαίνω,v,Iliad,1,310,2274280b,19,βῆσε,1263
θεός,n,Iliad,1,310,2274280b,20,θεῷ,1264
Χρυσηίς,n,Iliad,1,310,2274280c,24,Χρυσηΐδα,1265
καλλιπάρηος,a,Iliad,1,310,2274280c,25,καλλιπάρῃον,1266
ἵζω,v,Iliad,1,311,2274280c,26,εἷσεν,1267
ἄγω,v,Iliad,1,311,2274280c,27,ἄγων,1268
ἀρχός,n,Iliad,1,311,2274281,3,ἀρχὸς,1269
βαίνω,v,Iliad,1,311,2274281,4,ἔβη,1270
πολύμητις,a,Iliad,1,311,2274281,5,πολύμητις,1271
Ὀδυσσεύς,n,Iliad,1,311,2274281,6,Ὀδυσσεύς,1272
ἀναβαίνω,v,Iliad,1,312,2274282,4,ἀναβάντες,1273
ἐπιπλέω,v,Iliad,1,312,2274282,5,ἐπέπλεον,1274
ὑγρός,a,Iliad,1,312,2274282,6,ὑγρὰ,1275
κέλευθος,n,Iliad,1,312,2274282,7,κέλευθα,1276
λαός,n,Iliad,1,313,2274282a,9,λαοὺς,1277
Ἀτρείδης,n,Iliad,1,313,2274282a,11,Ἀτρεΐδης,1278
ἀπολυμαίνομαι,v,Iliad,1,313,2274282a,12,ἀπολυμαίνεσθαι,1279
ἄνωγα,v,Iliad,1,313,2274282a,13,ἄνωγεν,1280
ἀπολυμαίνομαι,v,Iliad,1,314,2274283,3,ἀπελυμαίνοντο,1281
ἅλς1,n,Iliad,1,314,2274283a,6,ἅλα,1282
λῦμα,n,Iliad,1,314,2274283a,7,λύματα,1283
βάλλω,v,Iliad,1,314,2274283a,8,βάλλον,1284
ἔρδω,v,Iliad,1,315,2274283b,10,ἕρδον,1285
Ἀπόλλων,n,Iliad,1,315,2274283b,12,Ἀπόλλωνι,1286
τελήεις,a,Iliad,1,315,2274283b,13,τεληέσσας,1287
ἑκατόμβη,n,Iliad,1,315,2274283b,14,ἑκατόμβας,1288
ταῦρος,n,Iliad,1,316,2274283b,15,ταύρων,1289
αἴξ,n,Iliad,1,316,2274283b,17,αἰγῶν,1290
θίς,n,Iliad,1,316,2274283b,19,θῖν',1291
ἅλς1,n,Iliad,1,316,2274283b,20,ἁλὸς,1292
ἀτρύγετος,a,Iliad,1,316,2274283b,21,ἀτρυγέτοιο,1293
κνῖσα,n,Iliad,1,317,2274284,1,κνίση,1294
οὐρανός,n,Iliad,1,317,2274284,3,οὐρανὸν,1295
ἱκνέομαι,v,Iliad,1,317,2274284,4,ἷκεν,1296
ἑλίσσω,v,Iliad,1,317,2274284,5,ἑλισσομένη,1297
καπνός,n,Iliad,1,317,2274284,7,καπνῷ,1298
πένομαι,v,Iliad,1,318,2274285,5,πένοντο,1299
στρατός,n,Iliad,1,318,2274285,7,στρατόν,1300
Ἀγαμέμνων,n,Iliad,1,318,2274286,3,Ἀγαμέμνων,1301
λήγω,v,Iliad,1,319,2274286,4,λῆγ',1302
ἔρις,n,Iliad,1,319,2274286,5,ἔριδος,1303
πρῶτος,a,Iliad,1,319,2274286,7,πρῶτον,1304
ἐπαπειλέω,v,Iliad,1,319,2274286,8,ἐπηπείλησ',1305
Ἀχιλλεύς,n,Iliad,1,319,2274286,9,Ἀχιλῆϊ,1306
Ταλθύβιος,n,Iliad,1,320,2274286a,14,Ταλθύβιόν,1307
Εὐρυβάτης,n,Iliad,1,320,2274286a,17,Εὐρυβάτην,1308
προσεῖπον,v,Iliad,1,320,2274286a,18,προσέειπε,1309
εἰμί,v,Iliad,1,321,2274286a,22,ἔσαν,1310
κῆρυξ,n,Iliad,1,321,2274286a,23,κήρυκε,1311
ὀτρηρός,a,Iliad,1,321,2274286a,25,ὀτρηρὼ,1312
θεράπων,n,Iliad,1,321,2274286a,26,θεράποντε,1313
ἔρχομαι,v,Iliad,1,322,2274287,1,ἔρχεσθον,1314
κλισία,n,Iliad,1,322,2274287,2,κλισίην,1315
Πηλείδης,n,Iliad,1,322,2274287,3,Πηληϊάδεω,1316
Ἀχιλλεύς,n,Iliad,1,322,2274287,4,Ἀχιλῆος,1317
χείρ,n,Iliad,1,323,2274288,1,χειρὸς,1318
αἱρέω,v,Iliad,1,323,2274288,2,ἑλόντ',1319
ἄγω,v,Iliad,1,323,2274288,3,ἀγέμεν,1320
Βρισηίς,n,Iliad,1,323,2274288,4,Βρισηΐδα,1321
καλλιπάρηος,a,Iliad,1,323,2274288,5,καλλιπάρῃον,1322
δίδωμι,v,Iliad,1,324,2274289,5,δώῃσιν,1323
αὐτός,a,Iliad,1,324,2274289,9,αὐτὸς,1324
αἱρέω,v,Iliad,1,324,2274289,10,ἕλωμαι,1325
ἔρχομαι,v,Iliad,1,325,2274289,11,ἐλθὼν,1326
πλείων,a,Iliad,1,325,2274289,13,πλεόνεσσι,1327
ῥίγιον,a,Iliad,1,325,2274290,4,ῥίγιον,1328
εἰμί,v,Iliad,1,325,2274290,5,ἔσται,1329
εἶπον,v,Iliad,1,326,2274291,2,εἰπὼν,1330
προίημι,v,Iliad,1,326,2274291,3,προΐει,1331
κρατερός,a,Iliad,1,326,2274291a,5,κρατερὸν,1332
μῦθος,n,Iliad,1,326,2274291a,8,μῦθον,1333
τέλλω,v,Iliad,1,326,2274291a,9,ἔτελλε,1334
ἀέκων,a,Iliad,1,327,2274292,3,ἀέκοντε,1335
βαίνω,v,Iliad,1,327,2274292,4,βάτην,1336
θίς,n,Iliad,1,327,2274292,6,θῖν',1337
ἅλς1,n,Iliad,1,327,2274292,7,ἁλὸς,1338
ἀτρύγετος,a,Iliad,1,327,2274292,8,ἀτρυγέτοιο,1339
Μυρμιδόνες,n,Iliad,1,328,2274292a,10,Μυρμιδόνων,1340
κλισία,n,Iliad,1,328,2274292a,14,κλισίας,1341
ναῦς,n,Iliad,1,328,2274292a,16,νῆας,1342
ἱκνέομαι,v,Iliad,1,328,2274292a,17,ἱκέσθην,1343
εὑρίσκω,v,Iliad,1,329,2274292b,21,εὗρον,1344
κλισία,n,Iliad,1,329,2274292b,24,κλισίῃ,1345
ναῦς,n,Iliad,1,329,2274292b,26,νηῒ,1346
μέλας,a,Iliad,1,329,2274292b,27,μελαίνῃ,1347
ἧμαι,v,Iliad,1,330,2274292b,28,ἥμενον,1348
εἶδον,v,Iliad,1,330,2274293,6,ἰδὼν,1349
γηθέω,v,Iliad,1,330,2274293,7,γήθησεν,1350
Ἀχιλλεύς,n,Iliad,1,330,2274293,8,Ἀχιλλεύς,1351
ταρβέω,v,Iliad,1,331,2274294,3,ταρβήσαντε,1352
αἰδέομαι,v,Iliad,1,331,2274294,5,αἰδομένω,1353
βασιλεύς,n,Iliad,1,331,2274294,6,βασιλῆα,1354
ἵστημι,v,Iliad,1,332,2274294,7,στήτην,1355
προσφωνέω,v,Iliad,1,332,2274294a,13,προσεφώνεον,1356
ἔρομαι,v,Iliad,1,332,2274294b,16,ἐρέοντο,1357
γιγνώσκω,v,Iliad,1,333,2274295,3,ἔγνω,1358
ἑός,a,Iliad,1,333,2274295,4,ᾗσιν,1359
φρήν,n,Iliad,1,333,2274295,6,φρεσὶ,1360
φωνέω,v,Iliad,1,333,2274295a,7,φώνησέν,1361
χαίρω,v,Iliad,1,334,2274296,1,χαίρετε,1362
κῆρυξ,n,Iliad,1,334,2274296,2,κήρυκες,1363
Ζεύς,n,Iliad,1,334,2274296,3,Διὸς,1364
ἄγγελος,n,Iliad,1,334,2274296,4,ἄγγελοι,1365
ἀνήρ,n,Iliad,1,334,2274296,7,ἀνδρῶν,1366
εἶμι,v,Iliad,1,335,2274296a,10,ἴτ',1367
ἐπαίτιος,a,Iliad,1,335,2274297,5,ἐπαίτιοι,1368
Ἀγαμέμνων,n,Iliad,1,335,2274297,7,Ἀγαμέμνων,1369
προίημι,v,Iliad,1,336,2274297,11,προΐει,1370
Βρισηίς,n,Iliad,1,336,2274297,12,Βρισηΐδος,1371
κόρη,n,Iliad,1,336,2274297,14,κούρης,1372
διογενής,a,Iliad,1,337,2274298,3,διογενὲς,1373
Πάτροκλος,n,Iliad,1,337,2274298,4,Πατρόκλεες,1374
ἐξάγω,v,Iliad,1,337,2274298,5,ἔξαγε,1375
κόρη,n,Iliad,1,337,2274298,6,κούρην,1376
δίδωμι,v,Iliad,1,338,2274298a,9,δὸς,1377
ἄγω,v,Iliad,1,338,2274298a,10,ἄγειν,1378
αὐτός,a,Iliad,1,338,2274299,3,αὐτὼ,1379
μάρτυρος,n,Iliad,1,338,2274299,4,μάρτυροι,1380
εἰμί,v,Iliad,1,338,2274299,5,ἔστων,1381
θεός,n,Iliad,1,339,2274299,8,θεῶν,1382
μάκαρ,a,Iliad,1,339,2274299,9,μακάρων,1383
θνητός,a,Iliad,1,339,2274299,12,θνητῶν,1384
ἄνθρωπος,n,Iliad,1,339,2274299,13,ἀνθρώπων,1385
βασιλεύς,n,Iliad,1,340,2274299,17,βασιλῆος,1386
ἀπηνής,a,Iliad,1,340,2274299,18,ἀπηνέος,1387
χρεώ,n,Iliad,1,341,2274299,23,χρειὼ,1388
γίγνομαι,v,Iliad,1,341,2274299,25,γένηται,1389
ἀεικής,a,Iliad,1,341,2274299,26,ἀεικέα,1390
λοιγός,n,Iliad,1,341,2274299,27,λοιγὸν,1391
ἀμύνω,v,Iliad,1,341,2274299,28,ἀμῦναι,1392
ἄλλος,a,Iliad,1,342,2274299,30,ἄλλοις,1393
ὀλοός,a,Iliad,1,342,2274300,5,ὀλοιῇσι,1394
φρήν,n,Iliad,1,342,2274300,6,φρεσὶ,1395
θύω,v,Iliad,1,342,2274300,7,θύει,1396
οἶδα,v,Iliad,1,343,2274300a,12,οἶδε,1397
νοέω,v,Iliad,1,343,2274300a,13,νοῆσαι,1398
ναῦς,n,Iliad,1,344,2274300a,22,νηυσὶ,1399
σῶς,a,Iliad,1,344,2274300a,23,σόοι,1400
μάχομαι,v,Iliad,1,344,2274300a,24,μαχέοιντο,1401
Ἀχαιός,a,Iliad,1,344,2274300a,25,Ἀχαιοί,1402
φημί,v,Iliad,1,345,2274301,2,φάτο,1403
Πάτροκλος,n,Iliad,1,345,2274301a,4,Πάτροκλος,1404
φίλος,a,Iliad,1,345,2274301a,6,φίλῳ,1405
ἐπιπείθομαι,v,Iliad,1,345,2274301a,7,ἐπεπείθεθ',1406
ἑταῖρος,n,Iliad,1,345,2274301a,8,ἑταίρῳ,1407
ἄγω,v,Iliad,1,346,2274301b,12,ἄγαγε,1408
κλισία,n,Iliad,1,346,2274301b,13,κλισίης,1409
Βρισηίς,n,Iliad,1,346,2274301b,14,Βρισηΐδα,1410
καλλιπάρηος,a,Iliad,1,346,2274301b,15,καλλιπάρῃον,1411
δίδωμι,v,Iliad,1,347,2274301c,17,δῶκε,1412
ἄγω,v,Iliad,1,347,2274301c,19,ἄγειν,1413
εἶμι,v,Iliad,1,347,2274302,4,ἴτην,1414
ναῦς,n,Iliad,1,347,2274302,6,νῆας,1415
Ἀχαιός,a,Iliad,1,347,2274302,7,Ἀχαιῶν,1416
ἀέκων,a,Iliad,1,348,2274303,3,ἀέκουσ',1417
γυνή,n,Iliad,1,348,2274303,6,γυνὴ,1418
κίω,v,Iliad,1,348,2274303,7,κίεν,1419
Ἀχιλλεύς,n,Iliad,1,348,2274304,2,Ἀχιλλεὺς,1420
δακρύω,v,Iliad,1,349,2274304,3,δακρύσας,1421
ἑταῖρος,n,Iliad,1,349,2274304,4,ἑτάρων,1422
ἕζομαι,v,Iliad,1,349,2274304,6,ἕζετο,1423
λιάζομαι,v,Iliad,1,349,2274304,8,λιασθείς,1424
θίς,n,Iliad,1,350,2274304,10,θῖν',1425
ἅλς1,n,Iliad,1,350,2274304,12,ἁλὸς,1426
πολιός,a,Iliad,1,350,2274304,13,πολιῆς,1427
ὁράω,v,Iliad,1,350,2274304,15,ὁρόων,1428
ἀπείρων,a,Iliad,1,350,2274304,17,ἀπείρονα,1429
πόντος,n,Iliad,1,350,2274304,18,πόντον,1430
πολύς,a,Iliad,1,351,2274305,1,πολλὰ,1431
μήτηρ,n,Iliad,1,351,2274305,3,μητρὶ,1432
φίλος,a,Iliad,1,351,2274305,4,φίλῃ,1433
ἀράομαι,v,Iliad,1,351,2274305,5,ἠρήσατο,1434
χείρ,n,Iliad,1,351,2274305,6,χεῖρας,1435
ὀρέγνυμι,v,Iliad,1,351,2274305,7,ὀρεγνύς,1436
μήτηρ,n,Iliad,1,352,2274306,1,μῆτερ,1437
τίκτω,v,Iliad,1,352,2274306,4,ἔτεκές,1438
μινυνθάδιος,a,Iliad,1,352,2274306,6,μινυνθάδιόν,1439
εἰμί,v,Iliad,1,352,2274306,8,ἐόντα,1440
τιμή,n,Iliad,1,353,2274306,10,τιμήν,1441
ὀφέλλω,v,Iliad,1,353,2274306,13,ὄφελλεν,1442
Ὀλύμπιος,a,Iliad,1,353,2274306,14,Ὀλύμπιος,1443
ἐγγυαλίζω,v,Iliad,1,353,2274306,15,ἐγγυαλίξαι,1444
Ζεύς,n,Iliad,1,354,2274306,16,Ζεὺς,1445
ὑψιβρεμέτης,a,Iliad,1,354,2274306,17,ὑψιβρεμέτης,1446
τυτθός,a,Iliad,1,354,2274307,6,τυτθὸν,1447
τίνω,v,Iliad,1,354,2274307,7,ἔτισεν,1448
Ἀτρείδης,n,Iliad,1,355,2274308,4,Ἀτρεΐδης,1449
εὐρύς,a,Iliad,1,355,2274308,5,εὐρὺ,1450
κρείων,n,Iliad,1,355,2274308,6,κρείων,1451
Ἀγαμέμνων,n,Iliad,1,355,2274308,7,Ἀγαμέμνων,1452
ἀτιμάω,v,Iliad,1,356,2274308,8,ἠτίμησεν,1453
αἱρέω,v,Iliad,1,356,2274309,1,ἑλὼν,1454
ἔχω,v,Iliad,1,356,2274309,3,ἔχει,1455
γέρας,n,Iliad,1,356,2274309,4,γέρας,1456
αὐτός,a,Iliad,1,356,2274309,5,αὐτὸς,1457
ἀπαυράω,v,Iliad,1,356,2274309,6,ἀπούρας,1458
φημί,v,Iliad,1,357,2274310,2,φάτο,1459
δάκρυ,n,Iliad,1,357,2274310,3,δάκρυ,1460
χέω,v,Iliad,1,357,2274310,4,χέων,1461
κλύω,v,Iliad,1,357,2274310a,8,ἔκλυε,1462
πότνια,a,Iliad,1,357,2274310a,9,πότνια,1463
μήτηρ,n,Iliad,1,357,2274310a,10,μήτηρ,1464
ἧμαι,v,Iliad,1,358,2274310a,11,ἡμένη,1465
βένθος,n,Iliad,1,358,2274310a,13,βένθεσσιν,1466
ἅλς1,n,Iliad,1,358,2274310a,14,ἁλὸς,1467
πατήρ,n,Iliad,1,358,2274310a,16,πατρὶ,1468
γέρων,n,Iliad,1,358,2274310a,17,γέροντι,1469
ἀναδύνω,v,Iliad,1,359,2274311,3,ἀνέδυ,1470
πολιός,a,Iliad,1,359,2274311,4,πολιῆς,1471
ἅλς1,n,Iliad,1,359,2274311,5,ἁλὸς,1472
ὀμίχλη,n,Iliad,1,359,2274311,7,ὀμίχλη,1473
αὐτός,a,Iliad,1,360,2274311a,12,αὐτοῖο,1474
καθέζομαι,v,Iliad,1,360,2274311a,13,καθέζετο,1475
δάκρυ,n,Iliad,1,360,2274311a,14,δάκρυ,1476
χέω,v,Iliad,1,360,2274311a,15,χέοντος,1477
χείρ,n,Iliad,1,361,2274311a,17,χειρί,1478
καταρρέζω,v,Iliad,1,361,2274311a,20,κατέρεξεν,1479
ἔπος,n,Iliad,1,361,2274311a,21,ἔπος,1480
φημί,v,Iliad,1,361,2274311a,23,ἔφατ',1481
ὀνομάζω,v,Iliad,1,361,2274311a,26,ὀνόμαζε,1482
τέκνον,n,Iliad,1,362,2274312,1,τέκνον,1483
κλαίω,v,Iliad,1,362,2274312,3,κλαίεις,1484
φρήν,n,Iliad,1,362,2274313,4,φρένας,1485
ἱκνέομαι,v,Iliad,1,362,2274313,5,ἵκετο,1486
πένθος,n,Iliad,1,362,2274313,6,πένθος,1487
ἐξαυδάω,v,Iliad,1,363,2274314,1,ἐξαύδα,1488
κεύθω,v,Iliad,1,363,2274314,4,κεῦθε,1489
νόος,n,Iliad,1,363,2274314,5,νόῳ,1490
οἶδα,v,Iliad,1,363,2274314,8,εἴδομεν,1491
ἄμφω,a,Iliad,1,363,2274314,9,ἄμφω,1492
βαρύς,a,Iliad,1,364,2274315,3,βαρὺ,1493
στενάχω,v,Iliad,1,364,2274315,4,στενάχων,1494
πρόσφημι,v,Iliad,1,364,2274315,5,προσέφη,1495
πούς,n,Iliad,1,364,2274315,6,πόδας,1496
ὠκύς,a,Iliad,1,364,2274315,7,ὠκὺς,1497
Ἀχιλλεύς,n,Iliad,1,364,2274315,8,Ἀχιλλεύς,1498
οἶδα,v,Iliad,1,365,2274316,1,οἶσθα,1499
οὗτος,a,Iliad,1,365,2274317,4,ταῦτα,1500
οἶδα,v,Iliad,1,365,2274317,5,ἰδυίῃ,1501
πᾶς,a,Iliad,1,365,2274317,6,πάντ',1502
ἀγορεύω,v,Iliad,1,365,2274317,7,ἀγορεύω,1503
οἴχομαι,v,Iliad,1,366,2274318,1,ᾠχόμεθ',1504
Θήβη,n,Iliad,1,366,2274318,3,Θήβην,1505
ἱερός,a,Iliad,1,366,2274318,4,ἱερὴν,1506
πόλις,n,Iliad,1,366,2274318,5,πόλιν,1507
Ἠετίων,n,Iliad,1,366,2274318,6,Ἠετίωνος,1508
διαπέρθω,v,Iliad,1,367,2274318a,10,διεπράθομέν,1509
ἄγω,v,Iliad,1,367,2274318a,13,ἤγομεν,1510
πᾶς,a,Iliad,1,367,2274318a,15,πάντα,1511
δατέομαι,v,Iliad,1,368,2274319,5,δάσσαντο,1512
υἱός,n,Iliad,1,368,2274319,8,υἷες,1513
Ἀχαιός,a,Iliad,1,368,2274319,9,Ἀχαιῶν,1514
αἱρέω,v,Iliad,1,369,2274319a,13,ἕλον,1515
Ἀτρείδης,n,Iliad,1,369,2274319a,14,Ἀτρεΐδῃ,1516
Χρυσηίς,n,Iliad,1,369,2274319a,15,Χρυσηΐδα,1517
καλλιπάρηος,a,Iliad,1,369,2274319a,16,καλλιπάρῃον,1518
Χρύσης,n,Iliad,1,370,2274320,1,Χρύσης,1519
ἱερεύς,n,Iliad,1,370,2274320,4,ἱερεὺς,1520
ἑκατηβόλος,a,Iliad,1,370,2274320,5,ἑκατηβόλου,1521
Ἀπόλλων,n,Iliad,1,370,2274320,6,Ἀπόλλωνος,1522
ἔρχομαι,v,Iliad,1,371,2274320,7,ἦλθε,1523
θοός,a,Iliad,1,371,2274320,8,θοὰς,1524
ναῦς,n,Iliad,1,371,2274320,10,νῆας,1525
Ἀχαιός,a,Iliad,1,371,2274320,11,Ἀχαιῶν,1526
χαλκοχίτων,a,Iliad,1,371,2274320,12,χαλκοχιτώνων,1527
λύω,v,Iliad,1,372,2274320,13,λυσόμενός,1528
θυγάτηρ,n,Iliad,1,372,2274320,15,θύγατρα,1529
φέρω,v,Iliad,1,372,2274320,16,φέρων,1530
ἀπερείσιος,a,Iliad,1,372,2274320,18,ἀπερείσι',1531
ἄποινα,n,Iliad,1,372,2274320,19,ἄποινα,1532
στέμμα,n,Iliad,1,373,2274320,21,στέμματ',1533
ἔχω,v,Iliad,1,373,2274320,22,ἔχων,1534
χείρ,n,Iliad,1,373,2274320,24,χερσὶν,1535
ἑκηβόλος,a,Iliad,1,373,2274320,25,ἑκηβόλου,1536
Ἀπόλλων,n,Iliad,1,373,2274320,26,Ἀπόλλωνος,1537
χρύσεος,a,Iliad,1,374,2274320,27,χρυσέῳ,1538
σκῆπτρον,n,Iliad,1,374,2274320,29,σκήπτρῳ,1539
λίσσομαι,v,Iliad,1,374,2274320a,32,λίσσετο,1540
πᾶς,a,Iliad,1,374,2274320a,33,πάντας,1541
Ἀχαιός,a,Iliad,1,374,2274320a,34,Ἀχαιούς,1542
Ἀτρείδης,n,Iliad,1,375,2274320a,36,Ἀτρεΐδα,1543
κοσμήτωρ,n,Iliad,1,375,2274320a,40,κοσμήτορε,1544
λαός,n,Iliad,1,375,2274320a,41,λαῶν,1545
ἄλλος,a,Iliad,1,376,2274321,2,ἄλλοι,1546
πᾶς,a,Iliad,1,376,2274321,4,πάντες,1547
ἐπευφημέω,v,Iliad,1,376,2274321,5,ἐπευφήμησαν,1548
Ἀχαιός,a,Iliad,1,376,2274321,6,Ἀχαιοὶ,1549
αἰδέομαι,v,Iliad,1,377,2274321,7,αἰδεῖσθαί,1550
ἱερεύς,n,Iliad,1,377,2274321,9,ἱερῆα,1551
ἀγλαός,a,Iliad,1,377,2274321,11,ἀγλαὰ,1552
δέχομαι,v,Iliad,1,377,2274321,12,δέχθαι,1553
ἄποινα,n,Iliad,1,377,2274321,13,ἄποινα,1554
Ἀτρείδης,n,Iliad,1,378,2274322,3,Ἀτρεΐδῃ,1555
Ἀγαμέμνων,n,Iliad,1,378,2274322,4,Ἀγαμέμνονι,1556
ἁνδάνω,v,Iliad,1,378,2274322,5,ἥνδανε,1557
θυμός,n,Iliad,1,378,2274322,6,θυμῷ,1558
ἀφίημι,v,Iliad,1,379,2274322a,10,ἀφίει,1559
κρατερός,a,Iliad,1,379,2274322b,12,κρατερὸν,1560
μῦθος,n,Iliad,1,379,2274322b,15,μῦθον,1561
τέλλω,v,Iliad,1,379,2274322b,16,ἔτελλε,1562
χώομαι,v,Iliad,1,380,2274323,1,χωόμενος,1563
γέρων,n,Iliad,1,380,2274323,4,γέρων,1564
οἴχομαι,v,Iliad,1,380,2274323,6,ᾤχετο,1565
Ἀπόλλων,n,Iliad,1,380,2274324,3,Ἀπόλλων,1566
εὔχομαι,v,Iliad,1,381,2274324,4,εὐξαμένου,1567
ἀκούω,v,Iliad,1,381,2274324,5,ἤκουσεν,1568
φίλος,a,Iliad,1,381,2274324,10,φίλος,1569
εἰμί,v,Iliad,1,381,2274324,11,ἦεν,1570
ἵημι,v,Iliad,1,382,2274324a,13,ἧκε,1571
Ἀργεῖος,a,Iliad,1,382,2274324a,16,Ἀργείοισι,1572
κακός,a,Iliad,1,382,2274324a,17,κακὸν,1573
βέλος,n,Iliad,1,382,2274324a,18,βέλος,1574
λαός,n,Iliad,1,382,2274325,4,λαοὶ,1575
θνήσκω,v,Iliad,1,383,2274325,5,θνῇσκον,1576
ἐπασσύτερος,a,Iliad,1,383,2274325,6,ἐπασσύτεροι,1577
ἐποίχομαι,v,Iliad,1,383,2274325a,10,ἐπῴχετο,1578
κῆλον,n,Iliad,1,383,2274325a,11,κῆλα,1579
θεός,n,Iliad,1,383,2274325a,12,θεοῖο,1580
στρατός,n,Iliad,1,384,2274325a,15,στρατὸν,1581
εὐρύς,a,Iliad,1,384,2274325a,16,εὐρὺν,1582
Ἀχαιός,a,Iliad,1,384,2274325a,17,Ἀχαιῶν,1583
μάντις,n,Iliad,1,384,2274326,3,μάντις,1584
οἶδα,v,Iliad,1,385,2274326,5,εἰδὼς,1585
ἀγορεύω,v,Iliad,1,385,2274326,6,ἀγόρευε,1586
θεοπροπία,n,Iliad,1,385,2274326,7,θεοπροπίας,1587
ἕκατος,n,Iliad,1,385,2274326,8,ἑκάτοιο,1588
πρῶτος,a,Iliad,1,386,2274327,3,πρῶτος,1589
κέλομαι,v,Iliad,1,386,2274327,4,κελόμην,1590
θεός,n,Iliad,1,386,2274327,5,θεὸν,1591
ἱλάσκομαι,v,Iliad,1,386,2274327,6,ἱλάσκεσθαι,1592
Ἀτρεΐων,n,Iliad,1,387,2274328,1,Ἀτρεΐωνα,1593
χόλος,n,Iliad,1,387,2274328,4,χόλος,1594
λαμβάνω,v,Iliad,1,387,2274328,5,λάβεν,1595
ἀνίστημι,v,Iliad,1,387,2274328a,9,ἀναστὰς,1596
ἀπειλέω,v,Iliad,1,388,2274328a,10,ἠπείλησεν,1597
μῦθος,n,Iliad,1,388,2274328a,11,μῦθον,1598
τελέω,v,Iliad,1,388,2274328a,14,τετελεσμένος,1599
εἰμί,v,Iliad,1,388,2274328a,15,ἐστί,1600
ναῦς,n,Iliad,1,389,2274329,5,νηῒ,1601
θοός,a,Iliad,1,389,2274329,6,θοῇ,1602
ἑλίκωψ,a,Iliad,1,389,2274329,7,ἑλίκωπες,1603
Ἀχαιός,a,Iliad,1,389,2274329,8,Ἀχαιοὶ,1604
Χρύσης,n,Iliad,1,390,2274329,10,Χρύσην,1605
πέμπω,v,Iliad,1,390,2274329,11,πέμπουσιν,1606
ἄγω,v,Iliad,1,390,2274329a,13,ἄγουσι,1607
δῶρον,n,Iliad,1,390,2274329a,15,δῶρα,1608
ἄναξ,n,Iliad,1,390,2274329a,16,ἄνακτι,1609
νέος,a,Iliad,1,391,2274330,3,νέον,1610
